,Season,Round,HomeTeam,AwayTeam
0,9495,1,Farense,Sporting CP
1,9495,1,Gil Vicente,Tirsense
2,9495,1,Desp. Chaves,Salgueiros
3,9495,1,FC Porto,SC Braga
4,9495,1,Marítimo,V. Setúbal
5,9495,1,Belenenses,E. Amadora
6,9495,1,V. Guimarães,Boavista
7,9495,1,U. Leiria,U. Madeira
8,9495,1,SL Benfica,Beira-Mar
9,9495,2,Sporting CP,Belenenses
10,9495,2,U. Madeira,SL Benfica
11,9495,2,Beira-Mar,FC Porto
12,9495,2,V. Setúbal,U. Leiria
13,9495,2,E. Amadora,Marítimo
14,9495,2,Boavista,Farense
15,9495,2,Tirsense,Desp. Chaves
16,9495,2,SC Braga,Gil Vicente
17,9495,2,Salgueiros,V. Guimarães
18,9495,3,Marítimo,U. Leiria
19,9495,3,Belenenses,Boavista
20,9495,3,SL Benfica,V. Setúbal
21,9495,3,E. Amadora,Sporting CP
22,9495,3,Gil Vicente,Beira-Mar
23,9495,3,Desp. Chaves,SC Braga
24,9495,3,FC Porto,U. Madeira
25,9495,3,Farense,Salgueiros
26,9495,3,V. Guimarães,Tirsense
27,9495,4,Sporting CP,Marítimo
28,9495,4,U. Madeira,Gil Vicente
29,9495,4,V. Setúbal,FC Porto
30,9495,4,Salgueiros,Belenenses
31,9495,4,Boavista,E. Amadora
32,9495,4,U. Leiria,SL Benfica
33,9495,4,Tirsense,Farense
34,9495,4,Beira-Mar,Desp. Chaves
35,9495,4,SC Braga,V. Guimarães
36,9495,5,Sporting CP,Boavista
37,9495,5,V. Guimarães,Beira-Mar
38,9495,5,Desp. Chaves,U. Madeira
39,9495,5,Belenenses,Tirsense
40,9495,5,E. Amadora,Salgueiros
41,9495,5,FC Porto,U. Leiria
42,9495,5,Farense,SC Braga
43,9495,5,Gil Vicente,V. Setúbal
44,9495,5,Marítimo,SL Benfica
45,9495,6,Tirsense,E. Amadora
46,9495,6,SC Braga,Belenenses
47,9495,6,U. Madeira,V. Guimarães
48,9495,6,Boavista,Marítimo
49,9495,6,Salgueiros,Sporting CP
50,9495,6,U. Leiria,Gil Vicente
51,9495,6,Beira-Mar,Farense
52,9495,6,V. Setúbal,Desp. Chaves
53,9495,6,SL Benfica,FC Porto
54,9495,7,Marítimo,FC Porto
55,9495,7,Gil Vicente,SL Benfica
56,9495,7,Boavista,Salgueiros
57,9495,7,Desp. Chaves,U. Leiria
58,9495,7,E. Amadora,SC Braga
59,9495,7,V. Guimarães,V. Setúbal
60,9495,7,Belenenses,Beira-Mar
61,9495,7,Farense,U. Madeira
62,9495,7,Sporting CP,Tirsense
63,9495,8,SC Braga,Sporting CP
64,9495,8,U. Leiria,V. Guimarães
65,9495,8,U. Madeira,Belenenses
66,9495,8,SL Benfica,Desp. Chaves
67,9495,8,V. Setúbal,Farense
68,9495,8,Salgueiros,Marítimo
69,9495,8,Beira-Mar,E. Amadora
70,9495,8,Tirsense,Boavista
71,9495,8,FC Porto,Gil Vicente
72,9495,9,Marítimo,Gil Vicente
73,9495,9,Boavista,SC Braga
74,9495,9,Belenenses,V. Setúbal
75,9495,9,E. Amadora,U. Madeira
76,9495,9,Salgueiros,Tirsense
77,9495,9,Desp. Chaves,FC Porto
78,9495,9,V. Guimarães,SL Benfica
79,9495,9,Farense,U. Leiria
80,9495,9,Sporting CP,Beira-Mar
81,9495,10,U. Madeira,Sporting CP
82,9495,10,Gil Vicente,Desp. Chaves
83,9495,10,Beira-Mar,Boavista
84,9495,10,V. Setúbal,E. Amadora
85,9495,10,SC Braga,Salgueiros
86,9495,10,Tirsense,Marítimo
87,9495,10,SL Benfica,Farense
88,9495,10,FC Porto,V. Guimarães
89,9495,10,U. Leiria,Belenenses
90,9495,11,Belenenses,SL Benfica
91,9495,11,Boavista,U. Madeira
92,9495,11,Salgueiros,Beira-Mar
93,9495,11,E. Amadora,U. Leiria
94,9495,11,Tirsense,SC Braga
95,9495,11,Marítimo,Desp. Chaves
96,9495,11,V. Guimarães,Gil Vicente
97,9495,11,Sporting CP,V. Setúbal
98,9495,11,Farense,FC Porto
99,9495,12,FC Porto,Belenenses
100,9495,12,U. Leiria,Sporting CP
101,9495,12,U. Madeira,Salgueiros
102,9495,12,V. Setúbal,Boavista
103,9495,12,Desp. Chaves,V. Guimarães
104,9495,12,Beira-Mar,Tirsense
105,9495,12,SC Braga,Marítimo
106,9495,12,SL Benfica,E. Amadora
107,9495,12,Gil Vicente,Farense
108,9495,13,E. Amadora,FC Porto
109,9495,13,Salgueiros,V. Setúbal
110,9495,13,Belenenses,Gil Vicente
111,9495,13,Boavista,U. Leiria
112,9495,13,SC Braga,Beira-Mar
113,9495,13,Farense,Desp. Chaves
114,9495,13,Sporting CP,SL Benfica
115,9495,13,Marítimo,V. Guimarães
116,9495,13,Tirsense,U. Madeira
117,9495,14,Beira-Mar,Marítimo
118,9495,14,U. Madeira,SC Braga
119,9495,14,V. Setúbal,Tirsense
120,9495,14,Desp. Chaves,Belenenses
121,9495,14,Gil Vicente,E. Amadora
122,9495,14,FC Porto,Sporting CP
123,9495,14,V. Guimarães,Farense
124,9495,14,SL Benfica,Boavista
125,9495,14,U. Leiria,Salgueiros
126,9495,15,Marítimo,Farense
127,9495,15,SC Braga,V. Setúbal
128,9495,15,E. Amadora,Desp. Chaves
129,9495,15,Salgueiros,SL Benfica
130,9495,15,Sporting CP,Gil Vicente
131,9495,15,Belenenses,V. Guimarães
132,9495,15,Beira-Mar,U. Madeira
133,9495,15,Boavista,FC Porto
134,9495,15,Tirsense,U. Leiria
135,9495,16,Desp. Chaves,Sporting CP
136,9495,16,Gil Vicente,Boavista
137,9495,16,V. Setúbal,Beira-Mar
138,9495,16,U. Leiria,SC Braga
139,9495,16,Marítimo,U. Madeira
140,9495,16,Farense,Belenenses
141,9495,16,SL Benfica,Tirsense
142,9495,16,FC Porto,Salgueiros
143,9495,16,V. Guimarães,E. Amadora
144,9495,17,SC Braga,SL Benfica
145,9495,17,E. Amadora,Farense
146,9495,17,U. Madeira,V. Setúbal
147,9495,17,Belenenses,Marítimo
148,9495,17,Beira-Mar,U. Leiria
149,9495,17,Salgueiros,Gil Vicente
150,9495,17,Tirsense,FC Porto
151,9495,17,Sporting CP,V. Guimarães
152,9495,17,Boavista,Desp. Chaves
153,9495,18,U. Madeira,U. Leiria
154,9495,18,Beira-Mar,SL Benfica
155,9495,18,V. Setúbal,Marítimo
156,9495,18,E. Amadora,Belenenses
157,9495,18,Salgueiros,Desp. Chaves
158,9495,18,Sporting CP,Farense
159,9495,18,Boavista,V. Guimarães
160,9495,18,Tirsense,Gil Vicente
161,9495,18,SC Braga,FC Porto
162,9495,19,Farense,Boavista
163,9495,19,Gil Vicente,SC Braga
164,9495,19,Marítimo,E. Amadora
165,9495,19,Belenenses,Sporting CP
166,9495,19,Desp. Chaves,Tirsense
167,9495,19,U. Leiria,V. Setúbal
168,9495,19,SL Benfica,U. Madeira
169,9495,19,FC Porto,Beira-Mar
170,9495,19,V. Guimarães,Salgueiros
171,9495,20,U. Leiria,Marítimo
172,9495,20,Beira-Mar,Gil Vicente
173,9495,20,Salgueiros,Farense
174,9495,20,V. Setúbal,SL Benfica
175,9495,20,SC Braga,Desp. Chaves
176,9495,20,Tirsense,V. Guimarães
177,9495,20,Sporting CP,E. Amadora
178,9495,20,U. Madeira,FC Porto
179,9495,20,Boavista,Belenenses
180,9495,21,E. Amadora,Boavista
181,9495,21,Belenenses,Salgueiros
182,9495,21,Desp. Chaves,Beira-Mar
183,9495,21,Gil Vicente,U. Madeira
184,9495,21,Marítimo,Sporting CP
185,9495,21,Farense,Tirsense
186,9495,21,SL Benfica,U. Leiria
187,9495,21,FC Porto,V. Setúbal
188,9495,21,V. Guimarães,SC Braga
189,9495,22,U. Madeira,Desp. Chaves
190,9495,22,Beira-Mar,V. Guimarães
191,9495,22,V. Setúbal,Gil Vicente
192,9495,22,Salgueiros,E. Amadora
193,9495,22,SL Benfica,Marítimo
194,9495,22,U. Leiria,FC Porto
195,9495,22,Tirsense,Belenenses
196,9495,22,SC Braga,Farense
197,9495,22,Boavista,Sporting CP
198,9495,23,Farense,Beira-Mar
199,9495,23,Sporting CP,Salgueiros
200,9495,23,Gil Vicente,U. Leiria
201,9495,23,E. Amadora,Tirsense
202,9495,23,Marítimo,Boavista
203,9495,23,Belenenses,SC Braga
204,9495,23,FC Porto,SL Benfica
205,9495,23,V. Guimarães,U. Madeira
206,9495,23,Desp. Chaves,V. Setúbal
207,9495,24,SL Benfica,Gil Vicente
208,9495,24,Tirsense,Sporting CP
209,9495,24,V. Setúbal,V. Guimarães
210,9495,24,U. Madeira,Farense
211,9495,24,Beira-Mar,Belenenses
212,9495,24,SC Braga,E. Amadora
213,9495,24,FC Porto,Marítimo
214,9495,24,U. Leiria,Desp. Chaves
215,9495,24,Salgueiros,Boavista
216,9495,25,Sporting CP,SC Braga
217,9495,25,Boavista,Tirsense
218,9495,25,Desp. Chaves,SL Benfica
219,9495,25,E. Amadora,Beira-Mar
220,9495,25,Belenenses,U. Madeira
221,9495,25,Marítimo,Salgueiros
222,9495,25,V. Guimarães,U. Leiria
223,9495,25,Farense,V. Setúbal
224,9495,25,Gil Vicente,FC Porto
225,9495,26,Beira-Mar,Sporting CP
226,9495,26,FC Porto,Desp. Chaves
227,9495,26,U. Madeira,E. Amadora
228,9495,26,V. Setúbal,Belenenses
229,9495,26,Gil Vicente,Marítimo
230,9495,26,U. Leiria,Farense
231,9495,26,SL Benfica,V. Guimarães
232,9495,26,SC Braga,Boavista
233,9495,26,Tirsense,Salgueiros
234,9495,27,Farense,SL Benfica
235,9495,27,Desp. Chaves,Gil Vicente
236,9495,27,E. Amadora,V. Setúbal
237,9495,27,Belenenses,U. Leiria
238,9495,27,Salgueiros,SC Braga
239,9495,27,V. Guimarães,FC Porto
240,9495,27,Marítimo,Tirsense
241,9495,27,Sporting CP,U. Madeira
242,9495,27,Boavista,Beira-Mar
243,9495,28,SL Benfica,Belenenses
244,9495,28,V. Setúbal,Sporting CP
245,9495,28,U. Madeira,Boavista
246,9495,28,Beira-Mar,Salgueiros
247,9495,28,Desp. Chaves,Marítimo
248,9495,28,Gil Vicente,V. Guimarães
249,9495,28,FC Porto,Farense
250,9495,28,U. Leiria,E. Amadora
251,9495,28,SC Braga,Tirsense
252,9495,29,Salgueiros,U. Madeira
253,9495,29,E. Amadora,SL Benfica
254,9495,29,Boavista,V. Setúbal
255,9495,29,Tirsense,Beira-Mar
256,9495,29,Sporting CP,U. Leiria
257,9495,29,Farense,Gil Vicente
258,9495,29,V. Guimarães,Desp. Chaves
259,9495,29,Marítimo,SC Braga
260,9495,29,Belenenses,FC Porto
261,9495,30,U. Madeira,Tirsense
262,9495,30,Desp. Chaves,Farense
263,9495,30,V. Setúbal,Salgueiros
264,9495,30,Beira-Mar,SC Braga
265,9495,30,Gil Vicente,Belenenses
266,9495,30,FC Porto,E. Amadora
267,9495,30,V. Guimarães,Marítimo
268,9495,30,U. Leiria,Boavista
269,9495,30,SL Benfica,Sporting CP
270,9495,31,Tirsense,V. Setúbal
271,9495,31,Boavista,SL Benfica
272,9495,31,Marítimo,Beira-Mar
273,9495,31,Sporting CP,FC Porto
274,9495,31,Farense,V. Guimarães
275,9495,31,Belenenses,Desp. Chaves
276,9495,31,Salgueiros,U. Leiria
277,9495,31,SC Braga,U. Madeira
278,9495,31,E. Amadora,Gil Vicente
279,9495,32,Gil Vicente,Sporting CP
280,9495,32,U. Leiria,Tirsense
281,9495,32,V. Setúbal,SC Braga
282,9495,32,U. Madeira,Beira-Mar
283,9495,32,Desp. Chaves,E. Amadora
284,9495,32,Farense,Marítimo
285,9495,32,SL Benfica,Salgueiros
286,9495,32,FC Porto,Boavista
287,9495,32,V. Guimarães,Belenenses
288,9495,33,Belenenses,Farense
289,9495,33,U. Madeira,Marítimo
290,9495,33,Beira-Mar,V. Setúbal
291,9495,33,Salgueiros,FC Porto
292,9495,33,E. Amadora,V. Guimarães
293,9495,33,SC Braga,U. Leiria
294,9495,33,Tirsense,SL Benfica
295,9495,33,Sporting CP,Desp. Chaves
296,9495,33,Boavista,Gil Vicente
297,9495,34,Gil Vicente,Salgueiros
298,9495,34,Desp. Chaves,Boavista
299,9495,34,V. Setúbal,U. Madeira
300,9495,34,Marítimo,Belenenses
301,9495,34,V. Guimarães,Sporting CP
302,9495,34,FC Porto,Tirsense
303,9495,34,SL Benfica,SC Braga
304,9495,34,Farense,E. Amadora
305,9495,34,U. Leiria,Beira-Mar
306,9596,1,Farense,Tirsense
307,9596,1,SC Braga,E. Amadora
308,9596,1,U. Leiria,Marítimo
309,9596,1,FC Porto,Sporting CP
310,9596,1,Leça,Gil Vicente
311,9596,1,Boavista,Belenenses
312,9596,1,Campomaiorense,V. Guimarães
313,9596,1,Felgueiras,Desp. Chaves
314,9596,1,SL Benfica,Salgueiros
315,9596,2,Belenenses,SC Braga
316,9596,2,Tirsense,SL Benfica
317,9596,2,Marítimo,Felgueiras
318,9596,2,Desp. Chaves,Leça
319,9596,2,E. Amadora,Campomaiorense
320,9596,2,Salgueiros,U. Leiria
321,9596,2,V. Guimarães,Farense
322,9596,2,Gil Vicente,FC Porto
323,9596,2,Sporting CP,Boavista
324,9596,3,SC Braga,Sporting CP
325,9596,3,Farense,E. Amadora
326,9596,3,SL Benfica,V. Guimarães
327,9596,3,FC Porto,Desp. Chaves
328,9596,3,Marítimo,Salgueiros
329,9596,3,Felgueiras,Leça
330,9596,3,Campomaiorense,Belenenses
331,9596,3,U. Leiria,Tirsense
332,9596,3,Boavista,Gil Vicente
333,9596,4,Desp. Chaves,Boavista
334,9596,4,Gil Vicente,SC Braga
335,9596,4,Salgueiros,Felgueiras
336,9596,4,Belenenses,Farense
337,9596,4,Tirsense,Marítimo
338,9596,4,V. Guimarães,U. Leiria
339,9596,4,E. Amadora,SL Benfica
340,9596,4,Leça,FC Porto
341,9596,4,Sporting CP,Campomaiorense
342,9596,5,SL Benfica,Belenenses
343,9596,5,Farense,Sporting CP
344,9596,5,Marítimo,V. Guimarães
345,9596,5,Salgueiros,Tirsense
346,9596,5,Campomaiorense,Gil Vicente
347,9596,5,U. Leiria,E. Amadora
348,9596,5,SC Braga,Desp. Chaves
349,9596,5,Felgueiras,FC Porto
350,9596,5,Boavista,Leça
351,9596,6,V. Guimarães,Salgueiros
352,9596,6,E. Amadora,Marítimo
353,9596,6,Tirsense,Felgueiras
354,9596,6,Belenenses,U. Leiria
355,9596,6,Leça,SC Braga
356,9596,6,Desp. Chaves,Campomaiorense
357,9596,6,Gil Vicente,Farense
358,9596,6,Sporting CP,SL Benfica
359,9596,6,FC Porto,Boavista
360,9596,7,Tirsense,V. Guimarães
361,9596,7,SL Benfica,Gil Vicente
362,9596,7,SC Braga,FC Porto
363,9596,7,Marítimo,Belenenses
364,9596,7,Campomaiorense,Leça
365,9596,7,Salgueiros,E. Amadora
366,9596,7,Farense,Desp. Chaves
367,9596,7,U. Leiria,Sporting CP
368,9596,7,Felgueiras,Boavista
369,9596,8,E. Amadora,Tirsense
370,9596,8,Gil Vicente,U. Leiria
371,9596,8,Belenenses,Salgueiros
372,9596,8,Leça,Farense
373,9596,8,FC Porto,Campomaiorense
374,9596,8,Boavista,SC Braga
375,9596,8,V. Guimarães,Felgueiras
376,9596,8,Desp. Chaves,SL Benfica
377,9596,8,Sporting CP,Marítimo
378,9596,9,SL Benfica,Leça
379,9596,9,V. Guimarães,E. Amadora
380,9596,9,Tirsense,Belenenses
381,9596,9,Farense,FC Porto
382,9596,9,Felgueiras,SC Braga
383,9596,9,Campomaiorense,Boavista
384,9596,9,U. Leiria,Desp. Chaves
385,9596,9,Marítimo,Gil Vicente
386,9596,9,Salgueiros,Sporting CP
387,9596,10,FC Porto,SL Benfica
388,9596,10,SC Braga,Campomaiorense
389,9596,10,E. Amadora,Felgueiras
390,9596,10,Leça,U. Leiria
391,9596,10,Gil Vicente,Salgueiros
392,9596,10,Desp. Chaves,Marítimo
393,9596,10,Boavista,Farense
394,9596,10,Belenenses,V. Guimarães
395,9596,10,Sporting CP,Tirsense
396,9596,11,U. Leiria,FC Porto
397,9596,11,SL Benfica,Boavista
398,9596,11,Marítimo,Leça
399,9596,11,Tirsense,Gil Vicente
400,9596,11,E. Amadora,Belenenses
401,9596,11,Felgueiras,Campomaiorense
402,9596,11,Salgueiros,Desp. Chaves
403,9596,11,Farense,SC Braga
404,9596,11,V. Guimarães,Sporting CP
405,9596,12,Leça,Salgueiros
406,9596,12,Desp. Chaves,Tirsense
407,9596,12,Campomaiorense,Farense
408,9596,12,Gil Vicente,V. Guimarães
409,9596,12,FC Porto,Marítimo
410,9596,12,Belenenses,Felgueiras
411,9596,12,Sporting CP,E. Amadora
412,9596,12,Boavista,U. Leiria
413,9596,12,SC Braga,SL Benfica
414,9596,13,Belenenses,Sporting CP
415,9596,13,SL Benfica,Campomaiorense
416,9596,13,E. Amadora,Gil Vicente
417,9596,13,Tirsense,Leça
418,9596,13,U. Leiria,SC Braga
419,9596,13,Felgueiras,Farense
420,9596,13,V. Guimarães,Desp. Chaves
421,9596,13,Marítimo,Boavista
422,9596,13,Salgueiros,FC Porto
423,9596,14,Sporting CP,Felgueiras
424,9596,14,Farense,SL Benfica
425,9596,14,Desp. Chaves,E. Amadora
426,9596,14,FC Porto,Tirsense
427,9596,14,Campomaiorense,U. Leiria
428,9596,14,Leça,V. Guimarães
429,9596,14,Gil Vicente,Belenenses
430,9596,14,Boavista,Salgueiros
431,9596,14,SC Braga,Marítimo
432,9596,15,U. Leiria,Farense
433,9596,15,Salgueiros,SC Braga
434,9596,15,E. Amadora,Leça
435,9596,15,Belenenses,Desp. Chaves
436,9596,15,Sporting CP,Gil Vicente
437,9596,15,Marítimo,Campomaiorense
438,9596,15,Tirsense,Boavista
439,9596,15,Felgueiras,SL Benfica
440,9596,15,V. Guimarães,FC Porto
441,9596,16,SL Benfica,U. Leiria
442,9596,16,Leça,Belenenses
443,9596,16,Campomaiorense,Salgueiros
444,9596,16,Farense,Marítimo
445,9596,16,Felgueiras,Gil Vicente
446,9596,16,SC Braga,Tirsense
447,9596,16,FC Porto,E. Amadora
448,9596,16,Boavista,V. Guimarães
449,9596,16,Desp. Chaves,Sporting CP
450,9596,17,Sporting CP,Leça
451,9596,17,Marítimo,SL Benfica
452,9596,17,Salgueiros,Farense
453,9596,17,Gil Vicente,Desp. Chaves
454,9596,17,E. Amadora,Boavista
455,9596,17,Tirsense,Campomaiorense
456,9596,17,U. Leiria,Felgueiras
457,9596,17,V. Guimarães,SC Braga
458,9596,17,Belenenses,FC Porto
459,9596,18,Gil Vicente,Leça
460,9596,18,Desp. Chaves,Felgueiras
461,9596,18,E. Amadora,SC Braga
462,9596,18,Tirsense,Farense
463,9596,18,V. Guimarães,Campomaiorense
464,9596,18,Sporting CP,FC Porto
465,9596,18,Marítimo,U. Leiria
466,9596,18,Salgueiros,SL Benfica
467,9596,18,Belenenses,Boavista
468,9596,19,FC Porto,Gil Vicente
469,9596,19,SL Benfica,Tirsense
470,9596,19,Felgueiras,Marítimo
471,9596,19,Campomaiorense,E. Amadora
472,9596,19,Leça,Desp. Chaves
473,9596,19,U. Leiria,Salgueiros
474,9596,19,SC Braga,Belenenses
475,9596,19,Farense,V. Guimarães
476,9596,19,Boavista,Sporting CP
477,9596,20,V. Guimarães,SL Benfica
478,9596,20,Gil Vicente,Boavista
479,9596,20,E. Amadora,Farense
480,9596,20,Tirsense,U. Leiria
481,9596,20,Sporting CP,SC Braga
482,9596,20,Salgueiros,Marítimo
483,9596,20,Leça,Felgueiras
484,9596,20,Desp. Chaves,FC Porto
485,9596,20,Belenenses,Campomaiorense
486,9596,21,U. Leiria,V. Guimarães
487,9596,21,Boavista,Desp. Chaves
488,9596,21,Felgueiras,Salgueiros
489,9596,21,SC Braga,Gil Vicente
490,9596,21,FC Porto,Leça
491,9596,21,Farense,Belenenses
492,9596,21,Marítimo,Tirsense
493,9596,21,SL Benfica,E. Amadora
494,9596,21,Campomaiorense,Sporting CP
495,9596,22,V. Guimarães,Marítimo
496,9596,22,Leça,Boavista
497,9596,22,Desp. Chaves,SC Braga
498,9596,22,Tirsense,Salgueiros
499,9596,22,Gil Vicente,Campomaiorense
500,9596,22,E. Amadora,U. Leiria
501,9596,22,Sporting CP,Farense
502,9596,22,FC Porto,Felgueiras
503,9596,22,Belenenses,SL Benfica
504,9596,23,Boavista,FC Porto
505,9596,23,Felgueiras,Tirsense
506,9596,23,Campomaiorense,Desp. Chaves
507,9596,23,Salgueiros,V. Guimarães
508,9596,23,U. Leiria,Belenenses
509,9596,23,SC Braga,Leça
510,9596,23,Marítimo,E. Amadora
511,9596,23,SL Benfica,Sporting CP
512,9596,23,Farense,Gil Vicente
513,9596,24,E. Amadora,Salgueiros
514,9596,24,Gil Vicente,SL Benfica
515,9596,24,Belenenses,Marítimo
516,9596,24,Desp. Chaves,Farense
517,9596,24,V. Guimarães,Tirsense
518,9596,24,Boavista,Felgueiras
519,9596,24,FC Porto,SC Braga
520,9596,24,Sporting CP,U. Leiria
521,9596,24,Leça,Campomaiorense
522,9596,25,Tirsense,E. Amadora
523,9596,25,Campomaiorense,FC Porto
524,9596,25,SL Benfica,Desp. Chaves
525,9596,25,Salgueiros,Belenenses
526,9596,25,Felgueiras,V. Guimarães
527,9596,25,U. Leiria,Gil Vicente
528,9596,25,Farense,Leça
529,9596,25,Marítimo,Sporting CP
530,9596,25,SC Braga,Boavista
531,9596,26,Sporting CP,Salgueiros
532,9596,26,E. Amadora,V. Guimarães
533,9596,26,Desp. Chaves,U. Leiria
534,9596,26,Belenenses,Tirsense
535,9596,26,Gil Vicente,Marítimo
536,9596,26,Boavista,Campomaiorense
537,9596,26,SC Braga,Felgueiras
538,9596,26,FC Porto,Farense
539,9596,26,Leça,SL Benfica
540,9596,27,SL Benfica,FC Porto
541,9596,27,Tirsense,Sporting CP
542,9596,27,Campomaiorense,SC Braga
543,9596,27,Marítimo,Desp. Chaves
544,9596,27,U. Leiria,Leça
545,9596,27,Salgueiros,Gil Vicente
546,9596,27,Felgueiras,E. Amadora
547,9596,27,Farense,Boavista
548,9596,27,V. Guimarães,Belenenses
549,9596,28,Desp. Chaves,Salgueiros
550,9596,28,Boavista,SL Benfica
551,9596,28,Gil Vicente,Tirsense
552,9596,28,Campomaiorense,Felgueiras
553,9596,28,Sporting CP,V. Guimarães
554,9596,28,Leça,Marítimo
555,9596,28,Belenenses,E. Amadora
556,9596,28,SC Braga,Farense
557,9596,28,FC Porto,U. Leiria
558,9596,29,E. Amadora,Sporting CP
559,9596,29,Tirsense,Desp. Chaves
560,9596,29,U. Leiria,Boavista
561,9596,29,SL Benfica,SC Braga
562,9596,29,V. Guimarães,Gil Vicente
563,9596,29,Felgueiras,Belenenses
564,9596,29,Farense,Campomaiorense
565,9596,29,Salgueiros,Leça
566,9596,29,Marítimo,FC Porto
567,9596,30,Desp. Chaves,V. Guimarães
568,9596,30,Gil Vicente,E. Amadora
569,9596,30,Leça,Tirsense
570,9596,30,Sporting CP,Belenenses
571,9596,30,Farense,Felgueiras
572,9596,30,FC Porto,Salgueiros
573,9596,30,SC Braga,U. Leiria
574,9596,30,Boavista,Marítimo
575,9596,30,Campomaiorense,SL Benfica
576,9596,31,Tirsense,FC Porto
577,9596,31,Felgueiras,Sporting CP
578,9596,31,Marítimo,SC Braga
579,9596,31,Salgueiros,Boavista
580,9596,31,E. Amadora,Desp. Chaves
581,9596,31,Belenenses,Gil Vicente
582,9596,31,V. Guimarães,Leça
583,9596,31,U. Leiria,Campomaiorense
584,9596,31,SL Benfica,Farense
585,9596,32,Farense,U. Leiria
586,9596,32,Leça,E. Amadora
587,9596,32,Campomaiorense,Marítimo
588,9596,32,Desp. Chaves,Belenenses
589,9596,32,SC Braga,Salgueiros
590,9596,32,SL Benfica,Felgueiras
591,9596,32,FC Porto,V. Guimarães
592,9596,32,Boavista,Tirsense
593,9596,32,Gil Vicente,Sporting CP
594,9596,33,Salgueiros,Campomaiorense
595,9596,33,Gil Vicente,Felgueiras
596,9596,33,Tirsense,SC Braga
597,9596,33,Marítimo,Farense
598,9596,33,E. Amadora,FC Porto
599,9596,33,U. Leiria,SL Benfica
600,9596,33,V. Guimarães,Boavista
601,9596,33,Sporting CP,Desp. Chaves
602,9596,33,Belenenses,Leça
603,9596,34,Desp. Chaves,Gil Vicente
604,9596,34,Felgueiras,U. Leiria
605,9596,34,Campomaiorense,Tirsense
606,9596,34,Leça,Sporting CP
607,9596,34,Boavista,E. Amadora
608,9596,34,FC Porto,Belenenses
609,9596,34,SL Benfica,Marítimo
610,9596,34,SC Braga,V. Guimarães
611,9596,34,Farense,Salgueiros
612,9697,1,Sp. Espinho,Sporting CP
613,9697,1,Belenenses,Boavista
614,9697,1,V. Guimarães,Gil Vicente
615,9697,1,FC Porto,V. Setúbal
616,9697,1,SL Benfica,SC Braga
617,9697,1,Rio Ave,Salgueiros
618,9697,1,Marítimo,Desp. Chaves
619,9697,1,Farense,E. Amadora
620,9697,1,Leça,U. Leiria
621,9697,2,Sporting CP,Farense
622,9697,2,Boavista,Sp. Espinho
623,9697,2,V. Setúbal,V. Guimarães
624,9697,2,U. Leiria,FC Porto
625,9697,2,Gil Vicente,SL Benfica
626,9697,2,SC Braga,Belenenses
627,9697,2,Desp. Chaves,Leça
628,9697,2,Salgueiros,Marítimo
629,9697,2,E. Amadora,Rio Ave
630,9697,3,Rio Ave,Sporting CP
631,9697,3,Marítimo,E. Amadora
632,9697,3,Belenenses,Sp. Espinho
633,9697,3,Leça,Salgueiros
634,9697,3,SL Benfica,V. Setúbal
635,9697,3,FC Porto,Desp. Chaves
636,9697,3,SC Braga,Gil Vicente
637,9697,3,V. Guimarães,U. Leiria
638,9697,3,Farense,Boavista
639,9697,4,Sporting CP,Marítimo
640,9697,4,Desp. Chaves,V. Guimarães
641,9697,4,Boavista,Rio Ave
642,9697,4,Sp. Espinho,Farense
643,9697,4,Gil Vicente,Belenenses
644,9697,4,U. Leiria,SL Benfica
645,9697,4,V. Setúbal,SC Braga
646,9697,4,E. Amadora,Leça
647,9697,4,Salgueiros,FC Porto
648,9697,5,Belenenses,Farense
649,9697,5,Rio Ave,Sp. Espinho
650,9697,5,Marítimo,Boavista
651,9697,5,Gil Vicente,V. Setúbal
652,9697,5,SC Braga,U. Leiria
653,9697,5,V. Guimarães,Salgueiros
654,9697,5,FC Porto,E. Amadora
655,9697,5,Leça,Sporting CP
656,9697,5,SL Benfica,Desp. Chaves
657,9697,6,Sp. Espinho,Marítimo
658,9697,6,E. Amadora,V. Guimarães
659,9697,6,Boavista,Leça
660,9697,6,Sporting CP,FC Porto
661,9697,6,U. Leiria,Gil Vicente
662,9697,6,Desp. Chaves,SC Braga
663,9697,6,Farense,Rio Ave
664,9697,6,Salgueiros,SL Benfica
665,9697,6,V. Setúbal,Belenenses
666,9697,7,V. Guimarães,Sporting CP
667,9697,7,Belenenses,Rio Ave
668,9697,7,Gil Vicente,Desp. Chaves
669,9697,7,Leça,Sp. Espinho
670,9697,7,V. Setúbal,U. Leiria
671,9697,7,SC Braga,Salgueiros
672,9697,7,Marítimo,Farense
673,9697,7,SL Benfica,E. Amadora
674,9697,7,FC Porto,Boavista
675,9697,8,Boavista,V. Guimarães
676,9697,8,Sp. Espinho,FC Porto
677,9697,8,Sporting CP,SL Benfica
678,9697,8,Rio Ave,Marítimo
679,9697,8,U. Leiria,Belenenses
680,9697,8,Farense,Leça
681,9697,8,Desp. Chaves,V. Setúbal
682,9697,8,Salgueiros,Gil Vicente
683,9697,8,E. Amadora,SC Braga
684,9697,9,SC Braga,Sporting CP
685,9697,9,V. Setúbal,Salgueiros
686,9697,9,Leça,Rio Ave
