,Season,SeasonOrder,Team,Round,TotalPoints,Position
10774,9899,5,Salgueiros,8,11,8
10775,9899,5,SC Braga,8,9,9
10776,9899,5,V. Setúbal,8,9,10
10777,9899,5,Académica,8,8,11
10778,9899,5,Rio Ave,8,8,12
10779,9899,5,Alverca,8,8,13
10780,9899,5,V. Guimarães,8,7,14
10781,9899,5,Farense,8,7,15
10782,9899,5,Marítimo,8,6,16
10783,9899,5,Campomaiorense,8,6,17
10784,9899,5,Beira-Mar,8,6,18
10785,9899,5,Boavista,9,21,1
10786,9899,5,Sporting CP,9,21,2
10787,9899,5,FC Porto,9,19,3
10788,9899,5,U. Leiria,9,18,4
10789,9899,5,SL Benfica,9,17,5
10790,9899,5,E. Amadora,9,16,6
10791,9899,5,Desp. Chaves,9,12,7
10792,9899,5,Salgueiros,9,11,8
10793,9899,5,Rio Ave,9,9,9
10794,9899,5,Académica,9,9,10
10795,9899,5,Campomaiorense,9,9,11
10796,9899,5,SC Braga,9,9,12
10797,9899,5,Alverca,9,9,13
10798,9899,5,V. Setúbal,9,9,14
10799,9899,5,V. Guimarães,9,8,15
10800,9899,5,Beira-Mar,9,7,16
10801,9899,5,Farense,9,7,17
10802,9899,5,Marítimo,9,6,18
10803,9899,5,Boavista,10,24,1
10804,9899,5,Sporting CP,10,22,2
10805,9899,5,FC Porto,10,20,3
10806,9899,5,U. Leiria,10,18,4
10807,9899,5,SL Benfica,10,18,5
10808,9899,5,E. Amadora,10,17,6
10809,9899,5,Alverca,10,12,7
10810,9899,5,Rio Ave,10,12,8
10811,9899,5,Desp. Chaves,10,12,9
10812,9899,5,V. Setúbal,10,12,10
10813,9899,5,Salgueiros,10,12,11
10814,9899,5,Beira-Mar,10,10,12
10815,9899,5,SC Braga,10,10,13
10816,9899,5,Académica,10,9,14
10817,9899,5,Campomaiorense,10,9,15
10818,9899,5,V. Guimarães,10,9,16
10819,9899,5,Farense,10,7,17
10820,9899,5,Marítimo,10,7,18
10821,9899,5,Boavista,11,27,1
10822,9899,5,Sporting CP,11,25,2
10823,9899,5,FC Porto,11,23,3
10824,9899,5,U. Leiria,11,21,4
10825,9899,5,SL Benfica,11,21,5
10826,9899,5,E. Amadora,11,18,6
10827,9899,5,V. Setúbal,11,15,7
10828,9899,5,Rio Ave,11,15,8
10829,9899,5,Alverca,11,12,9
10830,9899,5,Salgueiros,11,12,10
10831,9899,5,Desp. Chaves,11,12,11
10832,9899,5,SC Braga,11,10,12
10833,9899,5,Farense,11,10,13
10834,9899,5,Beira-Mar,11,10,14
10835,9899,5,V. Guimarães,11,10,15
10836,9899,5,Campomaiorense,11,9,16
10837,9899,5,Académica,11,9,17
10838,9899,5,Marítimo,11,7,18
10839,9899,5,Boavista,12,28,1
10840,9899,5,Sporting CP,12,26,2
10841,9899,5,FC Porto,12,26,3
10842,9899,5,U. Leiria,12,24,4
10843,9899,5,SL Benfica,12,21,5
10844,9899,5,E. Amadora,12,21,6
10845,9899,5,Salgueiros,12,15,7
10846,9899,5,V. Setúbal,12,15,8
10847,9899,5,Rio Ave,12,15,9
10848,9899,5,Farense,12,13,10
10849,9899,5,V. Guimarães,12,13,11
10850,9899,5,SC Braga,12,13,12
10851,9899,5,Alverca,12,12,13
10852,9899,5,Desp. Chaves,12,12,14
10853,9899,5,Beira-Mar,12,11,15
10854,9899,5,Campomaiorense,12,9,16
10855,9899,5,Académica,12,9,17
10856,9899,5,Marítimo,12,8,18
10857,9899,5,FC Porto,13,29,1
10858,9899,5,Sporting CP,13,29,2
10859,9899,5,Boavista,13,28,3
10860,9899,5,U. Leiria,13,24,4
10861,9899,5,E. Amadora,13,24,5
10862,9899,5,SL Benfica,13,24,6
10863,9899,5,Salgueiros,13,18,7
10864,9899,5,Rio Ave,13,16,8
10865,9899,5,SC Braga,13,16,9
10866,9899,5,V. Setúbal,13,15,10
10867,9899,5,V. Guimarães,13,14,11
10868,9899,5,Farense,13,14,12
10869,9899,5,Alverca,13,13,13
10870,9899,5,Desp. Chaves,13,12,14
10871,9899,5,Beira-Mar,13,12,15
10872,9899,5,Campomaiorense,13,9,16
10873,9899,5,Marítimo,13,9,17
10874,9899,5,Académica,13,9,18
10875,9899,5,FC Porto,14,32,1
10876,9899,5,Boavista,14,31,2
10877,9899,5,Sporting CP,14,29,3
10878,9899,5,SL Benfica,14,27,4
10879,9899,5,E. Amadora,14,27,5
10880,9899,5,U. Leiria,14,24,6
10881,9899,5,Salgueiros,14,21,7
10882,9899,5,V. Guimarães,14,17,8
10883,9899,5,SC Braga,14,17,9
10884,9899,5,Rio Ave,14,16,10
10885,9899,5,V. Setúbal,14,15,11
10886,9899,5,Farense,14,14,12
10887,9899,5,Alverca,14,14,13
10888,9899,5,Beira-Mar,14,13,14
10889,9899,5,Campomaiorense,14,12,15
10890,9899,5,Desp. Chaves,14,12,16
10891,9899,5,Académica,14,10,17
10892,9899,5,Marítimo,14,9,18
10893,9899,5,FC Porto,15,35,1
10894,9899,5,Sporting CP,15,32,2
10895,9899,5,Boavista,15,32,3
10896,9899,5,SL Benfica,15,30,4
10897,9899,5,E. Amadora,15,28,5
10898,9899,5,U. Leiria,15,24,6
10899,9899,5,Salgueiros,15,22,7
10900,9899,5,Rio Ave,15,19,8
10901,9899,5,V. Setúbal,15,18,9
10902,9899,5,Farense,15,17,10
10903,9899,5,SC Braga,15,17,11
10904,9899,5,V. Guimarães,15,17,12
10905,9899,5,Beira-Mar,15,14,13
10906,9899,5,Alverca,15,14,14
10907,9899,5,Campomaiorense,15,12,15
10908,9899,5,Marítimo,15,12,16
10909,9899,5,Desp. Chaves,15,12,17
10910,9899,5,Académica,15,10,18
10911,9899,5,FC Porto,16,38,1
10912,9899,5,Boavista,16,35,2
10913,9899,5,SL Benfica,16,33,3
10914,9899,5,Sporting CP,16,32,4
10915,9899,5,E. Amadora,16,29,5
10916,9899,5,U. Leiria,16,27,6
10917,9899,5,Salgueiros,16,25,7
10918,9899,5,V. Setúbal,16,21,8
10919,9899,5,Rio Ave,16,19,9
10920,9899,5,SC Braga,16,18,10
10921,9899,5,V. Guimarães,16,17,11
10922,9899,5,Alverca,16,17,12
10923,9899,5,Farense,16,17,13
10924,9899,5,Campomaiorense,16,15,14
10925,9899,5,Beira-Mar,16,14,15
10926,9899,5,Marítimo,16,12,16
10927,9899,5,Desp. Chaves,16,12,17
10928,9899,5,Académica,16,10,18
10929,9899,5,FC Porto,17,39,1
10930,9899,5,SL Benfica,17,36,2
10931,9899,5,Boavista,17,35,3
10932,9899,5,Sporting CP,17,32,4
10933,9899,5,E. Amadora,17,30,5
10934,9899,5,U. Leiria,17,28,6
10935,9899,5,Salgueiros,17,25,7
10936,9899,5,SC Braga,17,21,8
10937,9899,5,V. Setúbal,17,21,9
10938,9899,5,V. Guimarães,17,20,10
10939,9899,5,Rio Ave,17,19,11
10940,9899,5,Farense,17,18,12
10941,9899,5,Alverca,17,17,13
10942,9899,5,Beira-Mar,17,17,14
10943,9899,5,Campomaiorense,17,15,15
10944,9899,5,Marítimo,17,15,16
10945,9899,5,Desp. Chaves,17,15,17
10946,9899,5,Académica,17,13,18
10947,9899,5,FC Porto,18,40,1
10948,9899,5,SL Benfica,18,39,2
10949,9899,5,Boavista,18,38,3
10950,9899,5,Sporting CP,18,33,4
10951,9899,5,E. Amadora,18,30,5
10952,9899,5,U. Leiria,18,28,6
10953,9899,5,Salgueiros,18,25,7
10954,9899,5,V. Setúbal,18,22,8
10955,9899,5,Farense,18,21,9
10956,9899,5,SC Braga,18,21,10
10957,9899,5,Alverca,18,20,11
10958,9899,5,Beira-Mar,18,20,12
10959,9899,5,V. Guimarães,18,20,13
10960,9899,5,Rio Ave,18,20,14
10961,9899,5,Desp. Chaves,18,18,15
10962,9899,5,Marítimo,18,18,16
10963,9899,5,Campomaiorense,18,15,17
10964,9899,5,Académica,18,13,18
10965,9899,5,FC Porto,19,43,1
10966,9899,5,SL Benfica,19,42,2
10967,9899,5,Boavista,19,41,3
10968,9899,5,Sporting CP,19,34,4
10969,9899,5,E. Amadora,19,30,5
10970,9899,5,U. Leiria,19,28,6
10971,9899,5,Salgueiros,19,26,7
10972,9899,5,V. Setúbal,19,25,8
10973,9899,5,V. Guimarães,19,23,9
10974,9899,5,SC Braga,19,22,10
10975,9899,5,Farense,19,22,11
10976,9899,5,Beira-Mar,19,20,12
10977,9899,5,Alverca,19,20,13
10978,9899,5,Rio Ave,19,20,14
10979,9899,5,Marítimo,19,19,15
10980,9899,5,Desp. Chaves,19,19,16
10981,9899,5,Campomaiorense,19,18,17
10982,9899,5,Académica,19,13,18
10983,9899,5,FC Porto,20,46,1
10984,9899,5,Boavista,20,44,2
10985,9899,5,SL Benfica,20,43,3
10986,9899,5,Sporting CP,20,37,4
10987,9899,5,E. Amadora,20,33,5
10988,9899,5,U. Leiria,20,31,6
10989,9899,5,Salgueiros,20,27,7
10990,9899,5,V. Setúbal,20,26,8
10991,9899,5,V. Guimarães,20,24,9
10992,9899,5,Farense,20,22,10
10993,9899,5,Marítimo,20,22,11
10994,9899,5,SC Braga,20,22,12
10995,9899,5,Rio Ave,20,21,13
10996,9899,5,Beira-Mar,20,21,14
10997,9899,5,Alverca,20,20,15
10998,9899,5,Desp. Chaves,20,19,16
10999,9899,5,Campomaiorense,20,18,17
11000,9899,5,Académica,20,13,18
11001,9899,5,FC Porto,21,49,1
11002,9899,5,SL Benfica,21,46,2
11003,9899,5,Boavista,21,45,3
11004,9899,5,Sporting CP,21,38,4
11005,9899,5,E. Amadora,21,34,5
11006,9899,5,U. Leiria,21,32,6
11007,9899,5,Salgueiros,21,28,7
11008,9899,5,V. Setúbal,21,27,8
11009,9899,5,SC Braga,21,25,9
11010,9899,5,V. Guimarães,21,24,10
11011,9899,5,Farense,21,22,11
11012,9899,5,Rio Ave,21,22,12
11013,9899,5,Marítimo,21,22,13
11014,9899,5,Beira-Mar,21,22,14
11015,9899,5,Alverca,21,21,15
11016,9899,5,Desp. Chaves,21,20,16
11017,9899,5,Campomaiorense,21,19,17
11018,9899,5,Académica,21,14,18
11019,9899,5,FC Porto,22,49,1
11020,9899,5,Boavista,22,48,2
11021,9899,5,SL Benfica,22,46,3
11022,9899,5,Sporting CP,22,41,4
11023,9899,5,U. Leiria,22,35,5
11024,9899,5,E. Amadora,22,34,6
11025,9899,5,V. Setúbal,22,28,7
11026,9899,5,Salgueiros,22,28,8
11027,9899,5,V. Guimarães,22,27,9
11028,9899,5,SC Braga,22,26,10
11029,9899,5,Marítimo,22,25,11
11030,9899,5,Beira-Mar,22,23,12
11031,9899,5,Farense,22,23,13
11032,9899,5,Rio Ave,22,23,14
11033,9899,5,Alverca,22,22,15
11034,9899,5,Desp. Chaves,22,21,16
11035,9899,5,Campomaiorense,22,19,17
11036,9899,5,Académica,22,15,18
11037,9899,5,FC Porto,23,52,1
11038,9899,5,Boavista,23,51,2
11039,9899,5,SL Benfica,23,49,3
11040,9899,5,Sporting CP,23,44,4
11041,9899,5,U. Leiria,23,36,5
11042,9899,5,E. Amadora,23,34,6
11043,9899,5,V. Setúbal,23,31,7
11044,9899,5,Salgueiros,23,29,8
11045,9899,5,V. Guimarães,23,27,9
11046,9899,5,SC Braga,23,26,10
11047,9899,5,Marítimo,23,25,11
11048,9899,5,Farense,23,24,12
11049,9899,5,Rio Ave,23,23,13
11050,9899,5,Beira-Mar,23,23,14
11051,9899,5,Campomaiorense,23,22,15
11052,9899,5,Desp. Chaves,23,22,16
11053,9899,5,Alverca,23,22,17
11054,9899,5,Académica,23,18,18
11055,9899,5,FC Porto,24,53,1
11056,9899,5,SL Benfica,24,52,2
11057,9899,5,Boavista,24,52,3
11058,9899,5,Sporting CP,24,45,4
11059,9899,5,U. Leiria,24,37,5
11060,9899,5,E. Amadora,24,35,6
11061,9899,5,V. Setúbal,24,31,7
11062,9899,5,Salgueiros,24,30,8
11063,9899,5,V. Guimarães,24,30,9
11064,9899,5,SC Braga,24,27,10
11065,9899,5,Farense,24,27,11
11066,9899,5,Marítimo,24,26,12
11067,9899,5,Rio Ave,24,24,13
11068,9899,5,Beira-Mar,24,24,14
11069,9899,5,Desp. Chaves,24,23,15
11070,9899,5,Campomaiorense,24,23,16
11071,9899,5,Alverca,24,22,17
11072,9899,5,Académica,24,18,18
11073,9899,5,FC Porto,25,56,1
11074,9899,5,Boavista,25,55,2
11075,9899,5,SL Benfica,25,52,3
11076,9899,5,Sporting CP,25,48,4
11077,9899,5,U. Leiria,25,37,5
11078,9899,5,E. Amadora,25,35,6
11079,9899,5,V. Setúbal,25,34,7
11080,9899,5,V. Guimarães,25,33,8
11081,9899,5,Salgueiros,25,31,9
11082,9899,5,Marítimo,25,29,10
11083,9899,5,SC Braga,25,28,11
11084,9899,5,Farense,25,27,12
11085,9899,5,Beira-Mar,25,27,13
11086,9899,5,Rio Ave,25,25,14
11087,9899,5,Campomaiorense,25,24,15
11088,9899,5,Desp. Chaves,25,23,16
11089,9899,5,Alverca,25,22,17
11090,9899,5,Académica,25,18,18
11091,9899,5,FC Porto,26,59,1
11092,9899,5,Boavista,26,56,2
11093,9899,5,SL Benfica,26,53,3
11094,9899,5,Sporting CP,26,51,4
11095,9899,5,U. Leiria,26,38,5
11096,9899,5,E. Amadora,26,36,6
11097,9899,5,V. Setúbal,26,35,7
11098,9899,5,V. Guimarães,26,34,8
11099,9899,5,Salgueiros,26,31,9
11100,9899,5,Marítimo,26,29,10
11101,9899,5,SC Braga,26,28,11
11102,9899,5,Rio Ave,26,28,12
11103,9899,5,Farense,26,28,13
11104,9899,5,Beira-Mar,26,27,14
11105,9899,5,Campomaiorense,26,27,15
11106,9899,5,Alverca,26,25,16
11107,9899,5,Desp. Chaves,26,23,17
11108,9899,5,Académica,26,19,18
11109,9899,5,FC Porto,27,62,1
11110,9899,5,Boavista,27,57,2
11111,9899,5,SL Benfica,27,56,3
11112,9899,5,Sporting CP,27,54,4
11113,9899,5,E. Amadora,27,39,5
11114,9899,5,V. Setúbal,27,38,6
11115,9899,5,U. Leiria,27,38,7
11116,9899,5,V. Guimarães,27,34,8
11117,9899,5,Salgueiros,27,31,9
11118,9899,5,Campomaiorense,27,30,10
11119,9899,5,Marítimo,27,29,11
11120,9899,5,Rio Ave,27,29,12
11121,9899,5,Farense,27,29,13
11122,9899,5,Alverca,27,28,14
11123,9899,5,SC Braga,27,28,15
11124,9899,5,Beira-Mar,27,27,16
11125,9899,5,Desp. Chaves,27,24,17
11126,9899,5,Académica,27,19,18
11127,9899,5,FC Porto,28,65,1
11128,9899,5,Boavista,28,60,2
11129,9899,5,SL Benfica,28,56,3
11130,9899,5,Sporting CP,28,54,4
11131,9899,5,U. Leiria,28,41,5
11132,9899,5,E. Amadora,28,39,6
11133,9899,5,V. Setúbal,28,38,7
11134,9899,5,V. Guimarães,28,37,8
11135,9899,5,Salgueiros,28,34,9
11136,9899,5,Farense,28,32,10
11137,9899,5,Marítimo,28,32,11
11138,9899,5,SC Braga,28,31,12
11139,9899,5,Alverca,28,31,13
11140,9899,5,Campomaiorense,28,30,14
11141,9899,5,Rio Ave,28,29,15
11142,9899,5,Beira-Mar,28,27,16
11143,9899,5,Desp. Chaves,28,24,17
11144,9899,5,Académica,28,19,18
11145,9899,5,FC Porto,29,66,1
11146,9899,5,Boavista,29,61,2
11147,9899,5,SL Benfica,29,57,3
11148,9899,5,Sporting CP,29,55,4
11149,9899,5,U. Leiria,29,44,5
11150,9899,5,E. Amadora,29,42,6
11151,9899,5,V. Setúbal,29,41,7
11152,9899,5,V. Guimarães,29,40,8
11153,9899,5,Salgueiros,29,35,9
11154,9899,5,Campomaiorense,29,33,10
11155,9899,5,Marítimo,29,33,11
11156,9899,5,Farense,29,32,12
11157,9899,5,SC Braga,29,31,13
11158,9899,5,Alverca,29,31,14
11159,9899,5,Rio Ave,29,29,15
11160,9899,5,Beira-Mar,29,28,16
11161,9899,5,Desp. Chaves,29,25,17
11162,9899,5,Académica,29,19,18
11163,9899,5,FC Porto,30,69,1
11164,9899,5,Boavista,30,64,2
11165,9899,5,Sporting CP,30,58,3
11166,9899,5,SL Benfica,30,58,4
11167,9899,5,U. Leiria,30,44,5
11168,9899,5,V. Guimarães,30,43,6
11169,9899,5,E. Amadora,30,42,7
11170,9899,5,V. Setúbal,30,41,8
11171,9899,5,Salgueiros,30,36,9
11172,9899,5,Farense,30,35,10
11173,9899,5,SC Braga,30,34,11
11174,9899,5,Campomaiorense,30,34,12
11175,9899,5,Marítimo,30,33,13
11176,9899,5,Rio Ave,30,32,14
11177,9899,5,Alverca,30,31,15
11178,9899,5,Beira-Mar,30,28,16
11179,9899,5,Desp. Chaves,30,25,17
11180,9899,5,Académica,30,20,18
11181,9899,5,FC Porto,31,72,1
11182,9899,5,Boavista,31,67,2
11183,9899,5,Sporting CP,31,61,3
11184,9899,5,SL Benfica,31,58,4
11185,9899,5,V. Guimarães,31,46,5
11186,9899,5,U. Leiria,31,45,6
11187,9899,5,V. Setúbal,31,44,7
11188,9899,5,E. Amadora,31,43,8
11189,9899,5,Salgueiros,31,36,9
11190,9899,5,Marítimo,31,36,10
11191,9899,5,SC Braga,31,35,11
11192,9899,5,Farense,31,35,12
11193,9899,5,Campomaiorense,31,34,13
11194,9899,5,Rio Ave,31,32,14
11195,9899,5,Alverca,31,31,15
11196,9899,5,Beira-Mar,31,31,16
11197,9899,5,Desp. Chaves,31,25,17
11198,9899,5,Académica,31,21,18
11199,9899,5,FC Porto,32,75,1
11200,9899,5,Boavista,32,70,2
11201,9899,5,SL Benfica,32,61,3
11202,9899,5,Sporting CP,32,61,4
11203,9899,5,U. Leiria,32,48,5
11204,9899,5,V. Guimarães,32,47,6
11205,9899,5,V. Setúbal,32,47,7
11206,9899,5,E. Amadora,32,44,8
11207,9899,5,SC Braga,32,38,9
11208,9899,5,Farense,32,38,10
11209,9899,5,Marítimo,32,37,11
11210,9899,5,Salgueiros,32,37,12
11211,9899,5,Campomaiorense,32,34,13
11212,9899,5,Rio Ave,32,32,14
11213,9899,5,Alverca,32,31,15
11214,9899,5,Beira-Mar,32,31,16
11215,9899,5,Desp. Chaves,32,25,17
11216,9899,5,Académica,32,21,18
11217,9899,5,FC Porto,33,76,1
11218,9899,5,Boavista,33,71,2
11219,9899,5,SL Benfica,33,64,3
11220,9899,5,Sporting CP,33,62,4
11221,9899,5,V. Setúbal,33,50,5
11222,9899,5,V. Guimarães,33,50,6
11223,9899,5,U. Leiria,33,49,7
11224,9899,5,E. Amadora,33,45,8
11225,9899,5,SC Braga,33,39,9
11226,9899,5,Farense,33,39,10
11227,9899,5,Marítimo,33,38,11
11228,9899,5,Salgueiros,33,37,12
11229,9899,5,Rio Ave,33,35,13
11230,9899,5,Campomaiorense,33,34,14
11231,9899,5,Beira-Mar,33,32,15
11232,9899,5,Alverca,33,32,16
11233,9899,5,Desp. Chaves,33,25,17
11234,9899,5,Académica,33,21,18
11235,9899,5,FC Porto,34,79,1
11236,9899,5,Boavista,34,71,2
11237,9899,5,SL Benfica,34,65,3
11238,9899,5,Sporting CP,34,63,4
11239,9899,5,V. Setúbal,34,53,5
11240,9899,5,U. Leiria,34,52,6
11241,9899,5,V. Guimarães,34,50,7
11242,9899,5,E. Amadora,34,45,8
11243,9899,5,SC Braga,34,42,9
11244,9899,5,Marítimo,34,41,10
11245,9899,5,Farense,34,39,11
11246,9899,5,Salgueiros,34,38,12
11247,9899,5,Campomaiorense,34,37,13
11248,9899,5,Alverca,34,35,14
11249,9899,5,Rio Ave,34,35,15
11250,9899,5,Beira-Mar,34,33,16
11251,9899,5,Desp. Chaves,34,25,17
11252,9899,5,Académica,34,21,18
11253,9798,4,FC Porto,1,3,1
11254,9798,4,V. Guimarães,1,3,2
11255,9798,4,Marítimo,1,3,3
11256,9798,4,SL Benfica,1,3,4
11257,9798,4,Rio Ave,1,3,5
11258,9798,4,Boavista,1,3,6
11259,9798,4,Sporting CP,1,1,7
11260,9798,4,Leça,1,1,8
11261,9798,4,Salgueiros,1,1,9
11262,9798,4,Farense,1,1,10
11263,9798,4,SC Braga,1,1,11
11264,9798,4,Belenenses,1,1,12
11265,9798,4,Desp. Chaves,1,0,13
11266,9798,4,Campomaiorense,1,0,14
11267,9798,4,E. Amadora,1,0,15
11268,9798,4,Académica,1,0,16
11269,9798,4,Varzim,1,0,17
11270,9798,4,V. Setúbal,1,0,18
11271,9798,4,FC Porto,2,6,1
11272,9798,4,V. Guimarães,2,6,2
11273,9798,4,Sporting CP,2,4,3
11274,9798,4,Marítimo,2,4,4
11275,9798,4,Rio Ave,2,3,5
11276,9798,4,SL Benfica,2,3,6
11277,9798,4,Académica,2,3,7
11278,9798,4,Boavista,2,3,8
11279,9798,4,V. Setúbal,2,3,9
11280,9798,4,Farense,2,2,10
11281,9798,4,Salgueiros,2,2,11
11282,9798,4,SC Braga,2,2,12
11283,9798,4,Leça,2,2,13
11284,9798,4,Varzim,2,1,14
11285,9798,4,E. Amadora,2,1,15
11286,9798,4,Campomaiorense,2,1,16
11287,9798,4,Belenenses,2,1,17
11288,9798,4,Desp. Chaves,2,0,18
11289,9798,4,V. Guimarães,3,9,1
11290,9798,4,FC Porto,3,9,2
11291,9798,4,Marítimo,3,7,3
11292,9798,4,Rio Ave,3,6,4
11293,9798,4,Farense,3,5,5
11294,9798,4,SC Braga,3,5,6
11295,9798,4,Sporting CP,3,4,7
11296,9798,4,SL Benfica,3,4,8
11297,9798,4,Académica,3,4,9
11298,9798,4,Varzim,3,4,10
11299,9798,4,V. Setúbal,3,4,11
11300,9798,4,Salgueiros,3,3,12
11301,9798,4,Boavista,3,3,13
11302,9798,4,Leça,3,2,14
11303,9798,4,Campomaiorense,3,1,15
11304,9798,4,Belenenses,3,1,16
11305,9798,4,E. Amadora,3,1,17
11306,9798,4,Desp. Chaves,3,0,18
11307,9798,4,FC Porto,4,12,1
11308,9798,4,Rio Ave,4,9,2
11309,9798,4,V. Guimarães,4,9,3
11310,9798,4,Marítimo,4,8,4
11311,9798,4,Farense,4,8,5
11312,9798,4,SC Braga,4,8,6
11313,9798,4,Académica,4,7,7
11314,9798,4,Sporting CP,4,7,8
11315,9798,4,Varzim,4,5,9
11316,9798,4,V. Setúbal,4,5,10
11317,9798,4,SL Benfica,4,4,11
11318,9798,4,Boavista,4,3,12
11319,9798,4,Salgueiros,4,3,13
11320,9798,4,E. Amadora,4,2,14
11321,9798,4,Leça,4,2,15
11322,9798,4,Campomaiorense,4,2,16
11323,9798,4,Belenenses,4,2,17
11324,9798,4,Desp. Chaves,4,0,18
11325,9798,4,FC Porto,5,15,1
11326,9798,4,V. Guimarães,5,12,2
11327,9798,4,Marítimo,5,11,3
11328,9798,4,Rio Ave,5,9,4
11329,9798,4,SC Braga,5,9,5
11330,9798,4,Farense,5,8,6
11331,9798,4,Sporting CP,5,8,7
11332,9798,4,Varzim,5,8,8
11333,9798,4,Académica,5,7,9
11334,9798,4,Salgueiros,5,6,10
11335,9798,4,V. Setúbal,5,5,11
11336,9798,4,SL Benfica,5,5,12
11337,9798,4,E. Amadora,5,5,13
11338,9798,4,Boavista,5,4,14
11339,9798,4,Desp. Chaves,5,3,15
11340,9798,4,Leça,5,2,16
11341,9798,4,Belenenses,5,2,17
11342,9798,4,Campomaiorense,5,2,18
11343,9798,4,FC Porto,6,16,1
11344,9798,4,V. Guimarães,6,15,2
11345,9798,4,Rio Ave,6,12,3
11346,9798,4,Sporting CP,6,11,4
11347,9798,4,Marítimo,6,11,5
11348,9798,4,SC Braga,6,10,6
11349,9798,4,Varzim,6,9,7
11350,9798,4,Farense,6,9,8
11351,9798,4,Académica,6,8,9
11352,9798,4,SL Benfica,6,6,10
11353,9798,4,Salgueiros,6,6,11
11354,9798,4,V. Setúbal,6,6,12
11355,9798,4,E. Amadora,6,5,13
11356,9798,4,Campomaiorense,6,5,14
11357,9798,4,Boavista,6,5,15
11358,9798,4,Desp. Chaves,6,3,16
11359,9798,4,Leça,6,3,17
11360,9798,4,Belenenses,6,3,18
11361,9798,4,FC Porto,7,19,1
11362,9798,4,V. Guimarães,7,15,2
11363,9798,4,Rio Ave,7,15,3
11364,9798,4,Sporting CP,7,14,4
11365,9798,4,Marítimo,7,11,5
11366,9798,4,SC Braga,7,10,6
11367,9798,4,SL Benfica,7,9,7
11368,9798,4,Varzim,7,9,8
11369,9798,4,Salgueiros,7,9,9
11370,9798,4,Farense,7,9,10
11371,9798,4,Académica,7,8,11
11372,9798,4,E. Amadora,7,8,12
11373,9798,4,Boavista,7,8,13
11374,9798,4,Belenenses,7,6,14
11375,9798,4,V. Setúbal,7,6,15
11376,9798,4,Leça,7,6,16
11377,9798,4,Campomaiorense,7,5,17
11378,9798,4,Desp. Chaves,7,3,18
11379,9798,4,FC Porto,8,20,1
11380,9798,4,Rio Ave,8,16,2
11381,9798,4,V. Guimarães,8,16,3
11382,9798,4,Sporting CP,8,15,4
11383,9798,4,SC Braga,8,13,5
11384,9798,4,SL Benfica,8,12,6
11385,9798,4,E. Amadora,8,11,7
11386,9798,4,Marítimo,8,11,8
11387,9798,4,Varzim,8,10,9
11388,9798,4,Farense,8,10,10
11389,9798,4,Salgueiros,8,10,11
11390,9798,4,Boavista,8,9,12
11391,9798,4,V. Setúbal,8,9,13
11392,9798,4,Académica,8,8,14
11393,9798,4,Campomaiorense,8,8,15
11394,9798,4,Belenenses,8,6,16
11395,9798,4,Leça,8,6,17
11396,9798,4,Desp. Chaves,8,3,18
11397,9798,4,FC Porto,9,21,1
11398,9798,4,Rio Ave,9,19,2
11399,9798,4,Sporting CP,9,16,3
11400,9798,4,V. Guimarães,9,16,4
11401,9798,4,SL Benfica,9,15,5
11402,9798,4,Salgueiros,9,13,6
11403,9798,4,Varzim,9,13,7
11404,9798,4,SC Braga,9,13,8
11405,9798,4,Marítimo,9,12,9
11406,9798,4,Campomaiorense,9,11,10
11407,9798,4,E. Amadora,9,11,11
11408,9798,4,Farense,9,11,12
11409,9798,4,Boavista,9,10,13
11410,9798,4,V. Setúbal,9,9,14
11411,9798,4,Leça,9,9,15
11412,9798,4,Académica,9,8,16
11413,9798,4,Belenenses,9,7,17
11414,9798,4,Desp. Chaves,9,3,18
11415,9798,4,FC Porto,10,24,1
11416,9798,4,Rio Ave,10,20,2
11417,9798,4,V. Guimarães,10,19,3
11418,9798,4,Sporting CP,10,17,4
11419,9798,4,SL Benfica,10,16,5
11420,9798,4,Farense,10,14,6
11421,9798,4,SC Braga,10,13,7
11422,9798,4,Salgueiros,10,13,8
11423,9798,4,Varzim,10,13,9
11424,9798,4,Marítimo,10,12,10
11425,9798,4,E. Amadora,10,12,11
11426,9798,4,Campomaiorense,10,12,12
11427,9798,4,Boavista,10,11,13
11428,9798,4,Leça,10,10,14
11429,9798,4,V. Setúbal,10,10,15
11430,9798,4,Académica,10,9,16
11431,9798,4,Belenenses,10,8,17
11432,9798,4,Desp. Chaves,10,6,18
11433,9798,4,FC Porto,11,27,1
11434,9798,4,V. Guimarães,11,22,2
11435,9798,4,Rio Ave,11,20,3
11436,9798,4,SL Benfica,11,19,4
11437,9798,4,Sporting CP,11,17,5
11438,9798,4,Campomaiorense,11,15,6
11439,9798,4,E. Amadora,11,15,7
11440,9798,4,Farense,11,14,8
11441,9798,4,Varzim,11,14,9
11442,9798,4,Salgueiros,11,14,10
11443,9798,4,SC Braga,11,13,11
11444,9798,4,Leça,11,13,12
11445,9798,4,Boavista,11,12,13
11446,9798,4,Académica,11,12,14
11447,9798,4,Marítimo,11,12,15
11448,9798,4,V. Setúbal,11,10,16
11449,9798,4,Belenenses,11,8,17
11450,9798,4,Desp. Chaves,11,7,18
11451,9798,4,FC Porto,12,28,1
11452,9798,4,V. Guimarães,12,25,2
11453,9798,4,Rio Ave,12,23,3
