,Season,SeasonOrder,Team,Round,TotalPoints,Position
3673,1415,21,Nacional,3,3,12
3674,1415,21,Académica,3,2,13
3675,1415,21,Arouca,3,1,14
3676,1415,21,Estoril,3,1,15
3677,1415,21,Penafiel,3,0,16
3678,1415,21,Gil Vicente,3,0,17
3679,1415,21,Boavista,3,0,18
3680,1415,21,Rio Ave,4,10,1
3681,1415,21,SL Benfica,4,10,2
3682,1415,21,V. Guimarães,4,10,3
3683,1415,21,FC Porto,4,10,4
3684,1415,21,Marítimo,4,9,5
3685,1415,21,SC Braga,4,7,6
3686,1415,21,Belenenses,4,7,7
3687,1415,21,Sporting CP,4,6,8
3688,1415,21,Moreirense,4,5,9
3689,1415,21,V. Setúbal,4,4,10
3690,1415,21,Paços Ferreira,4,4,11
3691,1415,21,Arouca,4,4,12
3692,1415,21,Estoril,4,4,13
3693,1415,21,Boavista,4,3,14
3694,1415,21,Nacional,4,3,15
3695,1415,21,Académica,4,2,16
3696,1415,21,Gil Vicente,4,1,17
3697,1415,21,Penafiel,4,0,18
3698,1415,21,SL Benfica,5,13,1
3699,1415,21,V. Guimarães,5,11,2
3700,1415,21,FC Porto,5,11,3
3701,1415,21,Rio Ave,5,10,4
3702,1415,21,Belenenses,5,10,5
3703,1415,21,Sporting CP,5,9,6
3704,1415,21,Marítimo,5,9,7
3705,1415,21,SC Braga,5,8,8
3706,1415,21,Arouca,5,7,9
3707,1415,21,Moreirense,5,5,10
3708,1415,21,Paços Ferreira,5,5,11
3709,1415,21,Estoril,5,5,12
3710,1415,21,V. Setúbal,5,4,13
3711,1415,21,Boavista,5,4,14
3712,1415,21,Nacional,5,4,15
3713,1415,21,Penafiel,5,3,16
3714,1415,21,Académica,5,3,17
3715,1415,21,Gil Vicente,5,1,18
3716,1415,21,SL Benfica,6,16,1
3717,1415,21,FC Porto,6,12,2
3718,1415,21,Marítimo,6,12,3
3719,1415,21,V. Guimarães,6,11,4
3720,1415,21,SC Braga,6,11,5
3721,1415,21,Sporting CP,6,10,6
3722,1415,21,Belenenses,6,10,7
3723,1415,21,Rio Ave,6,10,8
3724,1415,21,Paços Ferreira,6,8,9
3725,1415,21,Boavista,6,7,10
3726,1415,21,Arouca,6,7,11
3727,1415,21,V. Setúbal,6,7,12
3728,1415,21,Académica,6,6,13
3729,1415,21,Moreirense,6,6,14
3730,1415,21,Estoril,6,5,15
3731,1415,21,Penafiel,6,4,16
3732,1415,21,Nacional,6,4,17
3733,1415,21,Gil Vicente,6,1,18
3734,1415,21,SL Benfica,7,19,1
3735,1415,21,FC Porto,7,15,2
3736,1415,21,V. Guimarães,7,14,3
3737,1415,21,Sporting CP,7,13,4
3738,1415,21,Marítimo,7,12,5
3739,1415,21,Paços Ferreira,7,11,6
3740,1415,21,Rio Ave,7,11,7
3741,1415,21,SC Braga,7,11,8
3742,1415,21,Belenenses,7,11,9
3743,1415,21,V. Setúbal,7,8,10
3744,1415,21,Boavista,7,7,11
3745,1415,21,Moreirense,7,7,12
3746,1415,21,Académica,7,7,13
3747,1415,21,Arouca,7,7,14
3748,1415,21,Estoril,7,6,15
3749,1415,21,Nacional,7,5,16
3750,1415,21,Penafiel,7,4,17
3751,1415,21,Gil Vicente,7,2,18
3752,1415,21,SL Benfica,8,19,1
3753,1415,21,FC Porto,8,18,2
3754,1415,21,V. Guimarães,8,17,3
3755,1415,21,Sporting CP,8,16,4
3756,1415,21,Belenenses,8,14,5
3757,1415,21,SC Braga,8,14,6
3758,1415,21,Rio Ave,8,14,7
3759,1415,21,Paços Ferreira,8,14,8
3760,1415,21,Marítimo,8,12,9
3761,1415,21,Moreirense,8,10,10
3762,1415,21,V. Setúbal,8,8,11
3763,1415,21,Nacional,8,8,12
3764,1415,21,Académica,8,7,13
3765,1415,21,Boavista,8,7,14
3766,1415,21,Arouca,8,7,15
3767,1415,21,Estoril,8,6,16
3768,1415,21,Penafiel,8,4,17
3769,1415,21,Gil Vicente,8,2,18
3770,1415,21,SL Benfica,9,22,1
3771,1415,21,FC Porto,9,21,2
3772,1415,21,V. Guimarães,9,20,3
3773,1415,21,Belenenses,9,17,4
3774,1415,21,Paços Ferreira,9,17,5
3775,1415,21,Sporting CP,9,16,6
3776,1415,21,SC Braga,9,15,7
3777,1415,21,Rio Ave,9,14,8
3778,1415,21,Moreirense,9,13,9
3779,1415,21,Marítimo,9,12,10
3780,1415,21,Estoril,9,9,11
3781,1415,21,Nacional,9,8,12
3782,1415,21,Académica,9,8,13
3783,1415,21,Arouca,9,8,14
3784,1415,21,V. Setúbal,9,8,15
3785,1415,21,Boavista,9,7,16
3786,1415,21,Penafiel,9,4,17
3787,1415,21,Gil Vicente,9,3,18
3788,1415,21,SL Benfica,10,25,1
3789,1415,21,V. Guimarães,10,23,2
3790,1415,21,FC Porto,10,22,3
3791,1415,21,Belenenses,10,20,4
3792,1415,21,SC Braga,10,18,5
3793,1415,21,Paços Ferreira,10,18,6
3794,1415,21,Rio Ave,10,17,7
3795,1415,21,Sporting CP,10,17,8
3796,1415,21,Moreirense,10,13,9
3797,1415,21,Marítimo,10,12,10
3798,1415,21,V. Setúbal,10,11,11
3799,1415,21,Boavista,10,10,12
3800,1415,21,Estoril,10,10,13
3801,1415,21,Arouca,10,8,14
3802,1415,21,Nacional,10,8,15
3803,1415,21,Académica,10,8,16
3804,1415,21,Penafiel,10,4,17
3805,1415,21,Gil Vicente,10,3,18
3806,1415,21,SL Benfica,11,28,1
3807,1415,21,V. Guimarães,11,26,2
3808,1415,21,FC Porto,11,25,3
3809,1415,21,Belenenses,11,21,4
3810,1415,21,SC Braga,11,21,5
3811,1415,21,Sporting CP,11,20,6
3812,1415,21,Paços Ferreira,11,19,7
3813,1415,21,Rio Ave,11,17,8
3814,1415,21,Marítimo,11,15,9
3815,1415,21,Moreirense,11,13,10
3816,1415,21,V. Setúbal,11,11,11
3817,1415,21,Estoril,11,11,12
3818,1415,21,Boavista,11,10,13
3819,1415,21,Arouca,11,9,14
3820,1415,21,Nacional,11,9,15
3821,1415,21,Académica,11,8,16
3822,1415,21,Penafiel,11,4,17
3823,1415,21,Gil Vicente,11,4,18
3824,1415,21,SL Benfica,12,31,1
3825,1415,21,FC Porto,12,28,2
3826,1415,21,V. Guimarães,12,27,3
3827,1415,21,Sporting CP,12,23,4
3828,1415,21,SC Braga,12,22,5
3829,1415,21,Belenenses,12,21,6
3830,1415,21,Paços Ferreira,12,19,7
3831,1415,21,Rio Ave,12,18,8
3832,1415,21,Moreirense,12,16,9
3833,1415,21,Marítimo,12,15,10
3834,1415,21,Estoril,12,14,11
3835,1415,21,Nacional,12,12,12
3836,1415,21,V. Setúbal,12,11,13
3837,1415,21,Boavista,12,10,14
3838,1415,21,Arouca,12,9,15
3839,1415,21,Académica,12,8,16
3840,1415,21,Penafiel,12,7,17
3841,1415,21,Gil Vicente,12,5,18
3842,1415,21,SL Benfica,13,34,1
3843,1415,21,FC Porto,13,28,2
3844,1415,21,V. Guimarães,13,28,3
3845,1415,21,SC Braga,13,25,4
3846,1415,21,Sporting CP,13,24,5
3847,1415,21,Paços Ferreira,13,22,6
3848,1415,21,Belenenses,13,21,7
3849,1415,21,Rio Ave,13,19,8
3850,1415,21,Moreirense,13,17,9
3851,1415,21,Marítimo,13,16,10
3852,1415,21,Estoril,13,15,11
3853,1415,21,Boavista,13,13,12
3854,1415,21,Nacional,13,12,13
3855,1415,21,V. Setúbal,13,11,14
3856,1415,21,Penafiel,13,10,15
3857,1415,21,Arouca,13,9,16
3858,1415,21,Académica,13,9,17
3859,1415,21,Gil Vicente,13,6,18
3860,1415,21,SL Benfica,14,37,1
3861,1415,21,FC Porto,14,31,2
3862,1415,21,SC Braga,14,28,3
3863,1415,21,V. Guimarães,14,28,4
3864,1415,21,Sporting CP,14,27,5
3865,1415,21,Belenenses,14,22,6
3866,1415,21,Paços Ferreira,14,22,7
3867,1415,21,Moreirense,14,20,8
3868,1415,21,Rio Ave,14,20,9
3869,1415,21,Estoril,14,18,10
3870,1415,21,Marítimo,14,16,11
3871,1415,21,Boavista,14,13,12
3872,1415,21,Arouca,14,12,13
3873,1415,21,Nacional,14,12,14
3874,1415,21,V. Setúbal,14,11,15
3875,1415,21,Penafiel,14,11,16
3876,1415,21,Académica,14,10,17
3877,1415,21,Gil Vicente,14,6,18
3878,1415,21,SL Benfica,15,40,1
3879,1415,21,FC Porto,15,34,2
3880,1415,21,V. Guimarães,15,31,3
3881,1415,21,Sporting CP,15,30,4
3882,1415,21,SC Braga,15,28,5
3883,1415,21,Belenenses,15,23,6
3884,1415,21,Rio Ave,15,23,7
3885,1415,21,Paços Ferreira,15,22,8
3886,1415,21,Moreirense,15,20,9
3887,1415,21,Marítimo,15,19,10
3888,1415,21,Estoril,15,18,11
3889,1415,21,Boavista,15,16,12
3890,1415,21,V. Setúbal,15,14,13
3891,1415,21,Arouca,15,12,14
3892,1415,21,Nacional,15,12,15
3893,1415,21,Académica,15,11,16
3894,1415,21,Penafiel,15,11,17
3895,1415,21,Gil Vicente,15,6,18
3896,1415,21,SL Benfica,16,43,1
3897,1415,21,FC Porto,16,37,2
3898,1415,21,Sporting CP,16,33,3
3899,1415,21,V. Guimarães,16,31,4
3900,1415,21,SC Braga,16,28,5
3901,1415,21,Rio Ave,16,24,6
3902,1415,21,Paços Ferreira,16,23,7
3903,1415,21,Belenenses,16,23,8
3904,1415,21,Moreirense,16,21,9
3905,1415,21,Marítimo,16,20,10
3906,1415,21,Estoril,16,19,11
3907,1415,21,Boavista,16,16,12
3908,1415,21,Nacional,16,15,13
3909,1415,21,Arouca,16,15,14
3910,1415,21,V. Setúbal,16,14,15
3911,1415,21,Académica,16,12,16
3912,1415,21,Penafiel,16,11,17
3913,1415,21,Gil Vicente,16,9,18
3914,1415,21,SL Benfica,17,46,1
3915,1415,21,FC Porto,17,40,2
3916,1415,21,Sporting CP,17,36,3
3917,1415,21,V. Guimarães,17,34,4
3918,1415,21,SC Braga,17,31,5
3919,1415,21,Belenenses,17,26,6
3920,1415,21,Moreirense,17,24,7
3921,1415,21,Rio Ave,17,24,8
3922,1415,21,Paços Ferreira,17,23,9
3923,1415,21,Estoril,17,22,10
3924,1415,21,Marítimo,17,20,11
3925,1415,21,Nacional,17,18,12
3926,1415,21,Boavista,17,16,13
3927,1415,21,Arouca,17,15,14
3928,1415,21,V. Setúbal,17,14,15
3929,1415,21,Académica,17,12,16
3930,1415,21,Penafiel,17,11,17
3931,1415,21,Gil Vicente,17,9,18
3932,1415,21,SL Benfica,18,46,1
3933,1415,21,FC Porto,18,40,2
3934,1415,21,Sporting CP,18,39,3
3935,1415,21,V. Guimarães,18,35,4
3936,1415,21,SC Braga,18,31,5
3937,1415,21,Belenenses,18,27,6
3938,1415,21,Paços Ferreira,18,26,7
3939,1415,21,Estoril,18,25,8
3940,1415,21,Moreirense,18,24,9
3941,1415,21,Rio Ave,18,24,10
3942,1415,21,Marítimo,18,23,11
3943,1415,21,Nacional,18,21,12
3944,1415,21,Boavista,18,19,13
3945,1415,21,V. Setúbal,18,17,14
3946,1415,21,Arouca,18,15,15
3947,1415,21,Penafiel,18,12,16
3948,1415,21,Académica,18,12,17
3949,1415,21,Gil Vicente,18,10,18
3950,1415,21,SL Benfica,19,49,1
3951,1415,21,FC Porto,19,43,2
3952,1415,21,Sporting CP,19,42,3
3953,1415,21,V. Guimarães,19,36,4
3954,1415,21,SC Braga,19,34,5
3955,1415,21,Rio Ave,19,27,6
3956,1415,21,Belenenses,19,27,7
3957,1415,21,Paços Ferreira,19,26,8
3958,1415,21,Estoril,19,25,9
3959,1415,21,Moreirense,19,24,10
3960,1415,21,Nacional,19,24,11
3961,1415,21,Marítimo,19,24,12
3962,1415,21,Boavista,19,19,13
3963,1415,21,V. Setúbal,19,18,14
3964,1415,21,Arouca,19,15,15
3965,1415,21,Académica,19,13,16
3966,1415,21,Penafiel,19,13,17
3967,1415,21,Gil Vicente,19,11,18
3968,1415,21,SL Benfica,20,50,1
3969,1415,21,FC Porto,20,46,2
3970,1415,21,Sporting CP,20,43,3
3971,1415,21,SC Braga,20,37,4
3972,1415,21,V. Guimarães,20,36,5
3973,1415,21,Belenenses,20,30,6
3974,1415,21,Paços Ferreira,20,29,7
3975,1415,21,Rio Ave,20,28,8
3976,1415,21,Nacional,20,25,9
3977,1415,21,Estoril,20,25,10
3978,1415,21,Moreirense,20,24,11
3979,1415,21,Marítimo,20,24,12
3980,1415,21,Boavista,20,20,13
3981,1415,21,V. Setúbal,20,19,14
3982,1415,21,Arouca,20,16,15
3983,1415,21,Académica,20,14,16
3984,1415,21,Gil Vicente,20,14,17
3985,1415,21,Penafiel,20,13,18
3986,1415,21,SL Benfica,21,53,1
3987,1415,21,FC Porto,21,49,2
3988,1415,21,Sporting CP,21,44,3
3989,1415,21,SC Braga,21,40,4
3990,1415,21,V. Guimarães,21,36,5
3991,1415,21,Belenenses,21,31,6
3992,1415,21,Paços Ferreira,21,29,7
3993,1415,21,Rio Ave,21,29,8
3994,1415,21,Nacional,21,28,9
3995,1415,21,Marítimo,21,27,10
3996,1415,21,Moreirense,21,25,11
3997,1415,21,Estoril,21,25,12
3998,1415,21,Boavista,21,21,13
3999,1415,21,V. Setúbal,21,19,14
4000,1415,21,Gil Vicente,21,17,15
4001,1415,21,Arouca,21,16,16
4002,1415,21,Académica,21,15,17
4003,1415,21,Penafiel,21,13,18
4004,1415,21,SL Benfica,22,56,1
4005,1415,21,FC Porto,22,52,2
4006,1415,21,Sporting CP,22,47,3
4007,1415,21,SC Braga,22,43,4
4008,1415,21,V. Guimarães,22,37,5
4009,1415,21,Belenenses,22,34,6
4010,1415,21,Paços Ferreira,22,30,7
4011,1415,21,Rio Ave,22,29,8
4012,1415,21,Nacional,22,28,9
4013,1415,21,Marítimo,22,27,10
4014,1415,21,Estoril,22,25,11
4015,1415,21,Moreirense,22,25,12
4016,1415,21,Boavista,22,21,13
4017,1415,21,Arouca,22,19,14
4018,1415,21,V. Setúbal,22,19,15
4019,1415,21,Académica,22,18,16
4020,1415,21,Gil Vicente,22,17,17
4021,1415,21,Penafiel,22,16,18
4022,1415,21,SL Benfica,23,59,1
4023,1415,21,FC Porto,23,55,2
4024,1415,21,Sporting CP,23,47,3
4025,1415,21,SC Braga,23,46,4
4026,1415,21,V. Guimarães,23,40,5
4027,1415,21,Belenenses,23,34,6
4028,1415,21,Paços Ferreira,23,33,7
4029,1415,21,Nacional,23,31,8
4030,1415,21,Rio Ave,23,29,9
4031,1415,21,Moreirense,23,28,10
4032,1415,21,Marítimo,23,27,11
4033,1415,21,Estoril,23,25,12
4034,1415,21,Boavista,23,22,13
4035,1415,21,Arouca,23,20,14
4036,1415,21,Académica,23,19,15
4037,1415,21,V. Setúbal,23,19,16
4038,1415,21,Gil Vicente,23,18,17
4039,1415,21,Penafiel,23,16,18
4040,1415,21,SL Benfica,24,62,1
4041,1415,21,FC Porto,24,58,2
4042,1415,21,Sporting CP,24,50,3
4043,1415,21,SC Braga,24,46,4
4044,1415,21,V. Guimarães,24,40,5
4045,1415,21,Belenenses,24,35,6
4046,1415,21,Paços Ferreira,24,33,7
4047,1415,21,Nacional,24,32,8
4048,1415,21,Marítimo,24,30,9
4049,1415,21,Rio Ave,24,30,10
4050,1415,21,Moreirense,24,28,11
4051,1415,21,Estoril,24,26,12
4052,1415,21,Boavista,24,25,13
4053,1415,21,Académica,24,22,14
4054,1415,21,V. Setúbal,24,20,15
4055,1415,21,Arouca,24,20,16
4056,1415,21,Gil Vicente,24,19,17
4057,1415,21,Penafiel,24,16,18
4058,1415,21,SL Benfica,25,65,1
4059,1415,21,FC Porto,25,61,2
4060,1415,21,Sporting CP,25,53,3
4061,1415,21,SC Braga,25,46,4
4062,1415,21,V. Guimarães,25,40,5
4063,1415,21,Paços Ferreira,25,36,6
4064,1415,21,Belenenses,25,36,7
4065,1415,21,Rio Ave,25,33,8
4066,1415,21,Nacional,25,32,9
4067,1415,21,Moreirense,25,31,10
4068,1415,21,Marítimo,25,30,11
4069,1415,21,Estoril,25,27,12
4070,1415,21,Boavista,25,25,13
4071,1415,21,Académica,25,25,14
4072,1415,21,V. Setúbal,25,23,15
4073,1415,21,Arouca,25,20,16
4074,1415,21,Gil Vicente,25,19,17
4075,1415,21,Penafiel,25,16,18
4076,1415,21,SL Benfica,26,65,1
4077,1415,21,FC Porto,26,62,2
4078,1415,21,Sporting CP,26,56,3
4079,1415,21,SC Braga,26,47,4
4080,1415,21,V. Guimarães,26,40,5
4081,1415,21,Paços Ferreira,26,37,6
4082,1415,21,Rio Ave,26,36,7
4083,1415,21,Belenenses,26,36,8
4084,1415,21,Nacional,26,33,9
4085,1415,21,Moreirense,26,32,10
4086,1415,21,Marítimo,26,31,11
4087,1415,21,Boavista,26,28,12
4088,1415,21,Estoril,26,28,13
4089,1415,21,Académica,26,26,14
4090,1415,21,V. Setúbal,26,24,15
4091,1415,21,Arouca,26,23,16
4092,1415,21,Gil Vicente,26,19,17
4093,1415,21,Penafiel,26,17,18
4094,1415,21,SL Benfica,27,68,1
4095,1415,21,FC Porto,27,65,2
4096,1415,21,Sporting CP,27,57,3
4097,1415,21,SC Braga,27,50,4
4098,1415,21,V. Guimarães,27,43,5
4099,1415,21,Belenenses,27,39,6
4100,1415,21,Paços Ferreira,27,38,7
4101,1415,21,Rio Ave,27,37,8
4102,1415,21,Nacional,27,33,9
4103,1415,21,Marítimo,27,32,10
4104,1415,21,Moreirense,27,32,11
4105,1415,21,Boavista,27,29,12
4106,1415,21,Estoril,27,28,13
4107,1415,21,Académica,27,27,14
4108,1415,21,V. Setúbal,27,25,15
4109,1415,21,Arouca,27,23,16
4110,1415,21,Gil Vicente,27,19,17
4111,1415,21,Penafiel,27,18,18
4112,1415,21,SL Benfica,28,71,1
4113,1415,21,FC Porto,28,68,2
4114,1415,21,Sporting CP,28,60,3
4115,1415,21,SC Braga,28,53,4
4116,1415,21,V. Guimarães,28,43,5
4117,1415,21,Belenenses,28,42,6
4118,1415,21,Paços Ferreira,28,38,7
4119,1415,21,Rio Ave,28,37,8
4120,1415,21,Nacional,28,36,9
4121,1415,21,Moreirense,28,35,10
4122,1415,21,Marítimo,28,35,11
4123,1415,21,Estoril,28,31,12
4124,1415,21,Boavista,28,29,13
4125,1415,21,Académica,28,27,14
4126,1415,21,V. Setúbal,28,25,15
4127,1415,21,Arouca,28,23,16
4128,1415,21,Gil Vicente,28,19,17
4129,1415,21,Penafiel,28,18,18
4130,1415,21,SL Benfica,29,74,1
4131,1415,21,FC Porto,29,71,2
4132,1415,21,Sporting CP,29,63,3
4133,1415,21,SC Braga,29,53,4
4134,1415,21,V. Guimarães,29,46,5
4135,1415,21,Belenenses,29,42,6
4136,1415,21,Paços Ferreira,29,39,7
4137,1415,21,Rio Ave,29,38,8
4138,1415,21,Nacional,29,37,9
4139,1415,21,Marítimo,29,36,10
4140,1415,21,Moreirense,29,36,11
4141,1415,21,Estoril,29,34,12
4142,1415,21,Boavista,29,29,13
4143,1415,21,Académica,29,27,14
4144,1415,21,Arouca,29,26,15
4145,1415,21,V. Setúbal,29,25,16
4146,1415,21,Gil Vicente,29,20,17
4147,1415,21,Penafiel,29,18,18
4148,1415,21,SL Benfica,30,75,1
4149,1415,21,FC Porto,30,72,2
4150,1415,21,Sporting CP,30,66,3
4151,1415,21,SC Braga,30,54,4
4152,1415,21,V. Guimarães,30,47,5
4153,1415,21,Belenenses,30,43,6
4154,1415,21,Paços Ferreira,30,42,7
4155,1415,21,Nacional,30,40,8
4156,1415,21,Rio Ave,30,39,9
4157,1415,21,Marítimo,30,37,10
4158,1415,21,Moreirense,30,36,11
4159,1415,21,Estoril,30,35,12
4160,1415,21,Boavista,30,30,13
4161,1415,21,Académica,30,27,14
4162,1415,21,Arouca,30,26,15
4163,1415,21,V. Setúbal,30,26,16
4164,1415,21,Gil Vicente,30,23,17
4165,1415,21,Penafiel,30,18,18
4166,1415,21,SL Benfica,31,78,1
4167,1415,21,FC Porto,31,75,2
4168,1415,21,Sporting CP,31,69,3
4169,1415,21,SC Braga,31,55,4
4170,1415,21,V. Guimarães,31,50,5
4171,1415,21,Belenenses,31,43,6
4172,1415,21,Paços Ferreira,31,43,7
4173,1415,21,Rio Ave,31,42,8
4174,1415,21,Nacional,31,40,9
4175,1415,21,Marítimo,31,38,10
4176,1415,21,Moreirense,31,36,11
4177,1415,21,Estoril,31,35,12
4178,1415,21,Boavista,31,33,13
4179,1415,21,Académica,31,28,14
4180,1415,21,Arouca,31,27,15
4181,1415,21,V. Setúbal,31,26,16
4182,1415,21,Gil Vicente,31,23,17
4183,1415,21,Penafiel,31,19,18
4184,1415,21,SL Benfica,32,81,1
4185,1415,21,FC Porto,32,78,2
4186,1415,21,Sporting CP,32,70,3
4187,1415,21,SC Braga,32,55,4
4188,1415,21,V. Guimarães,32,51,5
4189,1415,21,Paços Ferreira,32,44,6
4190,1415,21,Belenenses,32,44,7
4191,1415,21,Rio Ave,32,43,8
4192,1415,21,Nacional,32,41,9
4193,1415,21,Marítimo,32,41,10
4194,1415,21,Moreirense,32,39,11
4195,1415,21,Estoril,32,36,12
4196,1415,21,Boavista,32,34,13
4197,1415,21,Académica,32,29,14
4198,1415,21,Arouca,32,28,15
4199,1415,21,V. Setúbal,32,26,16
4200,1415,21,Gil Vicente,32,23,17
4201,1415,21,Penafiel,32,19,18
4202,1415,21,SL Benfica,33,82,1
4203,1415,21,FC Porto,33,79,2
4204,1415,21,Sporting CP,33,73,3
4205,1415,21,SC Braga,33,55,4
4206,1415,21,V. Guimarães,33,52,5
4207,1415,21,Paços Ferreira,33,47,6
4208,1415,21,Belenenses,33,45,7
4209,1415,21,Nacional,33,44,8
4210,1415,21,Marítimo,33,44,9
4211,1415,21,Rio Ave,33,43,10
4212,1415,21,Moreirense,33,40,11
4213,1415,21,Estoril,33,37,12
4214,1415,21,Boavista,33,34,13
4215,1415,21,V. Setúbal,33,29,14
4216,1415,21,Académica,33,29,15
4217,1415,21,Arouca,33,28,16
4218,1415,21,Gil Vicente,33,23,17
4219,1415,21,Penafiel,33,22,18
4220,1415,21,SL Benfica,34,85,1
4221,1415,21,FC Porto,34,82,2
4222,1415,21,Sporting CP,34,76,3
4223,1415,21,SC Braga,34,58,4
4224,1415,21,V. Guimarães,34,55,5
4225,1415,21,Belenenses,34,48,6
4226,1415,21,Nacional,34,47,7
4227,1415,21,Paços Ferreira,34,47,8
4228,1415,21,Marítimo,34,44,9
4229,1415,21,Moreirense,34,43,10
4230,1415,21,Rio Ave,34,43,11
4231,1415,21,Estoril,34,40,12
4232,1415,21,Boavista,34,34,13
4233,1415,21,Académica,34,29,14
4234,1415,21,V. Setúbal,34,29,15
4235,1415,21,Arouca,34,28,16
4236,1415,21,Gil Vicente,34,23,17
4237,1415,21,Penafiel,34,22,18
4238,1314,20,SC Braga,1,3,1
4239,1314,20,Estoril,1,3,2
4240,1314,20,V. Guimarães,1,3,3
4241,1314,20,Rio Ave,1,3,4
4242,1314,20,Gil Vicente,1,3,5
4243,1314,20,Marítimo,1,3,6
4244,1314,20,FC Porto,1,3,7
4245,1314,20,Sporting CP,1,3,8
4246,1314,20,Paços Ferreira,1,0,9
4247,1314,20,Nacional,1,0,10
4248,1314,20,Olhanense,1,0,11
4249,1314,20,Belenenses,1,0,12
4250,1314,20,Académica,1,0,13
4251,1314,20,SL Benfica,1,0,14
4252,1314,20,V. Setúbal,1,0,15
4253,1314,20,Arouca,1,0,16
4254,1314,20,Sporting CP,2,6,1
4255,1314,20,Estoril,2,6,2
4256,1314,20,FC Porto,2,6,3
4257,1314,20,Rio Ave,2,6,4
4258,1314,20,SC Braga,2,6,5
4259,1314,20,V. Guimarães,2,4,6
4260,1314,20,Olhanense,2,3,7
4261,1314,20,SL Benfica,2,3,8
4262,1314,20,Gil Vicente,2,3,9
4263,1314,20,Marítimo,2,3,10
4264,1314,20,Nacional,2,1,11
4265,1314,20,Académica,2,0,12
4266,1314,20,Paços Ferreira,2,0,13
4267,1314,20,Arouca,2,0,14
4268,1314,20,V. Setúbal,2,0,15
4269,1314,20,Belenenses,2,0,16
4270,1314,20,FC Porto,3,9,1
4271,1314,20,Sporting CP,3,7,2
4272,1314,20,Estoril,3,7,3
4273,1314,20,Rio Ave,3,6,4
4274,1314,20,Gil Vicente,3,6,5
4275,1314,20,SC Braga,3,6,6
4276,1314,20,V. Guimarães,3,4,7
4277,1314,20,SL Benfica,3,4,8
4278,1314,20,Nacional,3,4,9
4279,1314,20,Marítimo,3,4,10
4280,1314,20,Olhanense,3,4,11
4281,1314,20,V. Setúbal,3,3,12
4282,1314,20,Arouca,3,3,13
4283,1314,20,Académica,3,1,14
4284,1314,20,Belenenses,3,0,15
4285,1314,20,Paços Ferreira,3,0,16
4286,1314,20,FC Porto,4,12,1
4287,1314,20,Sporting CP,4,10,2
4288,1314,20,SC Braga,4,9,3
4289,1314,20,SL Benfica,4,7,4
4290,1314,20,V. Guimarães,4,7,5
4291,1314,20,Marítimo,4,7,6
4292,1314,20,Estoril,4,7,7
4293,1314,20,Gil Vicente,4,6,8
4294,1314,20,Rio Ave,4,6,9
4295,1314,20,Arouca,4,6,10
4296,1314,20,Académica,4,4,11
4297,1314,20,Nacional,4,4,12
4298,1314,20,Olhanense,4,4,13
4299,1314,20,V. Setúbal,4,3,14
4300,1314,20,Paços Ferreira,4,0,15
4301,1314,20,Belenenses,4,0,16
4302,1314,20,FC Porto,5,13,1
4303,1314,20,SC Braga,5,12,2
4304,1314,20,Sporting CP,5,11,3
4305,1314,20,SL Benfica,5,10,4
4306,1314,20,Estoril,5,8,5
4307,1314,20,Marítimo,5,7,6
4308,1314,20,Gil Vicente,5,7,7
4309,1314,20,Rio Ave,5,7,8
4310,1314,20,V. Guimarães,5,7,9
4311,1314,20,Nacional,5,7,10
4312,1314,20,Arouca,5,6,11
4313,1314,20,Olhanense,5,5,12
4314,1314,20,Académica,5,4,13
4315,1314,20,V. Setúbal,5,4,14
4316,1314,20,Belenenses,5,3,15
4317,1314,20,Paços Ferreira,5,1,16
4318,1314,20,FC Porto,6,16,1
4319,1314,20,Sporting CP,6,14,2
4320,1314,20,SC Braga,6,12,3
4321,1314,20,SL Benfica,6,11,4
4322,1314,20,Estoril,6,11,5
4323,1314,20,Nacional,6,10,6
4324,1314,20,Gil Vicente,6,8,7
4325,1314,20,V. Guimarães,6,7,8
4326,1314,20,Arouca,6,7,9
4327,1314,20,Marítimo,6,7,10
4328,1314,20,Rio Ave,6,7,11
4329,1314,20,Académica,6,5,12
4330,1314,20,Olhanense,6,5,13
4331,1314,20,V. Setúbal,6,5,14
4332,1314,20,Belenenses,6,4,15
4333,1314,20,Paços Ferreira,6,4,16
4334,1314,20,FC Porto,7,19,1
4335,1314,20,Sporting CP,7,17,2
4336,1314,20,SL Benfica,7,14,3
4337,1314,20,Nacional,7,13,4
4338,1314,20,SC Braga,7,12,5
4339,1314,20,Estoril,7,11,6
4340,1314,20,Gil Vicente,7,11,7
4341,1314,20,Rio Ave,7,10,8
4342,1314,20,V. Guimarães,7,10,9
4343,1314,20,Belenenses,7,7,10
4344,1314,20,Arouca,7,7,11
4345,1314,20,Marítimo,7,7,12
4346,1314,20,Académica,7,5,13
4347,1314,20,Olhanense,7,5,14
4348,1314,20,V. Setúbal,7,5,15
4349,1314,20,Paços Ferreira,7,4,16
4350,1314,20,FC Porto,8,22,1
4351,1314,20,SL Benfica,8,17,2
4352,1314,20,Sporting CP,8,17,3
4353,1314,20,Gil Vicente,8,14,4
4354,1314,20,Estoril,8,14,5
4355,1314,20,Nacional,8,13,6
4356,1314,20,V. Guimarães,8,13,7
4357,1314,20,SC Braga,8,12,8
4358,1314,20,Rio Ave,8,10,9
