,Season,SeasonOrder,Round,Date,Match,B365H,B365D,B365A
1400,1617,23,23,2017-02-24,V. Guimarães 1 - 0 Moreirense,1.75,3.5,4.75
1401,1617,23,23,2017-02-25,Estoril 0 - 2 Sporting CP,8.0,4.5,1.4
1402,1617,23,23,2017-02-25,Rio Ave 0 - 0 Paços Ferreira,1.85,3.2,4.75
1403,1617,23,23,2017-02-25,Tondela 1 - 1 Marítimo,2.8,2.88,2.75
1404,1617,23,23,2017-02-26,Boavista 0 - 1 FC Porto,9.5,4.5,1.36
1405,1617,23,23,2017-02-26,Nacional 0 - 0 Feirense,2.05,3.0,4.2
1406,1617,23,23,2017-02-26,V. Setúbal 1 - 1 SC Braga,3.25,2.9,2.4
1407,1617,23,23,2017-02-27,Arouca 1 - 2 Belenenses,2.3,2.88,3.5
1408,1617,23,24,2017-03-03,Moreirense 0 - 0 Boavista,2.38,2.88,3.4
1409,1617,23,24,2017-04-03,Feirense 0 - 1 SL Benfica,8.0,4.75,1.36
1410,1617,23,24,2017-04-03,FC Porto 7 - 0 Nacional,1.13,8.0,19.0
1411,1617,23,24,2017-04-03,SC Braga 3 - 1 Arouca,1.6,3.5,6.5
1412,1617,23,24,2017-05-03,Belenenses 2 - 1 Desp. Chaves,2.3,2.88,3.5
1413,1617,23,24,2017-05-03,Marítimo 1 - 0 V. Setúbal,2.05,3.1,4.0
1414,1617,23,24,2017-05-03,Paços Ferreira 0 - 0 Tondela,1.95,3.3,4.0
1415,1617,23,24,2017-05-03,Sporting CP 1 - 1 V. Guimarães,1.44,4.33,7.0
1416,1617,23,24,2017-06-03,Estoril 0 - 2 Rio Ave,3.1,3.0,2.45
1417,1617,23,25,2017-10-03,Arouca 0 - 4 FC Porto,13.0,5.25,1.25
1418,1617,23,25,2017-11-03,Desp. Chaves 0 - 0 SC Braga,3.4,3.1,2.25
1419,1617,23,25,2017-11-03,V. Setúbal 1 - 2 Feirense,2.0,3.2,4.0
1420,1617,23,25,2017-11-03,Tondela 1 - 4 Sporting CP,9.0,5.0,1.33
1421,1617,23,25,2017-12-03,Boavista 3 - 0 Marítimo,2.3,3.0,3.4
1422,1617,23,25,2017-12-03,V. Guimarães 3 - 3 Estoril,1.57,3.75,6.0
1423,1617,23,25,2017-12-03,Rio Ave 3 - 2 Moreirense,1.85,3.5,4.2
1424,1617,23,25,2017-03-13,Nacional 1 - 1 Paços Ferreira,2.3,3.0,3.4
1425,1617,23,25,2017-03-13,SL Benfica 4 - 0 Belenenses,1.18,6.5,15.0
1426,1617,23,26,2017-03-17,Estoril 0 - 0 Boavista,3.5,3.0,2.25
1427,1617,23,26,2017-03-18,Belenenses 1 - 2 SC Braga,3.3,2.88,2.4
1428,1617,23,26,2017-03-18,Moreirense 1 - 1 Tondela,2.0,2.9,4.5
1429,1617,23,26,2017-03-18,Paços Ferreira 0 - 0 SL Benfica,11.0,5.0,1.3
1430,1617,23,26,2017-03-18,Sporting CP 2 - 0 Nacional,1.18,6.5,15.0
1431,1617,23,26,2017-03-19,Feirense 3 - 2 Desp. Chaves,2.45,2.9,3.2
1432,1617,23,26,2017-03-19,V. Guimarães 3 - 0 Rio Ave,2.2,3.0,3.6
1433,1617,23,26,2017-03-19,Marítimo 3 - 1 Arouca,1.91,3.1,4.5
1434,1617,23,26,2017-03-19,FC Porto 1 - 1 V. Setúbal,1.17,7.0,15.0
1435,1617,23,27,2017-03-31,Desp. Chaves 1 - 0 Paços Ferreira,2.05,3.1,4.0
1436,1617,23,27,2017-03-31,Nacional 1 - 2 V. Guimarães,3.2,3.2,2.3
1437,1617,23,27,2017-01-04,SL Benfica 1 - 1 FC Porto,2.45,3.1,3.0
1438,1617,23,27,2017-01-04,Boavista 0 - 1 Rio Ave,2.63,2.88,2.9
1439,1617,23,27,2017-01-04,Tondela 0 - 2 Estoril,2.25,3.0,3.5
1440,1617,23,27,2017-02-04,Arouca 1 - 2 Sporting CP,8.0,4.0,1.44
1441,1617,23,27,2017-02-04,Belenenses 1 - 2 Feirense,2.0,3.2,4.0
1442,1617,23,27,2017-02-04,V. Setúbal 2 - 0 Moreirense,2.25,3.0,3.5
1443,1617,23,27,2017-02-04,SC Braga 3 - 3 Marítimo,1.73,3.4,5.25
1444,1617,23,28,2017-07-04,Feirense 0 - 1 SC Braga,3.6,3.1,2.2
1445,1617,23,28,2017-08-04,Paços Ferreira 1 - 1 Arouca,2.15,3.1,3.6
1446,1617,23,28,2017-08-04,FC Porto 3 - 0 Belenenses,1.13,8.0,19.0
1447,1617,23,28,2017-08-04,Sporting CP 4 - 0 Boavista,1.33,5.0,9.0
1448,1617,23,28,2017-09-04,Estoril 0 - 1 Nacional,2.45,3.1,3.0
1449,1617,23,28,2017-09-04,V. Guimarães 2 - 1 Tondela,1.44,4.0,8.0
1450,1617,23,28,2017-09-04,Moreirense 0 - 1 SL Benfica,8.5,4.75,1.36
1451,1617,23,28,2017-09-04,Rio Ave 0 - 0 V. Setúbal,1.83,3.4,4.5
1452,1617,23,28,2017-10-04,Marítimo 2 - 1 Desp. Chaves,1.95,3.1,4.33
1453,1617,23,29,2017-04-14,Belenenses 1 - 3 Estoril,2.05,3.2,3.75
1454,1617,23,29,2017-04-14,SL Benfica 3 - 0 Marítimo,1.2,6.5,13.0
1455,1617,23,29,2017-04-14,Boavista 0 - 0 Paços Ferreira,2.15,2.9,4.0
1456,1617,23,29,2017-04-14,V. Setúbal 0 - 3 Sporting CP,7.5,4.2,1.45
1457,1617,23,29,2017-04-15,Arouca 2 - 0 Feirense,2.05,3.1,4.0
1458,1617,23,29,2017-04-15,Desp. Chaves 2 - 3 V. Guimarães,3.0,3.1,2.45
1459,1617,23,29,2017-04-15,SC Braga 1 - 1 FC Porto,7.0,4.0,1.5
1460,1617,23,29,2017-04-15,Tondela 2 - 1 Rio Ave,4.0,3.3,1.95
1461,1617,23,29,2017-04-17,Nacional 0 - 1 Moreirense,2.15,3.2,3.5
1462,1617,23,30,2017-04-21,Rio Ave 3 - 0 Arouca,1.55,3.75,6.5
1463,1617,23,30,2017-04-22,Estoril 3 - 0 V. Setúbal,2.38,3.0,3.2
1464,1617,23,30,2017-04-22,Marítimo 3 - 0 Belenenses,1.8,3.5,4.5
1465,1617,23,30,2017-04-22,Sporting CP 1 - 1 SL Benfica,2.75,3.1,2.63
1466,1617,23,30,2017-04-22,Tondela 2 - 0 Nacional,2.45,3.25,2.9
1467,1617,23,30,2017-04-23,V. Guimarães 2 - 0 Boavista,1.5,3.7,8.0
1468,1617,23,30,2017-04-23,Paços Ferreira 3 - 1 SC Braga,3.1,3.25,2.3
1469,1617,23,30,2017-04-23,FC Porto 0 - 0 Feirense,1.13,8.0,21.0
1470,1617,23,30,2017-04-24,Moreirense 0 - 0 Desp. Chaves,2.1,3.1,3.75
1471,1617,23,31,2017-04-28,V. Setúbal 0 - 2 V. Guimarães,3.6,3.25,2.1
1472,1617,23,31,2017-04-29,SL Benfica 2 - 1 Estoril,1.14,7.5,19.0
1473,1617,23,31,2017-04-29,Boavista 1 - 0 Tondela,2.4,3.0,3.2
1474,1617,23,31,2017-04-29,Desp. Chaves 0 - 2 FC Porto,9.0,4.5,1.36
1475,1617,23,31,2017-04-29,Nacional 0 - 2 Rio Ave,3.1,3.2,2.3
1476,1617,23,31,2017-04-30,Arouca 2 - 2 Moreirense,2.5,3.0,3.0
1477,1617,23,31,2017-04-30,Belenenses 1 - 2 Paços Ferreira,2.2,3.2,3.4
1478,1617,23,31,2017-04-30,Feirense 2 - 1 Marítimo,2.75,3.0,2.7
1479,1617,23,31,2017-04-30,SC Braga 2 - 3 Sporting CP,3.6,3.3,2.05
1480,1617,23,32,2017-05-05,Moreirense 2 - 1 SC Braga,2.8,3.1,2.6
1481,1617,23,32,2017-06-05,Boavista 2 - 2 Nacional,2.2,3.2,3.4
1482,1617,23,32,2017-06-05,Marítimo 1 - 1 FC Porto,7.5,4.2,1.44
1483,1617,23,32,2017-06-05,Paços Ferreira 0 - 1 Feirense,2.05,3.1,4.0
1484,1617,23,32,2017-07-05,V. Guimarães 1 - 0 Arouca,1.4,4.33,8.5
1485,1617,23,32,2017-07-05,Rio Ave 0 - 1 SL Benfica,7.0,4.0,1.5
1486,1617,23,32,2017-07-05,Sporting CP 1 - 3 Belenenses,1.22,6.0,12.0
1487,1617,23,32,2017-07-05,Tondela 2 - 1 V. Setúbal,1.91,3.3,4.2
1488,1617,23,32,2017-08-05,Estoril 2 - 1 Desp. Chaves,2.2,3.2,3.4
1489,1617,23,33,2017-12-05,Belenenses 1 - 1 Moreirense,3.2,3.2,2.3
1490,1617,23,33,2017-05-13,Arouca 1 - 2 Tondela,2.3,3.1,3.25
1491,1617,23,33,2017-05-13,SL Benfica 5 - 0 V. Guimarães,1.25,5.25,13.0
1492,1617,23,33,2017-05-13,Feirense 2 - 1 Sporting CP,6.75,4.0,1.5
1493,1617,23,33,2017-05-14,Desp. Chaves 2 - 2 Rio Ave,3.3,3.25,2.2
1494,1617,23,33,2017-05-14,Marítimo 1 - 1 Estoril,1.67,3.6,5.25
1495,1617,23,33,2017-05-14,FC Porto 4 - 1 Paços Ferreira,1.14,8.0,15.0
1496,1617,23,33,2017-05-14,SC Braga 4 - 0 Nacional,1.3,5.5,9.5
1497,1617,23,33,2017-05-15,V. Setúbal 0 - 1 Boavista,2.45,3.1,3.0
1498,1617,23,34,2017-05-20,Boavista 2 - 2 SL Benfica,7.5,4.2,1.45
1499,1617,23,34,2017-05-20,V. Guimarães 0 - 1 Feirense,1.62,3.6,6.0
1500,1617,23,34,2017-05-20,Nacional 1 - 2 V. Setúbal,2.45,3.1,3.0
1501,1617,23,34,2017-05-20,Paços Ferreira 0 - 0 Marítimo,3.0,3.0,2.5
1502,1617,23,34,2017-05-20,Rio Ave 2 - 0 Belenenses,1.5,4.0,7.0
1503,1617,23,34,2017-05-21,Estoril 4 - 2 Arouca,2.2,3.25,3.3
1504,1617,23,34,2017-05-21,Moreirense 3 - 1 FC Porto,4.5,3.75,1.73
1505,1617,23,34,2017-05-21,Sporting CP 4 - 1 Desp. Chaves,1.29,5.25,10.0
1506,1617,23,34,2017-05-21,Tondela 2 - 0 SC Braga,1.67,3.7,5.25
1507,1516,22,1,2015-08-14,Tondela 1 - 2 Sporting CP,13.0,5.25,1.25
1508,1516,22,1,2015-08-15,Belenenses 3 - 3 Rio Ave,2.45,3.1,3.0
1509,1516,22,1,2015-08-15,FC Porto 3 - 0 V. Guimarães,1.18,6.5,15.0
1510,1516,22,1,2015-08-16,SL Benfica 4 - 0 Estoril,1.3,5.5,9.0
1511,1516,22,1,2015-08-16,Moreirense 0 - 2 Arouca,2.2,3.2,3.4
1512,1516,22,1,2015-08-16,V. Setúbal 2 - 2 Boavista,2.25,3.2,3.25
1513,1516,22,1,2015-08-16,SC Braga 2 - 1 Nacional,1.73,3.5,5.0
1514,1516,22,1,2015-08-16,U. Madeira 2 - 1 Marítimo,2.8,3.25,2.5
1515,1516,22,1,2015-08-17,Paços Ferreira 1 - 0 Académica,1.8,3.3,4.75
1516,1516,22,2,2015-08-21,Rio Ave 1 - 0 SC Braga,3.25,3.2,2.25
1517,1516,22,2,2015-08-22,Marítimo 1 - 1 FC Porto,9.0,4.5,1.36
1518,1516,22,2,2015-08-22,Sporting CP 1 - 1 Paços Ferreira,1.33,5.0,9.0
1519,1516,22,2,2015-08-23,Arouca 1 - 0 SL Benfica,10.0,4.75,1.33
1520,1516,22,2,2015-08-23,Boavista 1 - 0 Tondela,1.95,3.3,4.0
1521,1516,22,2,2015-08-23,Estoril 2 - 0 Moreirense,1.7,3.5,5.25
1522,1516,22,2,2015-08-23,V. Guimarães 1 - 1 Belenenses,1.85,3.3,4.5
1523,1516,22,2,2015-08-23,Nacional 1 - 0 U. Madeira,1.8,3.4,4.75
1524,1516,22,2,2015-08-24,Académica 0 - 4 V. Setúbal,2.15,3.3,3.4
1525,1516,22,3,2015-08-29,SL Benfica 3 - 2 Moreirense,1.2,6.0,15.0
1526,1516,22,3,2015-08-29,FC Porto 2 - 0 Estoril,1.17,6.5,17.0
1527,1516,22,3,2015-08-29,V. Setúbal 2 - 2 Rio Ave,2.38,3.1,3.1
1528,1516,22,3,2015-08-30,Académica 1 - 3 Sporting CP,8.5,4.33,1.4
1529,1516,22,3,2015-08-30,Paços Ferreira 1 - 1 Arouca,2.1,3.2,3.6
1530,1516,22,3,2015-08-30,SC Braga 4 - 0 Boavista,1.5,3.6,8.5
1531,1516,22,3,2015-08-30,Tondela 1 - 0 Nacional,2.9,3.1,2.5
1532,1516,22,3,2015-08-31,Belenenses 1 - 1 Marítimo,2.3,3.1,3.25
1533,1516,22,3,2015-08-31,U. Madeira 0 - 0 V. Guimarães,2.9,3.1,2.5
1534,1516,22,4,2015-11-09,SL Benfica 6 - 0 Belenenses,1.25,5.5,13.0
1535,1516,22,4,2015-12-09,Arouca 1 - 3 FC Porto,9.5,4.5,1.36
1536,1516,22,4,2015-12-09,Estoril 1 - 0 SC Braga,3.0,3.2,2.4
1537,1516,22,4,2015-09-13,V. Guimarães 1 - 0 Tondela,1.95,3.2,4.2
1538,1516,22,4,2015-09-13,Marítimo 5 - 2 V. Setúbal,1.83,3.4,4.5
1539,1516,22,4,2015-09-13,Moreirense 0 - 0 U. Madeira,2.25,3.1,3.4
1540,1516,22,4,2015-09-13,Nacional 2 - 0 Académica,1.65,3.6,5.5
1541,1516,22,4,2015-09-13,Rio Ave 1 - 2 Sporting CP,7.0,4.0,1.5
1542,1516,22,4,2015-09-14,Boavista 0 - 1 Paços Ferreira,2.88,3.0,2.63
1543,1516,22,5,2015-09-18,V. Setúbal 2 - 2 V. Guimarães,2.45,3.1,3.0
1544,1516,22,5,2015-09-19,Paços Ferreira 0 - 3 Rio Ave,1.95,3.2,4.2
1545,1516,22,5,2015-09-19,Tondela 0 - 1 Estoril,2.8,3.1,2.6
1546,1516,22,5,2015-09-20,Académica 0 - 2 Boavista,2.88,3.0,2.63
1547,1516,22,5,2015-09-20,FC Porto 1 - 0 SL Benfica,2.0,3.2,4.0
1548,1516,22,5,2015-09-20,U. Madeira 0 - 0 Arouca,2.6,3.1,2.8
1549,1516,22,5,2015-09-21,Belenenses 2 - 0 Moreirense,2.1,3.25,3.5
1550,1516,22,5,2015-09-21,SC Braga 5 - 1 Marítimo,1.75,3.5,4.75
1551,1516,22,5,2015-09-21,Sporting CP 1 - 0 Nacional,1.29,5.0,12.0
1552,1516,22,6,2015-09-25,Moreirense 2 - 2 FC Porto,15.0,5.5,1.22
1553,1516,22,6,2015-09-26,SL Benfica 3 - 0 Paços Ferreira,1.25,5.5,13.0
1554,1516,22,6,2015-09-26,Boavista 0 - 0 Sporting CP,9.5,5.0,1.33
1555,1516,22,6,2015-09-27,Arouca 2 - 2 Belenenses,2.4,3.0,3.2
1556,1516,22,6,2015-09-27,Estoril 2 - 1 U. Madeira,1.73,3.4,5.25
1557,1516,22,6,2015-09-27,V. Guimarães 0 - 1 SC Braga,3.5,3.0,2.25
1558,1516,22,6,2015-09-27,Marítimo 1 - 0 Tondela,1.73,3.6,4.75
1559,1516,22,6,2015-09-27,Nacional 1 - 1 V. Setúbal,1.91,3.4,4.0
1560,1516,22,6,2015-09-28,Rio Ave 1 - 0 Académica,1.62,3.6,6.0
1561,1516,22,7,2015-02-10,V. Setúbal 1 - 0 Estoril,2.5,3.2,2.88
1562,1516,22,7,2015-03-10,Académica 1 - 0 Marítimo,4.0,3.1,2.05
1563,1516,22,7,2015-03-10,Paços Ferreira 3 - 1 Nacional,2.2,3.5,3.1
1564,1516,22,7,2015-03-10,Rio Ave 1 - 0 Boavista,2.05,3.3,3.6
1565,1516,22,7,2015-03-10,Tondela 1 - 1 Moreirense,2.38,3.1,3.1
1566,1516,22,7,2015-04-10,FC Porto 4 - 0 Belenenses,1.14,7.0,21.0
1567,1516,22,7,2015-04-10,SC Braga 0 - 0 Arouca,1.53,4.0,6.0
1568,1516,22,7,2015-04-10,Sporting CP 5 - 1 V. Guimarães,1.29,5.5,10.0
1569,1516,22,8,2015-10-23,Nacional 0 - 0 Boavista,1.91,3.25,4.33
1570,1516,22,8,2015-10-24,Estoril 2 - 2 Rio Ave,2.2,3.1,3.5
1571,1516,22,8,2015-10-24,V. Guimarães 1 - 1 Académica,1.7,3.6,5.0
1572,1516,22,8,2015-10-24,Marítimo 0 - 2 Paços Ferreira,1.91,3.4,4.0
1573,1516,22,8,2015-10-25,Arouca 1 - 1 Tondela,1.85,3.2,4.75
1574,1516,22,8,2015-10-25,SL Benfica 0 - 3 Sporting CP,2.2,3.2,3.4
1575,1516,22,8,2015-10-25,Moreirense 0 - 2 V. Setúbal,2.3,3.2,3.2
1576,1516,22,8,2015-10-25,FC Porto 0 - 0 SC Braga,1.33,4.75,9.5
1577,1516,22,8,2015-10-26,Belenenses 1 - 0 U. Madeira,1.83,3.4,4.5
1578,1516,22,9,2015-10-30,Tondela 0 - 4 SL Benfica,13.0,5.25,1.25
1579,1516,22,9,2015-10-31,SC Braga 4 - 0 Belenenses,1.5,4.0,6.5
1580,1516,22,9,2015-10-31,Sporting CP 1 - 0 Estoril,1.2,6.0,15.0
1581,1516,22,9,2015-01-11,Académica 1 - 1 Moreirense,2.35,3.0,3.25
1582,1516,22,9,2015-01-11,Boavista 0 - 1 Marítimo,2.7,3.2,2.6
1583,1516,22,9,2015-01-11,Rio Ave 1 - 0 Nacional,2.3,3.1,3.3
1584,1516,22,9,2015-01-11,V. Setúbal 0 - 0 Arouca,2.1,3.1,3.75
1585,1516,22,9,2015-02-11,Paços Ferreira 0 - 1 V. Guimarães,2.15,3.2,3.5
1586,1516,22,10,2015-06-11,Estoril 1 - 1 Académica,1.75,3.4,5.0
1587,1516,22,10,2015-07-11,V. Guimarães 0 - 1 Nacional,2.1,3.25,3.5
1588,1516,22,10,2015-08-11,Arouca 0 - 1 Sporting CP,9.0,4.5,1.36
1589,1516,22,10,2015-08-11,SL Benfica 2 - 0 Boavista,1.14,7.5,19.0
1590,1516,22,10,2015-08-11,Marítimo 3 - 2 Rio Ave,2.1,3.1,3.8
1591,1516,22,10,2015-08-11,Moreirense 2 - 0 Paços Ferreira,2.63,3.1,2.75
1592,1516,22,10,2015-08-11,FC Porto 2 - 0 V. Setúbal,1.18,7.0,13.0
1593,1516,22,10,2015-09-11,Belenenses 2 - 1 Tondela,1.75,3.5,4.75
1594,1516,22,10,2015-09-11,U. Madeira 0 - 1 SC Braga,4.0,3.4,1.91
1595,1516,22,11,2015-11-27,Nacional 3 - 1 Marítimo,2.38,3.1,3.1
1596,1516,22,11,2015-11-28,Boavista 1 - 2 V. Guimarães,2.5,3.0,3.0
1597,1516,22,11,2015-11-28,V. Setúbal 2 - 2 U. Madeira,1.91,3.2,4.33
1598,1516,22,11,2015-11-28,Tondela 0 - 1 FC Porto,19.0,6.5,1.17
1599,1516,22,11,2015-11-29,Académica 1 - 1 Arouca,2.5,3.0,3.0
1600,1516,22,11,2015-11-29,Paços Ferreira 2 - 0 Estoril,2.1,3.1,3.8
1601,1516,22,11,2015-11-29,Rio Ave 0 - 1 Moreirense,1.83,3.4,4.5
1602,1516,22,11,2015-11-30,SC Braga 0 - 2 SL Benfica,3.0,3.25,2.38
1603,1516,22,11,2015-11-30,Sporting CP 1 - 0 Belenenses,1.17,7.5,13.0
1604,1516,22,9,2015-02-12,U. Madeira 0 - 4 FC Porto,11.0,5.0,1.29
1605,1516,22,12,2015-04-12,SL Benfica 3 - 0 Académica,1.17,6.5,19.0
1606,1516,22,12,2015-05-12,Belenenses 0 - 3 V. Setúbal,2.3,3.0,3.4
1607,1516,22,12,2015-05-12,Marítimo 0 - 1 Sporting CP,7.5,3.8,1.5
1608,1516,22,12,2015-05-12,FC Porto 2 - 1 Paços Ferreira,1.18,6.5,15.0
1609,1516,22,12,2015-06-12,Arouca 3 - 2 Boavista,2.15,3.0,3.75
1610,1516,22,12,2015-06-12,Estoril 1 - 1 Nacional,2.38,3.1,3.1
1611,1516,22,12,2015-06-12,Moreirense 0 - 0 SC Braga,5.75,3.3,1.7
1612,1516,22,12,2015-06-12,U. Madeira 2 - 0 Tondela,2.1,3.0,4.0
1613,1516,22,12,2015-07-12,V. Guimarães 3 - 1 Rio Ave,2.3,3.1,3.3
1614,1516,22,13,2015-11-12,Boavista 1 - 1 Estoril,2.6,2.9,3.0
1615,1516,22,13,2015-12-12,V. Guimarães 3 - 4 Marítimo,2.4,3.0,3.2
1616,1516,22,13,2015-12-12,Paços Ferreira 6 - 0 U. Madeira,1.8,3.2,5.0
1617,1516,22,13,2015-12-12,Rio Ave 3 - 1 Arouca,2.0,3.1,4.2
1618,1516,22,13,2015-12-12,V. Setúbal 2 - 4 SL Benfica,7.0,4.33,1.44
1619,1516,22,13,2015-12-13,Sporting CP 3 - 1 Moreirense,1.17,7.0,15.0
1620,1516,22,13,2015-12-13,Tondela 0 - 1 SC Braga,7.0,3.75,1.53
1621,1516,22,13,2015-12-14,Académica 4 - 3 Belenenses,2.5,3.0,3.0
1622,1516,22,13,2015-12-14,Nacional 1 - 2 FC Porto,7.5,4.5,1.4
1623,1516,22,7,2015-12-15,U. Madeira 0 - 0 SL Benfica,10.0,4.75,1.33
1624,1516,22,14,2015-12-19,Arouca 4 - 1 Marítimo,2.5,3.2,2.88
1625,1516,22,14,2015-12-19,Estoril 0 - 1 V. Guimarães,2.2,3.1,3.5
1626,1516,22,14,2015-12-20,SL Benfica 3 - 1 Rio Ave,1.29,4.5,15.0
1627,1516,22,14,2015-12-20,Moreirense 2 - 0 Nacional,2.5,3.25,2.8
1628,1516,22,14,2015-12-20,FC Porto 3 - 1 Académica,1.14,7.0,21.0
1629,1516,22,14,2015-12-20,Tondela 1 - 3 V. Setúbal,2.8,3.25,2.5
1630,1516,22,14,2015-12-20,U. Madeira 1 - 0 Sporting CP,9.0,5.0,1.33
1631,1516,22,14,2015-12-21,Belenenses 1 - 0 Boavista,2.2,3.1,3.5
1632,1516,22,14,2015-12-21,SC Braga 1 - 1 Paços Ferreira,1.62,3.4,6.5
1633,1516,22,15,2016-02-01,Académica 3 - 1 U. Madeira,2.38,3.0,3.2
1634,1516,22,15,2016-02-01,Boavista 0 - 3 Moreirense,2.5,3.0,3.0
1635,1516,22,15,2016-02-01,V. Guimarães 0 - 1 SL Benfica,6.5,3.8,1.53
1636,1516,22,15,2016-02-01,Marítimo 1 - 1 Estoril,1.91,3.3,4.2
1637,1516,22,15,2016-02-01,Nacional 2 - 2 Arouca,2.05,3.1,4.0
1638,1516,22,15,2016-02-01,Paços Ferreira 2 - 2 Belenenses,1.85,3.5,4.2
1639,1516,22,15,2016-02-01,V. Setúbal 1 - 1 SC Braga,4.0,3.4,1.91
1640,1516,22,15,2016-02-01,Sporting CP 2 - 0 FC Porto,2.4,3.2,3.0
1641,1516,22,15,2016-03-01,Rio Ave 2 - 3 Tondela,1.57,3.5,7.0
1642,1516,22,16,2016-06-01,Arouca 1 - 0 Estoril,2.38,3.1,3.1
1643,1516,22,16,2016-06-01,Belenenses 2 - 2 Nacional,2.45,3.1,3.0
1644,1516,22,16,2016-06-01,SL Benfica 6 - 0 Marítimo,1.33,5.0,9.0
1645,1516,22,16,2016-06-01,Moreirense 3 - 4 V. Guimarães,2.63,3.1,2.75
1646,1516,22,16,2016-06-01,FC Porto 1 - 1 Rio Ave,1.18,6.5,15.0
1647,1516,22,16,2016-06-01,V. Setúbal 0 - 6 Sporting CP,8.5,4.33,1.4
1648,1516,22,16,2016-06-01,SC Braga 3 - 0 Académica,1.3,5.0,11.0
1649,1516,22,16,2016-06-01,Tondela 0 - 2 Paços Ferreira,3.5,3.1,2.2
1650,1516,22,16,2016-06-01,U. Madeira 1 - 0 Boavista,2.25,3.0,3.5
1651,1516,22,17,2016-09-01,V. Guimarães 2 - 2 Arouca,2.0,3.3,3.8
1652,1516,22,17,2016-10-01,Académica 2 - 1 Tondela,2.0,3.1,4.2
1653,1516,22,17,2016-10-01,Boavista 0 - 5 FC Porto,15.0,5.25,1.25
1654,1516,22,17,2016-10-01,Estoril 2 - 0 Belenenses,2.1,3.1,3.75
1655,1516,22,17,2016-10-01,Marítimo 5 - 1 Moreirense,2.0,3.2,4.0
1656,1516,22,17,2016-10-01,Rio Ave 1 - 0 U. Madeira,1.75,3.5,4.75
1657,1516,22,17,2016-10-01,Sporting CP 3 - 2 SC Braga,1.57,3.8,6.0
1658,1516,22,17,2016-11-01,Nacional 1 - 4 SL Benfica,5.0,4.0,1.62
1659,1516,22,17,2016-11-01,Paços Ferreira 2 - 1 V. Setúbal,1.85,3.3,4.5
1660,1516,22,18,2016-01-15,Sporting CP 2 - 2 Tondela,1.08,10.0,23.0
1661,1516,22,18,2016-01-16,Académica 1 - 1 Paços Ferreira,3.0,3.2,2.38
1662,1516,22,18,2016-01-16,Estoril 1 - 2 SL Benfica,8.0,4.0,1.45
1663,1516,22,18,2016-01-16,Marítimo 0 - 1 U. Madeira,1.67,3.75,5.0
1664,1516,22,18,2016-01-17,Arouca 1 - 2 Moreirense,2.05,3.2,3.8
1665,1516,22,18,2016-01-17,V. Guimarães 1 - 0 FC Porto,8.5,4.33,1.4
1666,1516,22,18,2016-01-17,Nacional 2 - 3 SC Braga,4.0,3.4,1.91
1667,1516,22,18,2016-01-17,Rio Ave 1 - 2 Belenenses,1.8,3.5,4.5
1668,1516,22,18,2016-01-18,Boavista 4 - 0 V. Setúbal,2.7,3.0,2.8
1669,1516,22,19,2016-01-22,V. Setúbal 2 - 1 Académica,2.25,3.0,3.5
1670,1516,22,19,2016-01-23,SL Benfica 3 - 1 Arouca,1.17,6.5,19.0
1671,1516,22,19,2016-01-23,Moreirense 1 - 3 Estoril,2.38,3.0,3.2
1672,1516,22,19,2016-01-23,Paços Ferreira 1 - 3 Sporting CP,8.5,4.0,1.44
1673,1516,22,19,2016-01-23,U. Madeira 3 - 0 Nacional,3.1,3.1,2.38
1674,1516,22,19,2016-01-24,Belenenses 3 - 3 V. Guimarães,2.6,3.0,2.9
1675,1516,22,19,2016-01-24,FC Porto 1 - 0 Marítimo,1.17,6.5,17.0
1676,1516,22,19,2016-01-24,SC Braga 5 - 1 Rio Ave,1.53,3.9,6.25
1677,1516,22,19,2016-01-25,Tondela 1 - 2 Boavista,2.5,3.0,3.0
1678,1516,22,20,2016-01-29,V. Guimarães 3 - 1 U. Madeira,1.62,3.75,5.75
1679,1516,22,20,2016-01-30,Estoril 1 - 3 FC Porto,9.0,5.0,1.33
1680,1516,22,20,2016-01-30,Sporting CP 3 - 2 Académica,1.17,7.0,15.0
1681,1516,22,20,2016-01-31,Arouca 2 - 2 Paços Ferreira,2.5,3.1,2.9
1682,1516,22,20,2016-01-31,Boavista 0 - 0 SC Braga,6.0,3.6,1.6
1683,1516,22,20,2016-01-31,Moreirense 1 - 4 SL Benfica,11.0,5.0,1.29
1684,1516,22,20,2016-01-31,Nacional 3 - 1 Tondela,1.62,3.5,6.25
1685,1516,22,20,2016-01-31,Rio Ave 2 - 1 V. Setúbal,1.83,3.25,4.75
1686,1516,22,20,2016-01-02,Marítimo 1 - 2 Belenenses,1.85,3.4,4.33
1687,1516,22,21,2016-05-02,Belenenses 0 - 5 SL Benfica,11.0,4.75,1.3
1688,1516,22,21,2016-06-02,V. Setúbal 1 - 1 Marítimo,2.75,3.25,2.55
1689,1516,22,21,2016-06-02,Tondela 1 - 1 V. Guimarães,3.8,3.2,2.05
1690,1516,22,21,2016-07-02,Académica 2 - 2 Nacional,2.8,3.2,2.55
1691,1516,22,21,2016-07-02,Paços Ferreira 0 - 1 Boavista,2.0,3.1,4.2
1692,1516,22,21,2016-07-02,FC Porto 1 - 2 Arouca,1.17,6.5,19.0
