,Season,SeasonOrder,Round,Date,Match,B365H,B365D,B365A
0,2021,27,1,2020-09-18,Famalicão 1 - 5 SL Benfica,7.5,5.0,1.36
1,2021,27,1,2020-09-18,V. Guimarães 0 - 1 Belenenses,1.45,4.33,7.0
2,2021,27,1,2020-09-19,Nacional 3 - 3 Boavista,2.55,3.1,2.87
3,2021,27,1,2020-09-19,FC Porto 3 - 1 SC Braga,1.61,4.0,5.0
4,2021,27,1,2020-09-20,Santa Clara 2 - 0 Marítimo,2.1,3.2,3.6
5,2021,27,1,2020-09-20,Moreirense 2 - 0 Farense,2.2,3.3,3.3
6,2021,27,1,2020-09-20,Tondela 1 - 1 Rio Ave,3.75,3.3,2.0
7,2021,27,1,2020-09-21,Portimonense 1 - 1 Paços Ferreira,2.15,3.2,3.5
8,2021,27,2,2020-09-25,SC Braga 0 - 1 Santa Clara,1.4,4.5,8.0
9,2021,27,2,2020-09-26,Marítimo 2 - 1 Tondela,2.2,3.0,3.6
10,2021,27,2,2020-09-26,SL Benfica 2 - 0 Moreirense,1.14,7.5,17.0
11,2021,27,2,2020-09-26,Boavista 0 - 5 FC Porto,7.5,4.33,1.4
12,2021,27,2,2020-09-27,Farense 0 - 1 Nacional,2.05,3.3,3.6
13,2021,27,2,2020-09-27,Gil Vicente 1 - 0 Portimonense,2.7,3.0,2.75
14,2021,27,2,2020-09-27,Paços Ferreira 0 - 2 Sporting CP,3.6,3.2,2.1
15,2021,27,2,2020-09-27,Rio Ave 0 - 0 V. Guimarães,2.87,3.1,2.55
16,2021,27,2,2020-09-28,Belenenses 1 - 2 Famalicão,2.4,3.2,3.0
17,2021,27,3,2020-02-10,Moreirense 1 - 1 Boavista,2.45,3.0,3.1
18,2021,27,3,2020-02-10,V. Guimarães 1 - 0 Paços Ferreira,1.7,3.6,5.0
19,2021,27,3,2020-03-10,Santa Clara 0 - 0 Gil Vicente,2.2,3.0,3.6
20,2021,27,3,2020-03-10,FC Porto 2 - 3 Marítimo,1.16,7.0,15.0
21,2021,27,3,2020-03-10,Tondela 0 - 4 SC Braga,6.0,4.2,1.55
22,2021,27,3,2020-04-10,Nacional 0 - 0 Belenenses,2.2,3.1,3.5
23,2021,27,3,2020-04-10,SL Benfica 3 - 2 Farense,1.11,9.0,17.0
24,2021,27,3,2020-04-10,Famalicão 1 - 1 Rio Ave,2.6,3.3,2.62
25,2021,27,3,2020-04-10,Portimonense 0 - 2 Sporting CP,4.2,3.6,1.83
26,2021,27,4,2020-10-17,Gil Vicente 1 - 1 Tondela,2.0,3.1,3.75
27,2021,27,4,2020-10-17,Marítimo 1 - 2 Portimonense,2.4,3.1,3.1
28,2021,27,4,2020-10-17,SC Braga 2 - 1 Nacional,1.33,4.5,7.0
29,2021,27,4,2020-10-17,Sporting CP 2 - 2 FC Porto,3.0,3.25,2.1
30,2021,27,4,2020-10-18,Belenenses 0 - 0 Moreirense,2.3,3.1,3.25
31,2021,27,4,2020-10-18,Paços Ferreira 2 - 1 Santa Clara,2.5,2.9,2.87
32,2021,27,4,2020-10-18,Farense 3 - 3 Famalicão,2.4,3.25,2.9
33,2021,27,4,2020-10-18,Rio Ave 0 - 3 SL Benfica,5.0,4.0,1.5
34,2021,27,4,2020-10-19,Boavista 0 - 1 V. Guimarães,3.8,3.3,2.0
35,2021,27,5,2020-10-23,Tondela 1 - 0 Portimonense,3.5,3.2,2.1
36,2021,27,5,2020-10-24,Nacional 1 - 1 Paços Ferreira,2.62,3.1,2.75
37,2021,27,5,2020-10-24,Santa Clara 1 - 2 Sporting CP,4.0,3.4,1.9
38,2021,27,5,2020-10-24,FC Porto 1 - 0 Gil Vicente,1.22,6.0,12.0
39,2021,27,5,2020-10-25,Farense 0 - 1 Rio Ave,3.2,3.3,2.2
40,2021,27,5,2020-10-25,Moreirense 2 - 1 Marítimo,2.6,3.2,2.75
41,2021,27,5,2020-10-25,Famalicão 2 - 2 Boavista,2.35,3.25,3.0
42,2021,27,5,2020-10-25,V. Guimarães 0 - 1 SC Braga,2.8,3.3,2.45
43,2021,27,5,2020-10-26,SL Benfica 2 - 0 Belenenses,1.11,8.5,19.0
44,2021,27,1,2020-10-28,Sporting CP 3 - 1 Gil Vicente,1.44,4.5,7.5
45,2021,27,6,2020-10-30,Paços Ferreira 3 - 2 FC Porto,6.5,4.2,1.5
46,2021,27,6,2020-10-31,Belenenses 1 - 1 Farense,2.45,3.0,3.0
47,2021,27,6,2020-10-31,Rio Ave 2 - 0 Moreirense,1.85,3.1,4.75
48,2021,27,6,2020-10-31,Marítimo 0 - 0 Nacional,2.1,3.2,3.6
49,2021,27,6,2020-01-11,Portimonense 1 - 2 Santa Clara,2.2,3.1,3.5
50,2021,27,6,2020-01-11,Gil Vicente 1 - 2 V. Guimarães,3.75,2.8,2.25
51,2021,27,6,2020-01-11,Sporting CP 4 - 0 Tondela,1.4,4.5,8.0
52,2021,27,6,2020-02-11,SC Braga 1 - 0 Famalicão,1.36,4.75,8.0
53,2021,27,6,2020-02-11,Boavista 3 - 0 SL Benfica,10.0,6.0,1.25
54,2021,27,7,2020-06-11,Belenenses 0 - 0 Rio Ave,3.5,3.2,2.15
55,2021,27,7,2020-07-11,Tondela 2 - 0 Santa Clara,2.87,3.2,2.5
56,2021,27,7,2020-07-11,Famalicão 2 - 1 Marítimo,2.15,3.25,3.3
57,2021,27,7,2020-07-11,V. Guimarães 0 - 4 Sporting CP,3.8,3.0,2.1
58,2021,27,7,2020-08-11,Farense 3 - 1 Boavista,2.5,3.1,2.9
59,2021,27,7,2020-08-11,Nacional 2 - 1 Gil Vicente,2.55,3.0,2.9
60,2021,27,7,2020-08-11,FC Porto 3 - 1 Portimonense,1.2,6.5,13.0
61,2021,27,7,2020-08-11,SL Benfica 2 - 3 SC Braga,1.57,4.2,5.25
62,2021,27,8,2020-11-27,Paços Ferreira 2 - 0 Famalicão,2.1,3.2,3.6
63,2021,27,8,2020-11-27,Tondela 0 - 2 V. Guimarães,4.33,3.6,1.8
64,2021,27,8,2020-11-28,Santa Clara 0 - 1 FC Porto,6.5,4.25,1.5
65,2021,27,8,2020-11-28,Sporting CP 2 - 1 Moreirense,1.25,5.75,11.0
66,2021,27,8,2020-11-29,Gil Vicente 2 - 0 Rio Ave,2.9,3.4,2.3
67,2021,27,8,2020-11-29,Portimonense 1 - 0 Nacional,2.1,3.5,3.3
68,2021,27,8,2020-11-29,Boavista 0 - 0 Belenenses,2.1,3.1,3.75
69,2021,27,8,2020-11-29,SC Braga 1 - 0 Farense,1.33,5.0,9.0
70,2021,27,8,2020-11-30,Marítimo 1 - 2 SL Benfica,9.0,5.5,1.3
71,2021,27,7,2020-01-12,Moreirense 0 - 1 Paços Ferreira,3.6,3.25,2.1
72,2021,27,9,2020-05-12,V. Guimarães 1 - 0 Portimonense,1.9,3.5,4.0
73,2021,27,9,2020-05-12,Moreirense 1 - 1 Gil Vicente,3.1,3.2,2.45
74,2021,27,9,2020-05-12,Famalicão 2 - 2 Sporting CP,5.75,4.2,1.53
75,2021,27,9,2020-05-12,FC Porto 4 - 3 Tondela,1.18,7.0,15.0
76,2021,27,9,2020-06-12,Nacional 1 - 3 Santa Clara,2.75,3.1,2.62
77,2021,27,9,2020-06-12,Rio Ave 0 - 0 Boavista,1.9,3.3,4.2
78,2021,27,9,2020-06-12,Belenenses 2 - 1 SC Braga,6.0,3.8,1.57
79,2021,27,9,2020-06-12,SL Benfica 2 - 1 Paços Ferreira,1.25,5.5,12.0
80,2021,27,9,2020-07-12,Farense 2 - 1 Marítimo,2.4,3.3,2.87
81,2021,27,10,2020-12-18,Portimonense 0 - 0 Famalicão,2.4,3.2,3.0
82,2021,27,10,2020-12-19,Marítimo 1 - 0 Belenenses,2.37,3.1,3.2
83,2021,27,10,2020-12-19,Tondela 0 - 0 Moreirense,2.37,3.2,3.0
84,2021,27,10,2020-12-19,Sporting CP 1 - 0 Farense,1.3,5.5,8.5
85,2021,27,10,2020-12-20,Paços Ferreira 1 - 1 Boavista,2.25,3.4,3.1
86,2021,27,10,2020-12-20,Gil Vicente 0 - 2 SL Benfica,7.0,4.75,1.4
87,2021,27,10,2020-12-20,FC Porto 2 - 0 Nacional,1.25,6.0,10.0
88,2021,27,10,2020-12-21,Santa Clara 0 - 4 V. Guimarães,2.8,3.2,2.5
89,2021,27,10,2020-12-22,SC Braga 3 - 0 Rio Ave,1.5,4.0,6.0
90,2021,27,11,2020-12-27,Famalicão 0 - 1 Gil Vicente,2.45,3.0,3.1
91,2021,27,11,2020-12-27,Nacional 2 - 0 Tondela,2.0,3.4,3.6
92,2021,27,11,2020-12-27,Farense 1 - 1 Paços Ferreira,2.75,3.25,2.55
93,2021,27,11,2020-12-27,Belenenses 1 - 2 Sporting CP,7.0,4.33,1.45
94,2021,27,11,2020-12-28,Rio Ave 1 - 3 Marítimo,1.85,3.4,4.33
95,2021,27,11,2020-12-28,Boavista 1 - 4 SC Braga,5.0,3.6,1.7
96,2021,27,11,2020-12-29,SL Benfica 2 - 1 Portimonense,1.2,6.5,12.0
97,2021,27,11,2020-12-29,Moreirense 1 - 0 Santa Clara,2.5,3.1,2.7
98,2021,27,11,2020-12-29,V. Guimarães 2 - 3 FC Porto,4.2,4.0,1.65
99,2021,27,12,2021-02-01,Sporting CP 2 - 0 SC Braga,2.0,3.6,3.5
100,2021,27,12,2021-03-01,Tondela 1 - 0 Famalicão,3.0,3.0,2.5
101,2021,27,12,2021-03-01,Marítimo 0 - 0 Boavista,2.6,3.0,2.9
102,2021,27,12,2021-03-01,Santa Clara 1 - 1 SL Benfica,6.5,4.5,1.45
103,2021,27,12,2021-03-01,Paços Ferreira 2 - 0 Rio Ave,2.3,2.87,3.5
104,2021,27,12,2021-03-01,FC Porto 3 - 0 Moreirense,1.2,6.0,13.0
105,2021,27,12,2021-04-01,Gil Vicente 0 - 0 Belenenses,2.15,3.1,3.75
106,2021,27,12,2021-04-01,Portimonense 2 - 0 Farense,2.15,3.25,3.4
107,2021,27,13,2021-07-01,SC Braga 2 - 1 Marítimo,1.33,5.25,8.5
108,2021,27,13,2021-08-01,Nacional 0 - 2 Sporting CP,7.5,4.5,1.4
109,2021,27,13,2021-08-01,SL Benfica 2 - 0 Tondela,1.11,9.0,19.0
110,2021,27,13,2021-08-01,Rio Ave 3 - 0 Portimonense,2.1,3.0,4.0
111,2021,27,13,2021-08-01,Famalicão 1 - 4 FC Porto,8.0,5.25,1.33
112,2021,27,13,2021-09-01,Moreirense 2 - 2 V. Guimarães,3.6,3.2,2.15
113,2021,27,13,2021-09-01,Boavista 1 - 1 Santa Clara,2.37,3.0,3.2
114,2021,27,13,2021-10-01,Farense 3 - 1 Gil Vicente,2.5,2.9,3.0
115,2021,27,13,2021-10-01,Belenenses 0 - 2 Paços Ferreira,3.1,3.0,2.4
116,2021,27,14,2021-01-15,Sporting CP 1 - 1 Rio Ave,1.5,4.1,6.5
117,2021,27,14,2021-01-15,FC Porto 1 - 1 SL Benfica,2.15,3.4,3.25
118,2021,27,14,2021-01-16,Paços Ferreira 2 - 0 SC Braga,4.33,3.5,1.83
119,2021,27,14,2021-01-16,Tondela 3 - 1 Boavista,3.1,3.3,2.3
120,2021,27,14,2021-01-17,Nacional 0 - 1 Moreirense,2.37,3.1,3.1
121,2021,27,14,2021-01-17,Santa Clara 1 - 2 Famalicão,2.25,3.2,3.2
122,2021,27,14,2021-01-17,Gil Vicente 0 - 1 Marítimo,2.2,3.1,3.5
123,2021,27,14,2021-01-18,Portimonense 1 - 0 Belenenses,2.37,3.25,2.9
124,2021,27,12,2021-01-21,V. Guimarães 3 - 1 Nacional,1.6,3.8,4.75
125,2021,27,15,2021-01-24,Marítimo 0 - 3 Paços Ferreira,2.87,3.0,2.62
126,2021,27,15,2021-01-24,Moreirense 2 - 2 Portimonense,2.7,3.2,2.62
127,2021,27,15,2021-01-24,Famalicão 0 - 1 V. Guimarães,3.4,3.1,2.2
128,2021,27,15,2021-01-25,Belenenses 2 - 0 Tondela,2.2,3.0,3.6
129,2021,27,15,2021-01-25,Rio Ave 1 - 2 Santa Clara,1.9,3.1,4.5
130,2021,27,15,2021-01-25,SL Benfica 1 - 1 Nacional,1.16,7.0,15.0
131,2021,27,15,2021-01-25,Farense 0 - 1 FC Porto,8.0,4.33,1.4
132,2021,27,15,2021-01-26,SC Braga 1 - 0 Gil Vicente,1.4,4.5,7.5
133,2021,27,15,2021-01-26,Boavista 0 - 2 Sporting CP,7.0,4.0,1.5
134,2021,27,16,2021-01-30,Nacional 2 - 1 Famalicão,2.8,3.1,2.6
135,2021,27,16,2021-01-30,Tondela 2 - 0 Farense,2.55,3.0,2.7
136,2021,27,16,2021-01-30,Portimonense 1 - 2 Boavista,2.15,3.0,3.4
137,2021,27,16,2021-01-31,V. Guimarães 1 - 0 Marítimo,1.72,3.6,5.0
138,2021,27,16,2021-01-02,Santa Clara 2 - 0 Belenenses,2.1,3.1,3.75
139,2021,27,16,2021-01-02,FC Porto 2 - 0 Rio Ave,1.3,5.25,9.0
140,2021,27,16,2021-01-02,Moreirense 0 - 4 SC Braga,5.5,4.0,1.5
141,2021,27,16,2021-01-02,Sporting CP 1 - 0 SL Benfica,2.6,3.3,2.62
142,2021,27,16,2021-02-02,Gil Vicente 1 - 2 Paços Ferreira,3.0,3.0,2.5
143,2021,27,17,2021-04-02,Farense 1 - 1 Santa Clara,2.7,2.9,2.87
144,2021,27,17,2021-04-02,Belenenses 0 - 0 FC Porto,8.5,4.6,1.36
145,2021,27,17,2021-04-02,SC Braga 2 - 1 Portimonense,1.4,4.6,7.0
146,2021,27,17,2021-04-02,Famalicão 0 - 2 Moreirense,2.05,3.1,4.0
147,2021,27,17,2021-05-02,Rio Ave 0 - 0 Nacional,1.83,3.1,5.0
148,2021,27,17,2021-05-02,SL Benfica 0 - 0 V. Guimarães,1.44,4.5,6.5
149,2021,27,17,2021-05-02,Marítimo 0 - 2 Sporting CP,7.5,4.0,1.45
150,2021,27,17,2021-05-02,Boavista 1 - 2 Gil Vicente,2.25,2.8,3.75
151,2021,27,17,2021-05-02,Paços Ferreira 2 - 1 Tondela,1.7,3.6,5.0
152,2021,27,18,2021-07-02,SC Braga 2 - 2 FC Porto,3.0,3.4,2.3
153,2021,27,18,2021-08-02,Farense 1 - 2 Moreirense,2.37,3.2,3.1
154,2021,27,18,2021-08-02,SL Benfica 2 - 0 Famalicão,1.22,6.5,11.0
155,2021,27,18,2021-08-02,Marítimo 1 - 2 Santa Clara,2.55,3.1,2.9
156,2021,27,18,2021-08-02,Belenenses 1 - 1 V. Guimarães,3.2,3.2,2.25
157,2021,27,18,2021-09-02,Paços Ferreira 0 - 0 Portimonense,2.05,3.2,3.8
158,2021,27,18,2021-09-02,Rio Ave 2 - 1 Tondela,1.8,3.6,4.33
159,2021,27,18,2021-09-02,Boavista 0 - 1 Nacional,2.25,3.2,3.25
160,2021,27,18,2021-09-02,Gil Vicente 1 - 2 Sporting CP,6.5,3.8,1.55
161,2021,27,19,2021-12-02,Famalicão 0 - 0 Belenenses,2.45,3.0,3.1
162,2021,27,19,2021-02-13,Nacional 2 - 3 Farense,2.5,3.2,2.87
163,2021,27,19,2021-02-13,V. Guimarães 1 - 3 Rio Ave,2.15,3.4,3.25
164,2021,27,19,2021-02-13,FC Porto 2 - 2 Boavista,1.22,6.0,13.0
165,2021,27,19,2021-02-14,Portimonense 4 - 1 Gil Vicente,2.45,3.1,3.0
166,2021,27,19,2021-02-14,Santa Clara 0 - 1 SC Braga,4.5,3.6,1.75
167,2021,27,19,2021-02-14,Moreirense 1 - 1 SL Benfica,8.0,5.0,1.33
168,2021,27,19,2021-02-15,Sporting CP 2 - 0 Paços Ferreira,1.44,4.5,6.5
169,2021,27,19,2021-02-16,Tondela 2 - 1 Marítimo,2.5,3.1,2.9
170,2021,27,14,2021-02-17,V. Guimarães 2 - 2 Farense,1.9,3.25,4.2
171,2021,27,20,2021-02-19,Boavista 1 - 0 Moreirense,2.2,3.0,3.6
172,2021,27,20,2021-02-20,Belenenses 2 - 1 Nacional,2.15,3.1,3.6
173,2021,27,20,2021-02-20,Gil Vicente 1 - 0 Santa Clara,2.45,3.2,2.9
174,2021,27,20,2021-02-20,Sporting CP 2 - 0 Portimonense,1.4,4.5,7.5
175,2021,27,20,2021-02-21,Paços Ferreira 2 - 1 V. Guimarães,2.45,3.1,3.0
176,2021,27,20,2021-02-21,Rio Ave 0 - 1 Famalicão,1.95,3.3,4.0
177,2021,27,20,2021-02-21,SC Braga 4 - 2 Tondela,1.33,5.0,8.5
178,2021,27,20,2021-02-21,Farense 0 - 0 SL Benfica,6.5,4.5,1.44
179,2021,27,20,2021-02-22,Marítimo 1 - 2 FC Porto,9.0,5.25,1.3
180,2021,27,21,2021-02-26,V. Guimarães 2 - 1 Boavista,2.0,3.4,3.75
181,2021,27,21,2021-02-27,Famalicão 0 - 0 Farense,2.3,3.2,3.1
182,2021,27,21,2021-02-27,Santa Clara 3 - 0 Paços Ferreira,2.7,3.0,2.8
183,2021,27,21,2021-02-27,FC Porto 0 - 0 Sporting CP,2.05,3.4,3.5
184,2021,27,21,2021-02-28,Portimonense 0 - 0 Marítimo,1.95,3.1,4.33
185,2021,27,21,2021-02-28,Tondela 1 - 0 Gil Vicente,2.7,2.87,2.87
186,2021,27,21,2021-02-28,Nacional 1 - 2 SC Braga,6.0,3.75,1.57
187,2021,27,21,2021-01-03,SL Benfica 2 - 0 Rio Ave,1.44,4.33,7.0
188,2021,27,21,2021-01-03,Moreirense 2 - 2 Belenenses,2.6,3.0,2.9
189,2021,27,22,2021-05-03,Paços Ferreira 2 - 1 Nacional,1.7,3.5,5.25
190,2021,27,22,2021-05-03,Sporting CP 2 - 1 Santa Clara,1.4,4.2,9.0
191,2021,27,22,2021-06-03,Portimonense 3 - 0 Tondela,1.85,3.3,4.5
192,2021,27,22,2021-06-03,Gil Vicente 0 - 2 FC Porto,6.5,4.0,1.5
193,2021,27,22,2021-06-03,Boavista 3 - 0 Famalicão,2.25,3.1,3.4
194,2021,27,22,2021-07-03,Marítimo 0 - 2 Moreirense,2.2,3.0,3.6
195,2021,27,22,2021-07-03,Rio Ave 2 - 0 Farense,2.0,3.0,4.2
196,2021,27,22,2021-08-03,Belenenses 0 - 3 SL Benfica,6.5,4.5,1.44
197,2021,27,22,2021-09-03,SC Braga 3 - 0 V. Guimarães,1.57,4.0,5.5
198,2021,27,23,2021-12-03,Nacional 1 - 2 Marítimo,2.7,3.0,2.7
199,2021,27,23,2021-03-13,Farense 0 - 1 Belenenses,2.4,3.2,3.0
200,2021,27,23,2021-03-13,SL Benfica 2 - 0 Boavista,1.3,5.0,9.5
201,2021,27,23,2021-03-13,Santa Clara 2 - 0 Portimonense,2.5,3.0,3.1
202,2021,27,23,2021-03-13,Tondela 0 - 1 Sporting CP,8.0,4.5,1.4
203,2021,27,23,2021-03-14,Moreirense 1 - 1 Rio Ave,3.0,3.2,2.4
204,2021,27,23,2021-03-14,V. Guimarães 2 - 4 Gil Vicente,1.95,3.25,4.1
205,2021,27,23,2021-03-14,FC Porto 2 - 0 Paços Ferreira,1.44,4.5,6.5
206,2021,27,23,2021-03-15,Famalicão 2 - 2 SC Braga,5.0,3.75,1.66
207,2021,27,24,2021-03-19,Gil Vicente 2 - 0 Nacional,2.0,3.2,4.0
208,2021,27,24,2021-03-20,Paços Ferreira 3 - 0 Moreirense,1.85,3.4,4.33
209,2021,27,24,2021-03-20,Santa Clara 1 - 1 Tondela,1.75,3.4,5.0
210,2021,27,24,2021-03-20,Portimonense 1 - 2 FC Porto,7.5,4.2,1.44
211,2021,27,24,2021-03-20,Sporting CP 1 - 0 V. Guimarães,1.5,3.8,7.0
212,2021,27,24,2021-03-21,Rio Ave 0 - 0 Belenenses,2.0,3.1,4.0
213,2021,27,24,2021-03-21,Boavista 0 - 1 Farense,2.1,3.2,3.5
214,2021,27,24,2021-03-21,Marítimo 0 - 4 Famalicão,2.7,3.0,2.75
215,2021,27,24,2021-03-21,SC Braga 0 - 2 SL Benfica,3.0,3.5,2.25
216,2021,27,25,2021-02-04,Nacional 1 - 5 Portimonense,2.9,3.2,2.5
217,2021,27,25,2021-03-04,Rio Ave 0 - 2 Gil Vicente,2.05,3.2,3.8
218,2021,27,25,2021-03-04,FC Porto 2 - 1 Santa Clara,1.25,5.5,12.0
219,2021,27,25,2021-04-04,Belenenses 0 - 2 Boavista,2.7,3.0,2.8
220,2021,27,25,2021-04-04,V. Guimarães 1 - 2 Tondela,1.61,3.75,5.5
221,2021,27,25,2021-04-04,Famalicão 2 - 0 Paços Ferreira,2.7,3.2,2.62
222,2021,27,25,2021-05-04,Farense 1 - 2 SC Braga,5.0,3.75,1.66
223,2021,27,25,2021-05-04,SL Benfica 1 - 0 Marítimo,1.16,7.0,15.0
224,2021,27,25,2021-05-04,Moreirense 1 - 1 Sporting CP,7.0,4.0,1.45
225,2021,27,26,2021-09-04,Portimonense 3 - 0 V. Guimarães,2.55,3.1,2.9
226,2021,27,26,2021-10-04,Marítimo 1 - 0 Farense,2.5,3.1,2.9
227,2021,27,26,2021-10-04,Boavista 3 - 3 Rio Ave,2.55,3.0,2.9
228,2021,27,26,2021-10-04,Tondela 0 - 2 FC Porto,9.5,4.0,1.4
229,2021,27,26,2021-10-04,Paços Ferreira 0 - 5 SL Benfica,7.5,4.0,1.45
230,2021,27,26,2021-11-04,Gil Vicente 1 - 2 Moreirense,2.15,3.2,3.5
231,2021,27,26,2021-11-04,Santa Clara 5 - 1 Nacional,1.8,3.5,4.5
232,2021,27,26,2021-11-04,SC Braga 1 - 1 Belenenses,1.44,4.33,7.0
233,2021,27,26,2021-11-04,Sporting CP 1 - 1 Famalicão,1.44,4.33,7.0
234,2021,27,27,2021-04-16,Boavista 2 - 0 Paços Ferreira,2.45,3.1,3.0
235,2021,27,27,2021-04-16,Farense 0 - 1 Sporting CP,5.5,3.8,1.6
236,2021,27,27,2021-04-17,V. Guimarães 1 - 0 Santa Clara,2.15,3.2,3.6
237,2021,27,27,2021-04-17,Moreirense 2 - 3 Tondela,2.2,3.2,3.3
238,2021,27,27,2021-04-17,Belenenses 2 - 0 Marítimo,2.2,3.2,3.25
239,2021,27,27,2021-04-17,SL Benfica 1 - 2 Gil Vicente,1.22,5.75,13.0
240,2021,27,27,2021-04-17,Rio Ave 0 - 0 SC Braga,4.75,3.5,1.75
241,2021,27,27,2021-04-18,Famalicão 0 - 1 Portimonense,2.15,3.1,3.6
242,2021,27,27,2021-04-18,Nacional 0 - 1 FC Porto,11.0,5.25,1.28
243,2021,27,28,2021-04-20,Paços Ferreira 0 - 2 Farense,2.45,3.2,2.9
244,2021,27,28,2021-04-21,Santa Clara 0 - 0 Moreirense,1.9,3.4,4.2
245,2021,27,28,2021-04-21,Marítimo 1 - 0 Rio Ave,2.8,3.1,2.55
246,2021,27,28,2021-04-21,SC Braga 2 - 1 Boavista,1.44,4.2,7.5
247,2021,27,28,2021-04-21,Sporting CP 2 - 2 Belenenses,1.44,4.0,8.5
248,2021,27,28,2021-04-22,Tondela 2 - 1 Nacional,1.95,3.3,4.0
249,2021,27,28,2021-04-22,Gil Vicente 0 - 3 Famalicão,2.4,3.1,3.1
250,2021,27,28,2021-04-22,Portimonense 1 - 5 SL Benfica,7.5,4.0,1.45
251,2021,27,28,2021-04-22,FC Porto 1 - 0 V. Guimarães,1.33,5.0,9.0
252,2021,27,29,2021-04-25,Boavista 0 - 1 Marítimo,2.2,3.3,3.25
253,2021,27,29,2021-04-25,Rio Ave 1 - 1 Paços Ferreira,2.1,3.25,3.6
254,2021,27,29,2021-04-25,SC Braga 0 - 1 Sporting CP,2.6,3.0,2.9
255,2021,27,29,2021-04-26,Belenenses 2 - 1 Gil Vicente,2.4,2.9,3.25
256,2021,27,29,2021-04-26,SL Benfica 2 - 1 Santa Clara,1.33,5.0,9.0
257,2021,27,29,2021-04-26,Famalicão 2 - 2 Tondela,1.9,3.2,4.0
258,2021,27,29,2021-04-26,Nacional 1 - 0 V. Guimarães,3.5,3.3,2.1
259,2021,27,29,2021-04-26,Moreirense 1 - 1 FC Porto,8.5,4.75,1.36
260,2021,27,29,2021-04-27,Farense 1 - 1 Portimonense,2.1,3.1,3.8
261,2021,27,30,2021-04-29,Marítimo 1 - 0 SC Braga,5.5,4.0,1.5
262,2021,27,30,2021-04-30,Paços Ferreira 1 - 0 Belenenses,2.2,3.2,3.1
263,2021,27,30,2021-04-30,V. Guimarães 2 - 0 Moreirense,1.9,3.5,3.8
264,2021,27,30,2021-04-30,Tondela 0 - 2 SL Benfica,9.0,5.25,1.25
265,2021,27,30,2021-04-30,FC Porto 3 - 2 Famalicão,1.36,4.5,7.0
266,2021,27,30,2021-01-05,Gil Vicente 0 - 0 Farense,2.45,3.1,2.75
267,2021,27,30,2021-01-05,Portimonense 0 - 0 Rio Ave,2.37,3.1,2.9
268,2021,27,30,2021-01-05,Santa Clara 3 - 3 Boavista,2.1,3.1,3.4
269,2021,27,30,2021-01-05,Sporting CP 2 - 0 Nacional,1.25,5.0,10.0
270,2021,27,31,2021-05-05,Marítimo 0 - 1 Gil Vicente,2.5,3.1,3.0
271,2021,27,31,2021-05-05,SC Braga 1 - 1 Paços Ferreira,1.45,3.8,8.0
272,2021,27,31,2021-05-05,Rio Ave 0 - 2 Sporting CP,5.0,3.6,1.7
273,2021,27,31,2021-06-05,Moreirense 2 - 2 Nacional,2.25,3.2,3.2
274,2021,27,31,2021-06-05,Belenenses 1 - 0 Portimonense,3.25,2.7,2.5
275,2021,27,31,2021-06-05,SL Benfica 1 - 1 FC Porto,2.35,3.4,2.9
276,2021,27,31,2021-06-05,Farense 2 - 2 V. Guimarães,2.05,3.3,3.6
277,2021,27,31,2021-07-05,Famalicão 1 - 0 Santa Clara,2.15,3.3,3.4
278,2021,27,31,2021-07-05,Boavista 1 - 1 Tondela,1.8,3.6,4.33
279,2021,27,32,2021-09-05,Paços Ferreira 1 - 1 Marítimo,2.05,3.3,3.6
280,2021,27,32,2021-09-05,Gil Vicente 1 - 1 SC Braga,5.0,3.6,1.7
281,2021,27,32,2021-10-05,Portimonense 1 - 2 Moreirense,1.83,3.6,4.33
282,2021,27,32,2021-10-05,FC Porto 5 - 1 Farense,1.3,4.75,12.0
283,1920,26,1,2019-09-08,Portimonense 0 - 0 Belenenses,1.9,3.2,4.33
284,1920,26,1,2019-10-08,Santa Clara 0 - 2 Famalicão,2.0,3.3,3.75
285,1920,26,1,2019-10-08,Gil Vicente 2 - 1 FC Porto,11.0,5.0,1.28
286,1920,26,1,2019-10-08,SL Benfica 5 - 0 Paços Ferreira,1.16,7.5,13.0
287,1920,26,1,2019-11-08,Boavista 2 - 1 Desp. Aves,2.2,3.2,3.5
288,1920,26,1,2019-11-08,Marítimo 1 - 1 Sporting CP,5.5,3.75,1.61
289,1920,26,1,2019-11-08,SC Braga 3 - 1 Moreirense,1.4,4.2,9.0
290,1920,26,1,2019-12-08,V. Setúbal 0 - 0 Tondela,2.2,3.2,3.4
291,1920,26,2,2019-08-16,Famalicão 1 - 0 Rio Ave,3.0,3.2,2.4
292,1920,26,2,2019-08-17,Moreirense 3 - 0 Gil Vicente,2.15,3.4,3.25
293,1920,26,2,2019-08-17,Belenenses 0 - 2 SL Benfica,15.0,7.0,1.16
294,1920,26,2,2019-08-17,FC Porto 4 - 0 V. Setúbal,1.16,7.5,13.0
295,1920,26,2,2019-08-18,Desp. Aves 3 - 1 Marítimo,2.3,3.2,3.2
296,1920,26,2,2019-08-18,Paços Ferreira 0 - 1 Santa Clara,2.37,3.3,2.9
297,1920,26,2,2019-08-18,V. Guimarães 1 - 1 Boavista,1.6,3.6,6.0
298,1920,26,2,2019-08-18,Sporting CP 2 - 1 SC Braga,1.95,3.3,4.0
