,Season,Jogador,J,G,PEN,AG,MPG,GTIT,GSUP,GPTS,GVIT,GRVV,PGE
19,1516,Rafa Silva [SC Braga],30.0,8.0,0.0,0.0,247.0,8.0,0.0,0.0,1.0,0.0,15.0
0,1617,Bas Dost [Sporting],31.0,34.0,7.0,0.0,80.0,33.0,1.0,0.0,6.0,1.0,50.0
1,1617,"Soares [FC Porto, V. Guimarães]",31.0,19.0,2.0,0.0,142.0,19.0,0.0,2.0,3.0,1.0,17.0
2,1617,Kostas Mitroglou [Benfica],28.0,16.0,0.0,0.0,140.0,15.0,1.0,0.0,2.0,0.0,22.0
3,1617,André Silva [FC Porto],32.0,16.0,5.0,0.0,154.0,15.0,1.0,0.0,1.0,0.0,23.0
4,1617,Jonas [Benfica],19.0,13.0,5.0,0.0,102.0,13.0,0.0,0.0,1.0,0.0,18.0
5,1617,Moussa Marega [V. Guimarães],25.0,13.0,2.0,0.0,156.0,13.0,0.0,1.0,3.0,0.0,26.0
6,1617,Rui Fonte [SC Braga],26.0,11.0,0.0,0.0,201.0,9.0,2.0,0.0,1.0,0.0,22.0
7,1617,Welthon [Paços de Ferreira],28.0,11.0,0.0,0.0,223.0,11.0,0.0,0.0,2.0,0.0,34.0
8,1617,Pizzi [Benfica],33.0,10.0,0.0,0.0,285.0,10.0,0.0,0.0,1.0,0.0,14.0
9,1617,Diogo Jota [FC Porto],27.0,8.0,0.0,0.0,182.0,4.0,4.0,0.0,0.0,0.0,11.0
10,1617,Edinho [V. Setúbal],26.0,8.0,1.0,0.0,212.0,8.0,0.0,0.0,1.0,0.0,27.0
11,1617,Hernâni [V. Guimarães],27.0,8.0,0.0,0.0,224.0,6.0,2.0,0.0,1.0,0.0,16.0
12,1617,Kléber [Estoril Praia],26.0,8.0,3.0,0.0,226.0,7.0,1.0,1.0,1.0,0.0,22.0
13,1617,Guedes [Rio Ave],31.0,8.0,0.0,0.0,241.0,8.0,0.0,1.0,1.0,0.0,20.0
14,1617,Raúl Jiménez [Benfica],19.0,7.0,2.0,0.0,110.0,6.0,1.0,1.0,2.0,0.0,10.0
15,1617,Emmanuel Boateng [Moreirense],26.0,7.0,0.0,0.0,233.0,5.0,2.0,1.0,1.0,0.0,21.0
16,1617,Iuri Medeiros [Boavista],27.0,7.0,0.0,0.0,328.0,7.0,0.0,0.0,3.0,1.0,21.0
17,1617,Raul Silva [Marítimo],29.0,7.0,0.0,0.0,371.0,7.0,0.0,1.0,1.0,0.0,21.0
18,1617,Maurides [Belenenses],12.0,6.0,1.0,0.0,155.0,6.0,0.0,0.0,1.0,1.0,22.0
19,1617,Kuca [FC Arouca],24.0,6.0,1.0,0.0,173.0,4.0,2.0,1.0,3.0,0.0,18.0
0,1718,Jonas [Benfica],30.0,34.0,8.0,0.0,73.0,34.0,0.0,3.0,3.0,0.0,43.0
1,1718,Bas Dost [Sporting],30.0,27.0,5.0,0.0,96.0,25.0,2.0,0.0,7.0,0.0,43.0
2,1718,Moussa Marega [FC Porto],29.0,22.0,0.0,0.0,110.0,20.0,2.0,0.0,2.0,0.0,27.0
3,1718,Vincent Aboubakar [FC Porto],28.0,15.0,1.0,0.0,135.0,15.0,0.0,0.0,2.0,0.0,18.0
4,1718,Fabrício Messias [Portimonense],29.0,15.0,3.0,0.0,161.0,14.0,1.0,1.0,0.0,0.0,29.0
5,1718,Raphinha [V. Guimarães],32.0,15.0,2.0,0.0,186.0,15.0,0.0,1.0,1.0,0.0,33.0
6,1718,Paulinho [SC Braga],30.0,13.0,1.0,0.0,163.0,10.0,3.0,0.0,1.0,0.0,18.0
7,1718,Paolo Hurtado [V. Guimarães],25.0,11.0,4.0,0.0,160.0,10.0,1.0,0.0,2.0,0.0,24.0
8,1718,Ricardo Horta [SC Braga],30.0,11.0,0.0,0.0,187.0,10.0,1.0,0.0,1.0,0.0,15.0
9,1718,William Oliveira [GD Chaves],28.0,11.0,0.0,0.0,206.0,10.0,1.0,2.0,0.0,0.0,23.0
10,1718,Bruno Fernandes [Sporting],33.0,11.0,2.0,0.0,255.0,11.0,0.0,1.0,2.0,1.0,17.0
11,1718,Shoya Nakajima [Portimonense],29.0,10.0,0.0,0.0,250.0,10.0,0.0,1.0,2.0,0.0,19.0
12,1718,Guedes [Rio Ave],32.0,10.0,0.0,0.0,258.0,10.0,0.0,0.0,0.0,0.0,25.0
13,1718,Joel Tagueu [Marítimo],15.0,9.0,0.0,0.0,129.0,9.0,0.0,2.0,1.0,1.0,25.0
14,1718,Edinho [V. Setúbal],33.0,9.0,4.0,0.0,177.0,7.0,2.0,1.0,1.0,0.0,23.0
15,1718,Toto Salvio [Benfica],26.0,9.0,0.0,0.0,179.0,7.0,2.0,0.0,1.0,0.0,11.0
16,1718,João Amaral [V. Setúbal],33.0,9.0,0.0,0.0,251.0,9.0,0.0,0.0,0.0,0.0,23.0
17,1718,Tomané [CD Tondela],32.0,9.0,1.0,0.0,299.0,9.0,0.0,2.0,0.0,0.0,22.0
18,1718,Pedro Tiba [GD Chaves],31.0,9.0,5.0,0.0,300.0,9.0,0.0,1.0,3.0,1.0,19.0
19,1718,Yacine Brahimi [FC Porto],33.0,9.0,0.0,0.0,307.0,9.0,0.0,0.0,1.0,0.0,11.0
0,1819,Haris Seferovic [Benfica],29.0,23.0,0.0,0.0,86.0,19.0,4.0,0.0,3.0,0.0,22.0
1,1819,Bruno Fernandes [Sporting],33.0,20.0,6.0,0.0,147.0,20.0,0.0,0.0,1.0,1.0,28.0
2,1819,Rafa Silva [Benfica],26.0,17.0,0.0,0.0,113.0,16.0,1.0,0.0,1.0,1.0,17.0
3,1819,Bas Dost [Sporting],22.0,15.0,8.0,0.0,106.0,14.0,1.0,1.0,1.0,0.0,21.0
4,1819,João Félix [Benfica],26.0,15.0,0.0,0.0,116.0,14.0,1.0,1.0,0.0,0.0,15.0
5,1819,Soares [FC Porto],28.0,15.0,3.0,0.0,137.0,14.0,1.0,0.0,3.0,1.0,20.0
6,1819,Dyego Sousa [SC Braga],33.0,15.0,2.0,0.0,161.0,15.0,0.0,1.0,3.0,0.0,27.0
7,1819,Pizzi [Benfica],34.0,13.0,5.0,0.0,215.0,13.0,0.0,0.0,1.0,0.0,13.0
8,1819,Wilson Eduardo [SC Braga],32.0,12.0,5.0,0.0,179.0,12.0,0.0,0.0,2.0,1.0,21.0
9,1819,Tomané [CD Tondela],31.0,12.0,4.0,0.0,226.0,12.0,0.0,1.0,0.0,0.0,30.0
10,1819,Jonas [Benfica],22.0,11.0,1.0,0.0,93.0,7.0,4.0,0.0,2.0,0.0,11.0
11,1819,Moussa Marega [FC Porto],29.0,11.0,1.0,0.0,227.0,11.0,0.0,0.0,3.0,2.0,15.0
12,1819,Licá [Belenenses SAD],34.0,11.0,0.0,0.0,258.0,11.0,0.0,0.0,2.0,0.0,26.0
13,1819,Bryan Róchez [Nacional],30.0,10.0,4.0,0.0,176.0,6.0,4.0,0.0,1.0,0.0,30.0
14,1819,Yacine Brahimi [FC Porto],32.0,10.0,0.0,0.0,233.0,9.0,1.0,0.0,0.0,0.0,14.0
15,1819,Bruno Moreira [Rio Ave],29.0,9.0,0.0,0.0,189.0,8.0,1.0,1.0,1.0,0.0,18.0
16,1819,Jhonder Cádiz [V. Setúbal],31.0,9.0,2.0,0.0,248.0,8.0,1.0,1.0,3.0,0.0,32.0
17,1819,Jackson Martínez [Portimonense],27.0,9.0,1.0,0.0,248.0,9.0,0.0,1.0,1.0,1.0,20.0
18,1819,Tozé [V. Guimarães],31.0,9.0,5.0,0.0,289.0,8.0,1.0,0.0,3.0,0.0,20.0
19,1819,Luiz Phellype [Sporting],14.0,8.0,0.0,0.0,105.0,8.0,0.0,0.0,1.0,0.0,11.0
0,1920,Carlos Vinícius [Benfica],32.0,18.0,0.0,0.0,99.0,12.0,6.0,0.0,3.0,0.0,25.0
1,1920,Mehdi Taremi [Rio Ave],30.0,18.0,7.0,0.0,131.0,17.0,1.0,3.0,4.0,1.0,38.0
2,1920,Pizzi [Benfica],34.0,18.0,5.0,0.0,157.0,18.0,0.0,2.0,1.0,1.0,25.0
3,1920,Paulinho [SC Braga],29.0,17.0,2.0,0.0,135.0,17.0,0.0,1.0,4.0,1.0,28.0
4,1920,Fábio Abreu [Moreirense],33.0,13.0,0.0,0.0,184.0,12.0,1.0,2.0,1.0,0.0,31.0
5,1920,Moussa Marega [FC Porto],29.0,12.0,0.0,0.0,193.0,12.0,0.0,0.0,2.0,0.0,16.0
6,1920,Fábio Martins [FC Famalicão],29.0,12.0,6.0,0.0,206.0,12.0,0.0,1.0,1.0,0.0,23.0
7,1920,Ricardo Horta [SC Braga],33.0,12.0,0.0,0.0,220.0,12.0,0.0,0.0,0.0,0.0,20.0
8,1920,Douglas Tanque [Paços de Ferreira],29.0,11.0,1.0,0.0,176.0,8.0,3.0,0.0,1.0,0.0,31.0
9,1920,Alex Telles [FC Porto],31.0,11.0,8.0,0.0,230.0,11.0,0.0,1.0,2.0,0.0,15.0
10,1920,Tiquinho Soares [FC Porto],30.0,10.0,0.0,0.0,169.0,8.0,2.0,0.0,1.0,0.0,14.0
11,1920,Toni Martínez [FC Famalicão],32.0,10.0,0.0,0.0,219.0,8.0,2.0,2.0,1.0,0.0,19.0
12,1920,Sandro Lima [Gil Vicente],32.0,10.0,3.0,0.0,254.0,8.0,2.0,2.0,2.0,0.0,25.0
13,1920,Rodrigo Pinho [Marítimo],27.0,9.0,1.0,0.0,178.0,6.0,3.0,0.0,2.0,1.0,26.0
14,1920,João Carlos Teixeira [V. Guimarães],21.0,8.0,0.0,0.0,166.0,6.0,2.0,1.0,1.0,1.0,15.0
15,1920,Bruno Fernandes [Sporting],17.0,8.0,4.0,0.0,191.0,8.0,0.0,1.0,2.0,0.0,16.0
16,1920,Francisco Trincão [SC Braga],27.0,8.0,0.0,0.0,197.0,6.0,2.0,0.0,1.0,0.0,13.0
17,1920,Bruno Duarte [V. Guimarães],24.0,8.0,0.0,0.0,199.0,7.0,1.0,0.0,1.0,0.0,15.0
18,1920,Bozhidar Kraev [Gil Vicente],32.0,8.0,0.0,0.0,283.0,7.0,1.0,0.0,2.0,1.0,20.0
19,1920,Mehrdad Mohammadi [CD Aves],28.0,8.0,3.0,0.0,291.0,8.0,0.0,0.0,2.0,0.0,33.0
0,2021,Haris Seferovic [Benfica],27.0,18.0,0.0,0.0,106.0,13.0,5.0,0.0,1.0,0.0,31.0
1,2021,Pedro Gonçalves [Sporting],28.0,17.0,0.0,0.0,140.0,17.0,0.0,0.0,4.0,1.0,31.0
2,2021,Mario González [CD Tondela],23.0,13.0,0.0,0.0,141.0,13.0,0.0,0.0,4.0,0.0,41.0
3,2021,Mehdi Taremi [FC Porto],30.0,13.0,2.0,0.0,150.0,11.0,2.0,1.0,2.0,0.0,21.0
4,2021,Sérgio Oliveira [FC Porto],29.0,12.0,7.0,0.0,183.0,12.0,0.0,1.0,0.0,0.0,20.0
5,2021,Beto [Portimonense],26.0,11.0,0.0,0.0,147.0,10.0,1.0,0.0,2.0,0.0,33.0
6,2021,Carlos Júnior [Santa Clara],28.0,10.0,2.0,1.0,242.0,10.0,0.0,2.0,1.0,1.0,27.0
7,2021,Rodrigo Pinho [Marítimo],18.0,9.0,1.0,0.0,138.0,9.0,0.0,0.0,2.0,1.0,36.0
8,2021,Óscar Estupiñán [V. Guimarães],19.0,8.0,0.0,0.0,198.0,8.0,0.0,1.0,1.0,0.0,24.0
9,2021,Joel Tagueu [Marítimo],29.0,8.0,1.0,0.0,250.0,7.0,1.0,0.0,3.0,0.0,32.0
10,2021,Ricardo Horta [SC Braga],28.0,8.0,2.0,0.0,276.0,8.0,0.0,0.0,1.0,1.0,16.0
11,2021,Ryan Gauld [Farense],29.0,8.0,4.0,0.0,321.0,8.0,0.0,1.0,1.0,0.0,30.0
12,2021,Thiago Santana [Santa Clara],9.0,7.0,1.0,0.0,109.0,7.0,0.0,0.0,2.0,0.0,19.0
13,2021,Anderson Oliveira [FC Famalicão],20.0,7.0,0.0,0.0,142.0,6.0,1.0,1.0,0.0,0.0,21.0
14,2021,Luca Waldschmidt [Benfica],25.0,7.0,1.0,0.0,189.0,5.0,2.0,0.0,2.0,1.0,12.0
15,2021,Mateo Cassierra [Belenenses SAD],28.0,7.0,0.0,0.0,232.0,7.0,0.0,2.0,0.0,0.0,33.0
16,2021,Samuel Lino [Gil Vicente],29.0,7.0,2.0,0.0,252.0,4.0,3.0,0.0,1.0,0.0,25.0
17,2021,Moussa Marega [FC Porto],29.0,7.0,0.0,0.0,278.0,7.0,0.0,1.0,1.0,0.0,11.0
18,2021,Alberth Elis [Boavista],27.0,7.0,0.0,0.0,313.0,7.0,0.0,0.0,0.0,0.0,20.0
19,2021,Douglas Tanque [Paços de Ferreira],27.0,7.0,2.0,0.0,321.0,7.0,0.0,0.0,3.0,0.0,20.0
0,2021,Haris Seferovic [Benfica],27.0,18.0,0.0,0.0,106.0,13.0,5.0,0.0,1.0,0.0,31.0
1,2021,Pedro Gonçalves [Sporting],28.0,17.0,0.0,0.0,140.0,17.0,0.0,0.0,4.0,1.0,31.0
2,2021,Mario González [CD Tondela],23.0,13.0,0.0,0.0,141.0,13.0,0.0,0.0,4.0,0.0,41.0
3,2021,Mehdi Taremi [FC Porto],30.0,13.0,2.0,0.0,150.0,11.0,2.0,1.0,2.0,0.0,21.0
4,2021,Sérgio Oliveira [FC Porto],29.0,12.0,7.0,0.0,183.0,12.0,0.0,1.0,0.0,0.0,20.0
5,2021,Beto [Portimonense],26.0,11.0,0.0,0.0,147.0,10.0,1.0,0.0,2.0,0.0,33.0
6,2021,Carlos Júnior [Santa Clara],28.0,10.0,2.0,1.0,242.0,10.0,0.0,2.0,1.0,1.0,27.0
7,2021,Rodrigo Pinho [Marítimo],18.0,9.0,1.0,0.0,138.0,9.0,0.0,0.0,2.0,1.0,36.0
8,2021,Óscar Estupiñán [V. Guimarães],19.0,8.0,0.0,0.0,198.0,8.0,0.0,1.0,1.0,0.0,24.0
9,2021,Joel Tagueu [Marítimo],29.0,8.0,1.0,0.0,250.0,7.0,1.0,0.0,3.0,0.0,32.0
10,2021,Ricardo Horta [SC Braga],28.0,8.0,2.0,0.0,276.0,8.0,0.0,0.0,1.0,1.0,16.0
11,2021,Ryan Gauld [Farense],29.0,8.0,4.0,0.0,321.0,8.0,0.0,1.0,1.0,0.0,30.0
12,2021,Thiago Santana [Santa Clara],9.0,7.0,1.0,0.0,109.0,7.0,0.0,0.0,2.0,0.0,19.0
13,2021,Anderson Oliveira [FC Famalicão],20.0,7.0,0.0,0.0,142.0,6.0,1.0,1.0,0.0,0.0,21.0
14,2021,Luca Waldschmidt [Benfica],25.0,7.0,1.0,0.0,189.0,5.0,2.0,0.0,2.0,1.0,12.0
15,2021,Mateo Cassierra [Belenenses SAD],28.0,7.0,0.0,0.0,232.0,7.0,0.0,2.0,0.0,0.0,33.0
16,2021,Samuel Lino [Gil Vicente],29.0,7.0,2.0,0.0,252.0,4.0,3.0,0.0,1.0,0.0,25.0
17,2021,Moussa Marega [FC Porto],29.0,7.0,0.0,0.0,278.0,7.0,0.0,1.0,1.0,0.0,11.0
18,2021,Alberth Elis [Boavista],27.0,7.0,0.0,0.0,313.0,7.0,0.0,0.0,0.0,0.0,20.0
19,2021,Douglas Tanque [Paços de Ferreira],27.0,7.0,2.0,0.0,321.0,7.0,0.0,0.0,3.0,0.0,20.0
