,Season,Round,HomeTeam,AwayTeam
6049,2018-2019,10,Nacional,Marítimo
6050,2018-2019,10,FC Porto,Sp. Braga
6051,2018-2019,10,V. Guimarães,Santa Clara
6052,2018-2019,10,Tondela,Benfica
6053,2018-2019,10,Sporting,Desp. Chaves
6054,2018-2019,11,Santa Clara,B SAD
6055,2018-2019,11,Marítimo,V. Setúbal
6056,2018-2019,11,Benfica,Feirense
6057,2018-2019,11,Sp. Braga,Moreirense
6058,2018-2019,11,Portimonense,Tondela
6059,2018-2019,11,Desp. Aves,Nacional
6060,2018-2019,11,Desp. Chaves,V. Guimarães
6061,2018-2019,11,Boavista,FC Porto
6062,2018-2019,11,Rio Ave,Sporting
6063,2018-2019,12,FC Porto,Portimonense
6064,2018-2019,12,B SAD,Desp. Chaves
6065,2018-2019,12,Tondela,Sp. Braga
6066,2018-2019,12,V. Setúbal,Benfica
6067,2018-2019,12,Nacional,Boavista
6068,2018-2019,12,Moreirense,Santa Clara
6069,2018-2019,12,V. Guimarães,Rio Ave
6070,2018-2019,12,Sporting,Desp. Aves
6071,2018-2019,12,Feirense,Marítimo
6072,2018-2019,13,Portimonense,V. Setúbal
6073,2018-2019,13,Sp. Braga,Feirense
6074,2018-2019,13,Boavista,Tondela
6075,2018-2019,13,Desp. Chaves,Moreirense
6076,2018-2019,13,Desp. Aves,V. Guimarães
6077,2018-2019,13,Santa Clara,FC Porto
6078,2018-2019,13,Rio Ave,B SAD
6079,2018-2019,13,Marítimo,Benfica
6080,2018-2019,13,Sporting,Nacional
6081,2018-2019,14,Tondela,Marítimo
6082,2018-2019,14,Feirense,Portimonense
6083,2018-2019,14,V. Setúbal,Santa Clara
6084,2018-2019,14,B SAD,Desp. Aves
6085,2018-2019,14,Moreirense,Boavista
6086,2018-2019,14,FC Porto,Rio Ave
6087,2018-2019,14,Nacional,Desp. Chaves
6088,2018-2019,14,Benfica,Sp. Braga
6089,2018-2019,14,V. Guimarães,Sporting
6090,2018-2019,15,Santa Clara,Tondela
6091,2018-2019,15,Nacional,V. Guimarães
6092,2018-2019,15,Boavista,V. Setúbal
6093,2018-2019,15,Sp. Braga,Marítimo
6094,2018-2019,15,Portimonense,Benfica
6095,2018-2019,15,Rio Ave,Moreirense
6096,2018-2019,15,Desp. Chaves,Feirense
6097,2018-2019,15,Sporting,B SAD
6098,2018-2019,15,Desp. Aves,FC Porto
6099,2018-2019,16,Marítimo,Portimonense
6100,2018-2019,16,Feirense,Santa Clara
6101,2018-2019,16,B SAD,V. Guimarães
6102,2018-2019,16,V. Setúbal,Desp. Chaves
6103,2018-2019,16,Benfica,Rio Ave
6104,2018-2019,16,Sp. Braga,Boavista
6105,2018-2019,16,Moreirense,Desp. Aves
6106,2018-2019,16,Tondela,Sporting
6107,2018-2019,16,FC Porto,Nacional
6108,2018-2019,17,Portimonense,Sp. Braga
6109,2018-2019,17,Santa Clara,Benfica
6110,2018-2019,17,Desp. Aves,Feirense
6111,2018-2019,17,V. Guimarães,Moreirense
6112,2018-2019,17,Sporting,FC Porto
6113,2018-2019,17,Boavista,Marítimo
6114,2018-2019,17,Nacional,B SAD
6115,2018-2019,17,Desp. Chaves,Tondela
6116,2018-2019,17,Rio Ave,V. Setúbal
6117,2018-2019,18,Nacional,Sp. Braga
6118,2018-2019,18,Desp. Chaves,FC Porto
6119,2018-2019,18,V. Guimarães,Benfica
6120,2018-2019,18,B SAD,Tondela
6121,2018-2019,18,Sporting,Moreirense
6122,2018-2019,18,Santa Clara,Marítimo
6123,2018-2019,18,Desp. Aves,V. Setúbal
6124,2018-2019,18,Boavista,Portimonense
6125,2018-2019,18,Rio Ave,Feirense
6126,2018-2019,19,Marítimo,Rio Ave
6127,2018-2019,19,Moreirense,Nacional
6128,2018-2019,19,Tondela,Desp. Aves
6129,2018-2019,19,Feirense,V. Guimarães
6130,2018-2019,19,Benfica,Boavista
6131,2018-2019,19,Portimonense,Desp. Chaves
6132,2018-2019,19,Sp. Braga,Santa Clara
6133,2018-2019,19,V. Setúbal,Sporting
6134,2018-2019,19,FC Porto,B SAD
6135,2018-2019,20,Rio Ave,Tondela
6136,2018-2019,20,Desp. Chaves,Marítimo
6137,2018-2019,20,Boavista,Feirense
6138,2018-2019,20,Desp. Aves,Sp. Braga
6139,2018-2019,20,Nacional,V. Setúbal
6140,2018-2019,20,Santa Clara,Portimonense
6141,2018-2019,20,Sporting,Benfica
6142,2018-2019,20,V. Guimarães,FC Porto
6143,2018-2019,20,B SAD,Moreirense
6144,2018-2019,21,Moreirense,FC Porto
6145,2018-2019,21,Marítimo,Desp. Aves
6146,2018-2019,21,Portimonense,Rio Ave
6147,2018-2019,21,Tondela,V. Guimarães
6148,2018-2019,21,Sp. Braga,Desp. Chaves
6149,2018-2019,21,Boavista,Santa Clara
6150,2018-2019,21,Benfica,Nacional
6151,2018-2019,21,Feirense,Sporting
6152,2018-2019,21,V. Setúbal,B SAD
6153,2018-2019,22,Rio Ave,Santa Clara
6154,2018-2019,22,Nacional,Feirense
6155,2018-2019,22,V. Guimarães,Portimonense
6156,2018-2019,22,FC Porto,V. Setúbal
6157,2018-2019,22,Moreirense,Tondela
6158,2018-2019,22,B SAD,Marítimo
6159,2018-2019,22,Desp. Chaves,Boavista
6160,2018-2019,22,Sporting,Sp. Braga
6161,2018-2019,22,Desp. Aves,Benfica
6162,2018-2019,23,Sp. Braga,B SAD
6163,2018-2019,23,Tondela,FC Porto
6164,2018-2019,23,Feirense,Moreirense
6165,2018-2019,23,Portimonense,Desp. Aves
6166,2018-2019,23,V. Setúbal,V. Guimarães
6167,2018-2019,23,Santa Clara,Nacional
6168,2018-2019,23,Boavista,Rio Ave
6169,2018-2019,23,Marítimo,Sporting
6170,2018-2019,23,Benfica,Desp. Chaves
6171,2018-2019,24,Desp. Aves,Boavista
6172,2018-2019,24,Nacional,Tondela
6173,2018-2019,24,Moreirense,V. Setúbal
6174,2018-2019,24,FC Porto,Benfica
6175,2018-2019,24,B SAD,Feirense
6176,2018-2019,24,Desp. Chaves,Santa Clara
6177,2018-2019,24,Rio Ave,Sp. Braga
6178,2018-2019,24,Sporting,Portimonense
6179,2018-2019,24,V. Guimarães,Marítimo
6180,2018-2019,25,Desp. Chaves,Rio Ave
6181,2018-2019,25,Marítimo,Moreirense
6182,2018-2019,25,Sp. Braga,V. Guimarães
6183,2018-2019,25,Boavista,Sporting
6184,2018-2019,25,Santa Clara,Desp. Aves
6185,2018-2019,25,Portimonense,Nacional
6186,2018-2019,25,V. Setúbal,Tondela
6187,2018-2019,25,Feirense,FC Porto
6188,2018-2019,25,Benfica,B SAD
6189,2018-2019,26,Sporting,Santa Clara
6190,2018-2019,26,B SAD,Portimonense
6191,2018-2019,26,V. Setúbal,Sp. Braga
6192,2018-2019,26,V. Guimarães,Boavista
6193,2018-2019,26,FC Porto,Marítimo
6194,2018-2019,26,Desp. Aves,Desp. Chaves
6195,2018-2019,26,Nacional,Rio Ave
6196,2018-2019,26,Moreirense,Benfica
6197,2018-2019,26,Tondela,Feirense
6198,2018-2019,27,Portimonense,Moreirense
6199,2018-2019,27,Sp. Braga,FC Porto
6200,2018-2019,27,Desp. Chaves,Sporting
6201,2018-2019,27,Benfica,Tondela
6202,2018-2019,27,Santa Clara,V. Guimarães
6203,2018-2019,27,Marítimo,Nacional
6204,2018-2019,27,Rio Ave,Desp. Aves
6205,2018-2019,27,Boavista,B SAD
6206,2018-2019,27,Feirense,V. Setúbal
6207,2018-2019,28,FC Porto,Boavista
6208,2018-2019,28,B SAD,Santa Clara
6209,2018-2019,28,Nacional,Desp. Aves
6210,2018-2019,28,V. Guimarães,Desp. Chaves
6211,2018-2019,28,Moreirense,Sp. Braga
6212,2018-2019,28,V. Setúbal,Marítimo
6213,2018-2019,28,Feirense,Benfica
6214,2018-2019,28,Sporting,Rio Ave
6215,2018-2019,28,Tondela,Portimonense
6216,2018-2019,29,Desp. Chaves,B SAD
6217,2018-2019,29,Santa Clara,Moreirense
6218,2018-2019,29,Portimonense,FC Porto
6219,2018-2019,29,Desp. Aves,Sporting
6220,2018-2019,29,Rio Ave,V. Guimarães
6221,2018-2019,29,Marítimo,Feirense
6222,2018-2019,29,Boavista,Nacional
6223,2018-2019,29,Sp. Braga,Tondela
6224,2018-2019,29,Benfica,V. Setúbal
6225,2018-2019,30,Tondela,Boavista
6226,2018-2019,30,V. Setúbal,Portimonense
6227,2018-2019,30,Nacional,Sporting
6228,2018-2019,30,V. Guimarães,Desp. Aves
6229,2018-2019,30,B SAD,Rio Ave
6230,2018-2019,30,Moreirense,Desp. Chaves
6231,2018-2019,30,Feirense,Sp. Braga
6232,2018-2019,30,FC Porto,Santa Clara
6233,2018-2019,30,Benfica,Marítimo
6234,2018-2019,31,Rio Ave,FC Porto
6235,2018-2019,31,Portimonense,Feirense
6236,2018-2019,31,Santa Clara,V. Setúbal
6237,2018-2019,31,Sporting,V. Guimarães
6238,2018-2019,31,Desp. Aves,B SAD
6239,2018-2019,31,Desp. Chaves,Nacional
6240,2018-2019,31,Marítimo,Tondela
6241,2018-2019,31,Sp. Braga,Benfica
6242,2018-2019,31,Boavista,Moreirense
6243,2018-2019,32,Moreirense,Rio Ave
6244,2018-2019,32,Feirense,Desp. Chaves
6245,2018-2019,32,Marítimo,Sp. Braga
6246,2018-2019,32,Benfica,Portimonense
6247,2018-2019,32,FC Porto,Desp. Aves
6248,2018-2019,32,Tondela,Santa Clara
6249,2018-2019,32,B SAD,Sporting
6250,2018-2019,32,V. Guimarães,Nacional
6251,2018-2019,32,V. Setúbal,Boavista
6252,2018-2019,33,Desp. Aves,Moreirense
6253,2018-2019,33,Santa Clara,Feirense
6254,2018-2019,33,Portimonense,Marítimo
6255,2018-2019,33,Boavista,Sp. Braga
6256,2018-2019,33,Sporting,Tondela
6257,2018-2019,33,Desp. Chaves,V. Setúbal
6258,2018-2019,33,V. Guimarães,B SAD
6259,2018-2019,33,Nacional,FC Porto
6260,2018-2019,33,Rio Ave,Benfica
6261,2018-2019,34,B SAD,Nacional
6262,2018-2019,34,Sp. Braga,Portimonense
6263,2018-2019,34,Feirense,Desp. Aves
6264,2018-2019,34,Marítimo,Boavista
6265,2018-2019,34,V. Setúbal,Rio Ave
6266,2018-2019,34,Benfica,Santa Clara
6267,2018-2019,34,FC Porto,Sporting
6268,2018-2019,34,Tondela,Desp. Chaves
6269,2018-2019,34,Moreirense,V. Guimarães
6270,2019-2020,1,Portimonense,B SAD
6271,2019-2020,1,Santa Clara,Famalicão
6272,2019-2020,1,Gil Vicente,FC Porto
6273,2019-2020,1,Benfica,Paços Ferreira
6274,2019-2020,1,Boavista,Desp. Aves
6275,2019-2020,1,Marítimo,Sporting
6276,2019-2020,1,Sp. Braga,Moreirense
6277,2019-2020,1,V. Setúbal,Tondela
6278,2019-2020,1,Rio Ave,V. Guimarães
6279,2019-2020,2,Famalicão,Rio Ave
6280,2019-2020,2,Moreirense,Gil Vicente
6281,2019-2020,2,B SAD,Benfica
6282,2019-2020,2,FC Porto,V. Setúbal
6283,2019-2020,2,Desp. Aves,Marítimo
6284,2019-2020,2,Paços Ferreira,Santa Clara
6285,2019-2020,2,V. Guimarães,Boavista
6286,2019-2020,2,Sporting,Sp. Braga
6287,2019-2020,2,Tondela,Portimonense
6288,2019-2020,3,V. Setúbal,Moreirense
6289,2019-2020,3,Rio Ave,Desp. Aves
6290,2019-2020,3,Benfica,FC Porto
6291,2019-2020,3,Boavista,Paços Ferreira
6292,2019-2020,3,Santa Clara,B SAD
6293,2019-2020,3,Marítimo,Tondela
6294,2019-2020,3,Portimonense,Sporting
6295,2019-2020,3,Gil Vicente,Sp. Braga
6296,2019-2020,3,V. Guimarães,Famalicão
6297,2019-2020,4,Moreirense,Portimonense
6298,2019-2020,4,B SAD,Boavista
6299,2019-2020,4,Desp. Aves,Famalicão
6300,2019-2020,4,Paços Ferreira,Marítimo
6301,2019-2020,4,Sporting,Rio Ave
6302,2019-2020,4,Gil Vicente,V. Setúbal
6303,2019-2020,4,Tondela,Santa Clara
6304,2019-2020,4,FC Porto,V. Guimarães
6305,2019-2020,4,Sp. Braga,Benfica
6306,2019-2020,5,V. Setúbal,Sp. Braga
6307,2019-2020,5,Famalicão,Paços Ferreira
6308,2019-2020,5,Benfica,Gil Vicente
6309,2019-2020,5,V. Guimarães,Desp. Aves
6310,2019-2020,5,Rio Ave,Tondela
6311,2019-2020,5,Marítimo,B SAD
6312,2019-2020,5,Santa Clara,Moreirense
6313,2019-2020,5,Portimonense,FC Porto
6314,2019-2020,5,Boavista,Sporting
6315,2019-2020,6,Paços Ferreira,Desp. Aves
6316,2019-2020,6,B SAD,Rio Ave
6317,2019-2020,6,Moreirense,Benfica
6318,2019-2020,6,Gil Vicente,Boavista
6319,2019-2020,6,V. Setúbal,Portimonense
6320,2019-2020,6,Tondela,V. Guimarães
6321,2019-2020,6,FC Porto,Santa Clara
6322,2019-2020,6,Sp. Braga,Marítimo
6323,2019-2020,6,Sporting,Famalicão
6324,2019-2020,7,Boavista,Tondela
6325,2019-2020,7,Marítimo,Moreirense
6326,2019-2020,7,Benfica,V. Setúbal
6327,2019-2020,7,Famalicão,B SAD
6328,2019-2020,7,V. Guimarães,Paços Ferreira
6329,2019-2020,7,Santa Clara,Gil Vicente
6330,2019-2020,7,Portimonense,Sp. Braga
6331,2019-2020,7,Rio Ave,FC Porto
6332,2019-2020,7,Desp. Aves,Sporting
6333,2019-2020,8,Paços Ferreira,Rio Ave
6334,2019-2020,8,B SAD,Desp. Aves
6335,2019-2020,8,Gil Vicente,Portimonense
6336,2019-2020,8,V. Setúbal,Marítimo
6337,2019-2020,8,Moreirense,Boavista
6338,2019-2020,8,Tondela,Benfica
6339,2019-2020,8,FC Porto,Famalicão
6340,2019-2020,8,Sporting,V. Guimarães
6341,2019-2020,8,Sp. Braga,Santa Clara
6342,2019-2020,9,Desp. Aves,Tondela
6343,2019-2020,9,Rio Ave,Moreirense
6344,2019-2020,9,Marítimo,FC Porto
6345,2019-2020,9,V. Guimarães,B SAD
6346,2019-2020,9,Benfica,Portimonense
6347,2019-2020,9,Famalicão,Gil Vicente
6348,2019-2020,9,Paços Ferreira,Sporting
6349,2019-2020,9,Santa Clara,V. Setúbal
6350,2019-2020,9,Boavista,Sp. Braga
6351,2019-2020,10,Benfica,Rio Ave
6352,2019-2020,10,Moreirense,V. Guimarães
6353,2019-2020,10,Gil Vicente,Marítimo
6354,2019-2020,10,Tondela,Sporting
6355,2019-2020,10,FC Porto,Desp. Aves
6356,2019-2020,10,Sp. Braga,Famalicão
6357,2019-2020,10,B SAD,Paços Ferreira
6358,2019-2020,10,Portimonense,Santa Clara
6359,2019-2020,10,V. Setúbal,Boavista
6360,2019-2020,11,Desp. Aves,Gil Vicente
6361,2019-2020,11,Rio Ave,V. Setúbal
6362,2019-2020,11,Santa Clara,Benfica
6363,2019-2020,11,Famalicão,Moreirense
6364,2019-2020,11,Paços Ferreira,Tondela
6365,2019-2020,11,Marítimo,Portimonense
6366,2019-2020,11,Sporting,B SAD
6367,2019-2020,11,V. Guimarães,Sp. Braga
6368,2019-2020,11,Boavista,FC Porto
6369,2019-2020,12,Santa Clara,Boavista
6370,2019-2020,12,Moreirense,Desp. Aves
6371,2019-2020,12,Benfica,Marítimo
6372,2019-2020,12,Portimonense,Famalicão
6373,2019-2020,12,Tondela,B SAD
6374,2019-2020,12,V. Setúbal,V. Guimarães
6375,2019-2020,12,Gil Vicente,Sporting
6376,2019-2020,12,Sp. Braga,Rio Ave
6377,2019-2020,12,FC Porto,Paços Ferreira
6378,2019-2020,13,Boavista,Benfica
6379,2019-2020,13,Marítimo,Santa Clara
6380,2019-2020,13,Famalicão,Tondela
6381,2019-2020,13,Desp. Aves,Sp. Braga
6382,2019-2020,13,V. Guimarães,Portimonense
6383,2019-2020,13,Paços Ferreira,V. Setúbal
6384,2019-2020,13,Sporting,Moreirense
6385,2019-2020,13,B SAD,FC Porto
6386,2019-2020,13,Rio Ave,Gil Vicente
6387,2019-2020,14,Portimonense,Rio Ave
6388,2019-2020,14,Marítimo,Boavista
6389,2019-2020,14,Benfica,Famalicão
6390,2019-2020,14,V. Setúbal,Desp. Aves
6391,2019-2020,14,Moreirense,B SAD
6392,2019-2020,14,Gil Vicente,V. Guimarães
6393,2019-2020,14,Sp. Braga,Paços Ferreira
6394,2019-2020,14,Santa Clara,Sporting
6395,2019-2020,14,FC Porto,Tondela
6396,2019-2020,15,Desp. Aves,Santa Clara
6397,2019-2020,15,Boavista,Portimonense
6398,2019-2020,15,B SAD,Sp. Braga
6399,2019-2020,15,V. Guimarães,Benfica
6400,2019-2020,15,Tondela,Gil Vicente
6401,2019-2020,15,Paços Ferreira,Moreirense
6402,2019-2020,15,Rio Ave,Marítimo
6403,2019-2020,15,Sporting,FC Porto
6404,2019-2020,15,Famalicão,V. Setúbal
6405,2019-2020,16,Benfica,Desp. Aves
6406,2019-2020,16,Santa Clara,Rio Ave
6407,2019-2020,16,Moreirense,FC Porto
6408,2019-2020,16,Portimonense,Paços Ferreira
6409,2019-2020,16,Boavista,Famalicão
6410,2019-2020,16,V. Setúbal,Sporting
6411,2019-2020,16,Gil Vicente,B SAD
6412,2019-2020,16,Marítimo,V. Guimarães
6413,2019-2020,16,Sp. Braga,Tondela
6414,2019-2020,17,FC Porto,Sp. Braga
6415,2019-2020,17,Sporting,Benfica
6416,2019-2020,17,V. Guimarães,Santa Clara
6417,2019-2020,17,Desp. Aves,Portimonense
6418,2019-2020,17,Tondela,Moreirense
6419,2019-2020,17,B SAD,V. Setúbal
6420,2019-2020,17,Paços Ferreira,Gil Vicente
6421,2019-2020,17,Famalicão,Marítimo
6422,2019-2020,17,Rio Ave,Boavista
6423,2019-2020,18,Famalicão,Santa Clara
6424,2019-2020,18,Tondela,V. Setúbal
6425,2019-2020,18,B SAD,Portimonense
6426,2019-2020,18,Paços Ferreira,Benfica
6427,2019-2020,18,Desp. Aves,Boavista
6428,2019-2020,18,V. Guimarães,Rio Ave
6429,2019-2020,18,Sporting,Marítimo
6430,2019-2020,18,FC Porto,Gil Vicente
6431,2019-2020,18,Moreirense,Sp. Braga
6432,2019-2020,19,Benfica,B SAD
6433,2019-2020,19,Rio Ave,Famalicão
6434,2019-2020,19,Portimonense,Tondela
6435,2019-2020,19,V. Setúbal,FC Porto
6436,2019-2020,19,Marítimo,Desp. Aves
6437,2019-2020,19,Gil Vicente,Moreirense
6438,2019-2020,19,Sp. Braga,Sporting
6439,2019-2020,19,Santa Clara,Paços Ferreira
6440,2019-2020,19,Boavista,V. Guimarães
6441,2019-2020,20,Paços Ferreira,Boavista
6442,2019-2020,20,Famalicão,V. Guimarães
6443,2019-2020,20,B SAD,Santa Clara
6444,2019-2020,20,Sp. Braga,Gil Vicente
6445,2019-2020,20,FC Porto,Benfica
6446,2019-2020,20,Moreirense,V. Setúbal
6447,2019-2020,20,Tondela,Marítimo
6448,2019-2020,20,Sporting,Portimonense
6449,2019-2020,20,Desp. Aves,Rio Ave
6450,2019-2020,21,V. Setúbal,Gil Vicente
6451,2019-2020,21,Portimonense,Moreirense
6452,2019-2020,21,Santa Clara,Tondela
6453,2019-2020,21,Benfica,Sp. Braga
6454,2019-2020,21,Rio Ave,Sporting
6455,2019-2020,21,Boavista,B SAD
6456,2019-2020,21,Marítimo,Paços Ferreira
6457,2019-2020,21,V. Guimarães,FC Porto
6458,2019-2020,21,Famalicão,Desp. Aves
6459,2019-2020,22,Desp. Aves,V. Guimarães
6460,2019-2020,22,Tondela,Rio Ave
6461,2019-2020,22,B SAD,Marítimo
6462,2019-2020,22,Paços Ferreira,Famalicão
6463,2019-2020,22,Moreirense,Santa Clara
6464,2019-2020,22,Sporting,Boavista
6465,2019-2020,22,Sp. Braga,V. Setúbal
6466,2019-2020,22,FC Porto,Portimonense
6467,2019-2020,22,Gil Vicente,Benfica
6468,2019-2020,23,Portimonense,V. Setúbal
6469,2019-2020,23,Rio Ave,B SAD
6470,2019-2020,23,Boavista,Gil Vicente
6471,2019-2020,23,Desp. Aves,Paços Ferreira
6472,2019-2020,23,Marítimo,Sp. Braga
6473,2019-2020,23,V. Guimarães,Tondela
6474,2019-2020,23,Santa Clara,FC Porto
6475,2019-2020,23,Benfica,Moreirense
6476,2019-2020,23,Famalicão,Sporting
6477,2019-2020,24,Sp. Braga,Portimonense
6478,2019-2020,24,Tondela,Boavista
6479,2019-2020,24,V. Setúbal,Benfica
6480,2019-2020,24,FC Porto,Rio Ave
6481,2019-2020,24,Moreirense,Marítimo
6482,2019-2020,24,B SAD,Famalicão
6483,2019-2020,24,Gil Vicente,Santa Clara
6484,2019-2020,24,Sporting,Desp. Aves
6485,2019-2020,24,Paços Ferreira,V. Guimarães
6486,2019-2020,25,Portimonense,Gil Vicente
6487,2019-2020,25,Famalicão,FC Porto
6488,2019-2020,25,Marítimo,V. Setúbal
6489,2019-2020,25,Benfica,Tondela
6490,2019-2020,25,V. Guimarães,Sporting
6491,2019-2020,25,Santa Clara,Sp. Braga
6492,2019-2020,25,Desp. Aves,B SAD
6493,2019-2020,25,Boavista,Moreirense
6494,2019-2020,25,Rio Ave,Paços Ferreira
6495,2019-2020,26,Gil Vicente,Famalicão
6496,2019-2020,26,V. Setúbal,Santa Clara
6497,2019-2020,26,Portimonense,Benfica
6498,2019-2020,26,FC Porto,Marítimo
6499,2019-2020,26,B SAD,V. Guimarães
6500,2019-2020,26,Tondela,Desp. Aves
6501,2019-2020,26,Moreirense,Rio Ave
6502,2019-2020,26,Sporting,Paços Ferreira
6503,2019-2020,26,Sp. Braga,Boavista
6504,2019-2020,27,Marítimo,Gil Vicente
6505,2019-2020,27,Santa Clara,Portimonense
6506,2019-2020,27,Desp. Aves,FC Porto
6507,2019-2020,27,Paços Ferreira,B SAD
6508,2019-2020,27,Rio Ave,Benfica
6509,2019-2020,27,Boavista,V. Setúbal
6510,2019-2020,27,Sporting,Tondela
6511,2019-2020,27,V. Guimarães,Moreirense
6512,2019-2020,27,Famalicão,Sp. Braga
6513,2019-2020,28,Gil Vicente,Desp. Aves
6514,2019-2020,28,Portimonense,Marítimo
6515,2019-2020,28,V. Setúbal,Rio Ave
6516,2019-2020,28,Benfica,Santa Clara
6517,2019-2020,28,FC Porto,Boavista
6518,2019-2020,28,Tondela,Paços Ferreira
6519,2019-2020,28,Moreirense,Famalicão
6520,2019-2020,28,Sp. Braga,V. Guimarães
6521,2019-2020,28,B SAD,Sporting
6522,2019-2020,29,Boavista,Santa Clara
6523,2019-2020,29,Desp. Aves,Moreirense
6524,2019-2020,29,Marítimo,Benfica
6525,2019-2020,29,Paços Ferreira,FC Porto
6526,2019-2020,29,Famalicão,Portimonense
6527,2019-2020,29,V. Guimarães,V. Setúbal
6528,2019-2020,29,Rio Ave,Sp. Braga
6529,2019-2020,29,B SAD,Tondela
6530,2019-2020,29,Sporting,Gil Vicente
6531,2019-2020,30,Santa Clara,Marítimo
6532,2019-2020,30,V. Setúbal,Paços Ferreira
6533,2019-2020,30,Portimonense,V. Guimarães
6534,2019-2020,30,Benfica,Boavista
6535,2019-2020,30,Sp. Braga,Desp. Aves
6536,2019-2020,30,Gil Vicente,Rio Ave
6537,2019-2020,30,Tondela,Famalicão
6538,2019-2020,30,FC Porto,B SAD
6539,2019-2020,30,Moreirense,Sporting
6540,2019-2020,31,Boavista,Marítimo
6541,2019-2020,31,Desp. Aves,V. Setúbal
6542,2019-2020,31,Rio Ave,Portimonense
6543,2019-2020,31,Tondela,FC Porto
6544,2019-2020,31,Famalicão,Benfica
6545,2019-2020,31,V. Guimarães,Gil Vicente
6546,2019-2020,31,Sporting,Santa Clara
6547,2019-2020,31,Paços Ferreira,Sp. Braga
6548,2019-2020,31,B SAD,Moreirense
6549,2019-2020,32,Marítimo,Rio Ave
6550,2019-2020,32,V. Setúbal,Famalicão
6551,2019-2020,32,Santa Clara,Desp. Aves
6552,2019-2020,32,Portimonense,Boavista
6553,2019-2020,32,Benfica,V. Guimarães
6554,2019-2020,32,Gil Vicente,Tondela
6555,2019-2020,32,Moreirense,Paços Ferreira
6556,2019-2020,32,Sp. Braga,B SAD
6557,2019-2020,32,FC Porto,Sporting
6558,2019-2020,33,Rio Ave,Santa Clara
6559,2019-2020,33,Famalicão,Boavista
6560,2019-2020,33,B SAD,Gil Vicente
6561,2019-2020,33,V. Guimarães,Marítimo
6562,2019-2020,33,Paços Ferreira,Portimonense
6563,2019-2020,33,Tondela,Sp. Braga
6564,2019-2020,33,FC Porto,Moreirense
6565,2019-2020,33,Sporting,V. Setúbal
6566,2019-2020,33,Desp. Aves,Benfica
6567,2019-2020,34,Santa Clara,V. Guimarães
6568,2019-2020,34,Gil Vicente,Paços Ferreira
6569,2019-2020,34,Boavista,Rio Ave
6570,2019-2020,34,Marítimo,Famalicão
6571,2019-2020,34,Sp. Braga,FC Porto
6572,2019-2020,34,Benfica,Sporting
6573,2019-2020,34,Moreirense,Tondela
6574,2019-2020,34,V. Setúbal,B SAD
6575,2019-2020,34,Portimonense,Desp. Aves
6576,2020-2021,1,Famalicão,Benfica
6577,2020-2021,1,V. Guimarães,B SAD
6578,2020-2021,1,Nacional,Boavista
6579,2020-2021,1,FC Porto,Sp. Braga
6580,2020-2021,1,Santa Clara,Marítimo
6581,2020-2021,1,Moreirense,Farense
6582,2020-2021,1,Tondela,Rio Ave
6583,2020-2021,1,Portimonense,Paços Ferreira
6584,2020-2021,1,Sporting,Gil Vicente
6585,2020-2021,2,Sp. Braga,Santa Clara
6586,2020-2021,2,Marítimo,Tondela
6587,2020-2021,2,Benfica,Moreirense
6588,2020-2021,2,Boavista,FC Porto
6589,2020-2021,2,Farense,Nacional
6590,2020-2021,2,Gil Vicente,Portimonense
6591,2020-2021,2,Paços Ferreira,Sporting
6592,2020-2021,2,Rio Ave,V. Guimarães
6593,2020-2021,2,B SAD,Famalicão
6594,2020-2021,3,Moreirense,Boavista
6595,2020-2021,3,V. Guimarães,Paços Ferreira
6596,2020-2021,3,Santa Clara,Gil Vicente
6597,2020-2021,3,FC Porto,Marítimo
6598,2020-2021,3,Tondela,Sp. Braga
6599,2020-2021,3,Nacional,B SAD
6600,2020-2021,3,Benfica,Farense
6601,2020-2021,3,Famalicão,Rio Ave
6602,2020-2021,3,Portimonense,Sporting
6603,2020-2021,4,Marítimo,Portimonense
6604,2020-2021,4,Gil Vicente,Tondela
6605,2020-2021,4,Sp. Braga,Nacional
